id,nome,originalPais,currentPais,lat,lon,nearestCity,nearestCc,distKm,hotelCount
2261,"Parque Arqueológico de Angkor",PT,ES,43.566677,-5.705379,"Natahoyo",ES,3.5,0
2270,"Alvito",PT,IT,41.688465,13.743264,"Sora",IT,11.3,1
2284,"Lua",PT,FR,44.23073,-0.98509,"Mimizan",FR,19.7,0
2295,"Roma/Roma Velha",PT,BR,-20.43607,-40.342926,"Vila Velha",BR,12.9,1
2301,"Neeritter",NL,BE,51.162827,5.8028293,"Kinrooi",BE,4.7,8
2320,"Moxico",PT,AO,-12.72872,21.273764,"Cameia",AO,124.7,0
2327,"Belmonte",PT,ES,39.559284,-2.7038116,"Las Pedroñeras",ES,12.4,8
2358,"Bhaktapur",PT,NP,27.671114,85.42617,"Madhyapur Thimi",NP,4.0,6
2370,"Siracusa",US,PR,18.391949,-66.02987,"Eleanor Roosevelt",PR,4.5,3
2403,"Ko Chang",TH,MM,9.832075,98.45298,"Kawthoung",MM,19.8,8
2405,"Ko Lipe",TH,MY,6.487591,99.30247,"Padang Mat Sirat",MY,49.9,8
2406,"Paro",BT,ID,-4.3840647,138.23149,"Kenyam",ID,29.4,5
2411,"Pai",TH,RU,61.207226,34.441944,"Podporozh’ye",RU,36.3,8
2423,"Vinh",VN,CN,29.44574,104.414764,"Zigong",CN,36.9,4
2427,"Chukhung",PT,NP,27.904665,86.87137,"Lobuche",NP,7.7,0
2429,"Praia do Rosa",PT,BR,-28.129454,-48.641697,"Garopaba",BR,12.1,6
2463,"Viana",PT,ES,42.515472,-2.3713436,"Logroño",ES,8.5,1
2464,"Rangel",PT,CO,8.254102,-74.497246,"Montecristo",CO,5.5,5
2488,"Disneylândia",PT,BR,-20.18048,-43.9669,"Itabirito",BR,19.1,3
2537,"Crawford (Nebraska)",DE,US,42.686726,-103.41332,"Chadron",US,37.3,17
2538,"Khumbu",PT,NP,27.9693,86.82854,"Lobuche",NP,3.0,0
2542,"Ticino",IT,CH,46.33519,8.75259,"Biasca",CH,16.9,8
2544,"Point Roberts",US,CA,48.984703,-123.0678,"Tsawwassen",CA,3.7,13
2548,"La Macarena",PT,CO,2.1833827,-73.78579,"Puerto Lleras",CO,102.4,4
2585,"Kent",US,GB,51.207073,0.7210362,"Ashford",GB,12.6,8
2728,"Cuangar",AO,NA,-17.609768,18.622328,"Nkurenkuru",NA,3.6,0
2731,"Dirico",AO,NA,-17.984703,20.776932,"Ndiyona",NA,10.1,0
2733,"Rivungo",AO,AO,-16.328007,22.024546,"Senanga",ZM,134.7,0
2737,"Cazengo",PT,AO,-9.30815,14.79858,"N'dalatando",AO,12.5,0
2751,"Namacunde",AO,NA,-17.304886,15.84221,"Helao Nafidi",NA,11.1,0
2772,"Alishan",PT,TW,23.515036,120.80975,"Lugu",TW,26.4,12
2773,"Alta Galileia",PT,IL,33,35.5,"Safed",IL,3.9,6
2774,"Galileia Ocidental",PT,DE,54.066517,12.119124,"Kröpeliner-Tor-Vorstadt",DE,2.5,4
2775,"Mar da Galileia",PT,IL,32.800846,35.588974,"Tiberias",IL,5.4,6
2817,"Parque Nacional Coiba",PT,PA,7.3727164,-81.71668,"Soná",PA,83.3,1
2876,"Abkhazia",RU,GE,43.150024,41.22998,"Sokhumi",GE,25.2,2
2882,"Abu Simbel",EG,SD,22.360964,31.617912,"Wadi Halfa",SD,67.8,12
2884,"Abydos",EG,TR,40.194298,26.411268,"Çanakkale",TR,4.3,6
2938,"Agios Ioannis",GR,CY,35.074825,33.17812,"Tséri",CY,13.2,6
2948,"Aguas Calientes",PE,AR,-24.584251,-64.92321,"San Pedro de Jujuy",AR,39.7,27
2957,"Ai-Ais Richtersveld Transfrontier Park",ZA,US,39.11251,-100.35875,"Colby",US,67.5,8
2980,"Oslo region",NO,SZ,-27.237926,31.64171,"Hluti",SZ,5.7,4
2995,"Akyaka",TR,AM,40.740013,43.62381,"Azatan",AM,17.3,4
3016,"Alba County",RO,US,32.792942,-95.63441,"Lindale",US,37.3,2
3050,"Aleppo",SY,US,39.823967,-80.44618,"Moundsville",US,27.5,36
3054,"Alexander Bay",ZA,NA,-28.594788,16.482647,"Oranjemund",NA,7.2,2
3113,"Along the Grand Canal",CN,US,33.60669,-117.88922,"Newport Beach",US,3.9,4
3126,"Skiing and snowboarding",AU,US,44.509754,-87.94832,"Green Bay",US,5.8,2
3129,"Alsace",FR,US,33.982155,-118.41228,"Ladera Heights",US,3.7,1
3132,"Alta",NO,US,42.67369,-95.30399,"Storm Lake",US,8.5,12
3161,"Amalfi Coast",IT,AU,-31.912083,141.46983,"Broken Hill",AU,6.2,6
3180,"Amber Road",IT,US,37.008892,-81.27254,"Wytheville",US,18.0,27
3191,"Amelia Island",ES,US,30.607738,-81.46009,"Fernandina Beach",US,6.9,12
3194,"American Samoa",US,AS,-14.297124,-170.71315,"Pago Pago",AS,2.4,2
3220,"Amsterdam/Canal District",NL,IT,44.79532,7.99373,"Alba",IT,11.1,48
3227,"Amsterdam/West",NL,CM,5.5,10.66667,"Foumbot",CM,3.9,29
3268,"Aner Dam Wildlife Sanctuary",IN,US,32.90874,-97.58419,"Azle",US,3.9,1
3273,"Angel Fire",MX,US,36.39309,-105.28501,"Taos",US,25.8,9
3277,"Angle Inlet",US,CA,49.34302,-95.06367,"Kenora",CA,62.8,13
3359,"Apure",CO,VE,7.0473175,-68.798294,"Elorza",VE,77.2,5
3397,"Arctic",US,RO,44.87482,25.513878,"Văcăreşti",RO,3.7,1
3422,"Arisaig",GB,CA,45.760136,-62.162556,"Antigonish",CA,20.4,7
3424,"Arizona",MX,US,34.395344,-111.763275,"Camp Verde",US,20.5,8
3462,"Aruba",NL,AW,12.501363,-69.961845,"Santa Cruz",AW,2.3,5
3475,"Ascension",PT,SH,-7.942,-14.357895,"Georgetown",SH,6.1,13
3511,"Asmat",ID,ER,16.16879,38.0741,"Keren",ER,59.3,11
3520,"Astana",KZ,MY,1.5636353,110.34605,"Kuching",MY,2.1,49
3532,"A Taste of Coastal Texas",MX,US,31.25044,-99.25061,"Brady",US,15.1,43
3550,"Atlanta/South",US,NI,11.578307,-84.01396,"Nueva Guinea",NI,49.7,13
3582,"Auli",IN,UA,48.54324,34.45467,"Dniprovske",UA,6.0,2
3584,"Aure",NO,FR,49.27385,4.634843,"Mourmelon-le-Grand",FR,25.2,13
3604,"Austin/UT and the Drag",US,RO,47.01667,23.4,"Baciu",RO,25.7,29
3641,"Ayia Napa",ES,CY,34.989323,33.996204,"Paralímni",CY,5.7,23
3658,"Babakale",TR,GR,39.479736,26.064867,"Kalloní",GR,30.0,3
3668,"Bac Ha",CN,VN,22.537756,104.29156,"Si Ma Cai",VN,17.5,12
3703,"Baekdu Mountains",CN,KR,36.280052,128.04341,"Sangju",KR,18.3,4
3722,"Bahawalpur",PK,IN,31.029535,75.00919,"Zira",IN,7.0,26
3750,"Baja Peninsula",MX,BR,-13.89214,-38.951336,"Camamu",BR,17.4,7
3752,"Baja California Sur",US,MX,25.5818,-111.57062,"Ciudad Insurgentes",MX,40.9,1
3754,"Bajgiran",IR,TM,37.621933,58.41827,"Änew",TM,30.8,1
3766,"Baku Region",TR,GH,4.970179,-2.5014594,"Esim",GH,31.0,16
3772,"Balboa",US,ES,42.71017,-6.9147205,"Cacabelos",ES,19.8,1
3776,"Balestrand",DE,NO,61.209618,6.536083,"Hermansverk",NO,17.1,14
3780,"Bali District",CN,TW,25.14569,121.40351,"Danshui",TW,4.9,10
3786,"Balkans",RO,BG,41.778503,23.814676,"Gotse Delchev",BG,24.5,2
3799,"Ballyshannon",GB,IE,54.50198,-8.189766,"Sligo",IE,31.5,9
3803,"Balta",UA,GB,60.75019,-0.7888873,"Lerwick",GB,69.2,2
3826,"Banat",RO,US,45.517746,-87.69762,"Kingsford",US,42.4,1
3861,"Bangkok/Khao San Road",TH,IE,53.35222,-7.20167,"Edenderry",IE,10.3,54
3883,"Bangui",CF,CD,4.3635116,18.583591,"Zongo",CD,2.6,12
3892,"Ban Nahin",VN,TH,18.242395,104.2128,"Seka",TH,44.3,4
3938,"Barelang Islands",ID,HK,22.26382,113.96038,"San Tung Chung Hang",HK,2.4,1
3939,"Barentsburg",NO,NO,78.06536,14.2172365,"Longyearbyen",SJ,37.1,21
3975,"Basaseachic Falls National Park",MX,NZ,-44.791634,167.7542,"Queenstown",NZ,76.3,2
3983,"Basra",IQ,SA,17.395979,43.10557,"Fayfā’",SA,13.3,36
3990,"Bataan",CN,PH,14.643603,120.46576,"Balanga",PH,8.4,9
4066,"Beaudry Provincial Park",BR,CA,49.86169,-97.477196,"Winnipeg",CA,23.8,2
4136,"Belcoo",IE,GB,54.29667,-7.871408,"Enniskillen",GB,15.9,7
4138,"Belek",TR,TM,39.938534,53.847305,"Jebel",TM,47.1,15
4176,"Belo Horizonte",BR,AO,-11.916575,16.905655,"Cunhinga",AO,37.6,43
4179,"Belturbet",GB,IE,54.10074,-7.4440417,"Cavan",IE,13.4,13
4254,"Bernal",MX,AR,-34.711445,-58.28128,"Quilmes",AR,2.6,16
4287,"Bethuadahari Wildlife Sanctuary",IN,US,32.90874,-97.58419,"Azle",US,3.9,2
4290,"Bettendorf",US,FR,47.585247,7.277087,"Altkirch",FR,5.2,16
4301,"Beypore Beach",IN,US,46.91807,-104.00437,"Glendive",US,57.6,20
4324,"Bhutan",IN,BT,27.549511,90.511925,"Trongsa",BT,5.2,39
4391,"Bintan Resorts",SG,SG,-4.518894,140.55768,"Tabubil",PG,112.2,17
4396,"Bioko",FR,PG,-5.875043,143.40898,"Mendi",PG,40.8,1
4406,"Birr",IE,FR,47.61396,6.78557,"Héricourt",FR,4.9,16
4493,"Blueskin Bay",NZ,IT,38.41409,14.04068,"Cefalù",IT,41.8,5
4497,"Blumenau",BR,PL,54.19367,19.58983,"Elbląg",PL,12.7,20
4534,"Bohuslän",NO,SE,58.23333,11.8,"Uddevalla",SE,15.2,3
4543,"Bol",HR,BO,-17.740334,-62.93384,"San Julian",BO,8.6,10
4560,"Bonaire",NL,US,32.543842,-83.59602,"Warner Robins",US,8.5,12
4590,"Boring",BR,US,45.432663,-122.36951,"Damascus",US,7.2,10
4602,"Bosanska Krajina",HR,BA,45.05972,17.050463,"Gradiška",BA,18.6,1
4616,"Boston/North End",US,GB,52.9556,-0.1677266,"Boston",GB,9.7,45
4628,"Bougainville",AU,FR,49.869915,2.043234,"Amiens",FR,18.7,17
4655,"Boyle",IE,IE,54.59083,-112.809166,"Fort Saskatchewan",CA,102.7,8
4657,"Bozel",IT,FR,45.442383,6.64694,"Bourg-Saint-Maurice",FR,21.4,9
4660,"Brač",HR,FR,43.472027,5.9534993,"Saint-Maximin-la-Sainte-Baume",FR,7.9,2
4687,"Brandenburg",DE,US,37.99896,-86.16941,"Fort Knox",US,21.7,2
4766,"Brighton Seminole Indian Reservation",US,CA,45.26545,-67.61208,"Eastern Charlotte",CA,66.5,2
4828,"Brown County State Park",TR,US,39.145573,-86.22602,"Bloomington",US,26.0,10
4883,"Buenos Aires (province)",AR,PE,-9.122116,-78.530975,"Chimbote",PE,8.7,4
4896,"Bukit Peninsula",ID,US,41.24117,-81.55262,"Macedonia",US,8.9,40
4898,"Bukit Tinggi",MY,MY,-0.2436511,112.70704,"Sintang",ID,138.6,4
4910,"Bundang",KR,CM,9.13333,12.95,"Tchéboa",CM,28.3,30
4943,"Burma Road",CN,AU,-28.954975,115.03724,"Geraldton",AU,45.6,5
4957,"Buru Island",IN,ID,-3.4591432,126.65623,"Namrole",ID,43.7,19
4985,"Bylakuppe",BR,IN,12.429251,75.995346,"Kushālnagar",IN,5.1,10
4993,"Åland",FI,FI,60.151596,20.08803,"Ytterby",AX,4.3,4
5036,"Świeradów-Zdrój",CZ,PL,50.90934,15.333216,"Gryfów Śląski",PL,14.8,4
5038,"Şirince",GB,TR,37.942352,27.432835,"Selçuk",TR,5.7,2
5108,"Calais (Maine)",US,CA,45.18902,-67.27814,"Eastern Charlotte",CA,39.1,10
5144,"Calvert City",CN,US,37.03339,-88.35004,"Paducah",US,22.9,7
5169,"Caminha",PT,ES,41.87576,-8.838838,"O Rosal",ES,6.6,9
5170,"French Way",ES,US,37.703915,-121.44583,"Tracy",US,4.4,9
5179,"Campeche (state)",MX,VE,10.962301,-68.46193,"Tocuyo de La Costa",VE,12.6,3
5185,"Campobello Island",US,CA,44.89385,-66.91937,"Eastern Charlotte",CA,25.2,15
5195,"Canadian",BR,US,35.91201,-100.3839,"Perryton",US,66.0,11
5224,"Canowindra",AU,GB,57.3886,-6.1938,"Fort William",GB,91.2,16
5232,"Cantonment",US,IN,23.172075,80.01837,"Mānegaon",IN,3.8,2
5235,"Canyon de Guadalupe",MX,GP,16.208658,-61.439903,"Le Gosier",GP,5.7,1
5278,"Caprock Canyons State Park",TR,US,34.410244,-101.05322,"Plainview",US,65.1,8
5280,"Captiva Island",MX,US,26.527578,-82.19482,"Sanibel",US,19.3,7
5281,"Capurganá",CO,PA,8.6366,-77.34719,"Unión Chocó",PA,64.8,10
5292,"Carbonear",PT,CA,47.733124,-53.23662,"Bay Roberts",CA,15.0,20
5296,"Cardenás",MX,ES,42.37384,-2.7660403,"Nájera",ES,5.8,1
5300,"Cardston",US,CA,49.200115,-113.316574,"Lethbridge",CA,66.2,12
5373,"Cassis",FR,HT,18.61571,-72.07461,"Thomazeau",HT,4.6,24
5423,"Catron County",MX,MX,33.902695,-108.38008,"Silver City",US,126.3,8
5428,"Cave City",NZ,US,37.18962,-82.06933,"Richlands",US,26.7,39
5454,"Cedar Point",BR,US,41.263092,-89.12564,"Peru",US,7.2,5
5500,"Central Slovakia",PL,SK,48.833565,19.47251,"Brezno",SK,12.4,7
5512,"Cerbère",ES,FR,42.441296,3.1646953,"Banyuls de la Marenda",FR,5.6,7
5603,"Charleville",AU,IE,52.354645,-8.682883,"Mallow",IE,24.8,11
5604,"Charlevoix",CA,US,45.31765,-85.25835,"Bay Harbor",US,14.7,6
5631,"Chatham Islands",NZ,SD,22.42446,31.82595,"Wadi Halfa",SD,84.1,40
5780,"Chiloé National Park",CL,ES,38.6783,0.08935,"Calp",ES,5.4,1
5812,"Chiran",JP,IN,32.026634,76.39148,"Nagrota Bagwān",IN,9.1,4
5825,"Chiusi",IT,SM,43.76798,12.293714,"Poggio di Chiesanuova",SM,18.3,6
5853,"Christmas Island",GB,CX,-10.483777,105.64723,"Flying Fish Cove",CX,7.7,27
5869,"Chuuk",JP,JP,8.606235,151.83275,"Weno",FM,129.0,7
5977,"Cloudcroft",MX,US,32.957664,-105.74272,"Alamogordo",US,21.3,24
5987,"Coal Region",CH,GB,53.414238,-1.4137819,"Burngreave",GB,3.8,15
5991,"Coastal Georgia",BR,US,34.696815,-84.738976,"Dalton",US,22.6,1
6004,"Cochamó Valley",CL,AR,-41.380802,-72.07148,"San Carlos de Bariloche",AR,68.9,6
6021,"Cojedes",PT,VE,9.333664,-68.350365,"Las Vegas",VE,38.1,1
6046,"Collingwood (New Zealand)",NZ,GB,51.670963,-4.702831,"Pembroke",GB,14.5,5
6231,"Costa Brava",ES,AR,-34.774414,-59.69925,"Mercedes",AR,28.1,17
6253,"Courmayeur",IT,FR,45.831654,6.9461565,"Chamonix-Mont-Blanc",FR,11.8,6
6306,"Croatia",HR,SI,45.471962,14.706504,"Osilnica",SI,6.4,2
6371,"Cut Bank",US,US,48.63304,-112.326164,"Coaldale",CA,122.4,17
6375,"Cuyahoga County",TR,US,41.430134,-81.69056,"Brooklyn",US,3.9,13
6382,"Cygnet",AU,US,41.24005,-83.64326,"Bowling Green",US,15.0,21
6384,"Cyprus",TR,CY,34.917416,32.889904,"Léfka",CY,21.9,3
6429,"Dalsland",RU,NO,61.056698,5.5600667,"Førde",NO,46.8,12
6521,"D-Day beaches",FR,FR,54.83909,-111.96596,"Bonnyville",CA,101.7,40
6580,"Demirköy",GB,TR,41.82415,27.765146,"Vize",TR,27.6,9
6592,"Denmark (Western Australia)",AU,DK,55.378426,9.131806,"Vejen",DK,11.4,3
6599,"Deokjeok Island",KR,IS,65,-18,"Akureyri",IS,76.1,3
6709,"Diving Aliwal Shoal",ZA,CY,34.96361,34.072933,"Protaras",CY,5.6,9
6710,"Diving in Chuuk",JP,FM,7.454,151.805,"Weno",FM,4.1,10
6717,"Diving in the Philippines",PH,ES,28.71144,-17.95556,"Los Llanos de Aridane",ES,6.9,7
6718,"Diving the Cape Peninsula and False Bay",ZA,CA,49.49128,-124.35006,"Qualicum Beach",CA,17.3,40
6719,"Diving the Cape Peninsula and False Bay/Duiker Island",ZA,NL,52.69036,5.231231,"Enkhuizen",NL,4.3,1
6754,"Dona Paula",IN,BR,-27.237986,-49.494507,"Lontras",BR,9.3,6
6870,"Dunseith",CA,CA,48.813057,-100.06097,"Minot Air Force Base",US,103.6,7
6921,"Eastern Cuba",GB,ZA,-32.319443,28.199722,"Butterworth",ZA,4.9,1
6931,"Eastern Slovakia",PL,SK,48.717014,22.273935,"Sobrance",SK,7.4,15
6932,"Eastern Slovenia",HR,SI,46.08333,15,"Zagorje ob Savi",SI,5.4,3
6949,"East Jutland",DK,US,34.249733,-118.51642,"Northridge",US,3.0,3
6952,"East Kootenays",CA,ID,-8.086424,112.5,"Sumberpucung",ID,8.2,1
6995,"Eckerö",SE,SE,60.2325,19.5392,"Yomala",AX,23.0,10
7064,"Elba",IT,US,31.41461,-86.067726,"Enterprise",US,23.0,12
7070,"El Castaño",MX,VE,10.188661,-67.363945,"La Victoria",VE,5.5,1
7107,"Beaver Hills",CA,US,41.324505,-72.94609,"New Haven",US,2.4,15
7203,"Ephesus",GB,US,33.406178,-85.24925,"Carrollton",US,25.1,16
7259,"Esso",CH,UG,1.2955775,34.749863,"Kapchorwa",UG,35.3,1
7282,"European route E39",NO,TR,41.910603,27.129932,"Kırklareli",TR,21.1,14
7296,"Evian",CH,IT,45.710827,7.2005024,"Aosta",IT,9.5,1
7347,"Falcon Lake",CA,US,26.782078,-99.24472,"Zapata",US,14.2,4
7384,"Faroe Islands",DK,DK,62.028236,-6.8819256,"Tórshavn",FO,6.1,1
7436,"Fiji",NZ,FJ,-18.12397,179.01227,"Levuka",FJ,32.8,3
7457,"Fishguard",IE,GB,51.993835,-4.97681,"Haverfordwest",GB,21.4,12
7524,"Foppolo",IT,ES,38.6783,0.08935,"Calp",ES,5.4,5
7531,"Forestville",CA,UA,48.65811,23.28091,"Volovets",UA,9.2,10
7674,"Frombork",DE,PL,54.358364,19.68237,"Braniewo",PL,9.2,5
7683,"Fugging",AT,DE,48.06741,12.862345,"Tittmoning",DE,7.1,1
7761,"Gangwon",JP,KR,37.772526,128.38208,"Jumunjin",KR,41.2,12
7776,"Garden City (Michigan)",BR,US,45.7747,-86.5507,"Escanaba",US,40.0,3
7829,"Güssing",AT,HU,47.058765,16.324337,"Szentgotthárd",HU,12.4,6
7837,"Gedser",DE,DK,54.577045,11.931356,"Alholm",DK,16.6,7
7895,"Giant's Causeway",CA,AU,-34.68333,118.73333,"Albany",AU,86.4,1
7927,"Gir Forest National Park",IN,CN,29.297308,110.43844,"Wulingyuan",CN,11.8,2
7942,"Glacier National Park (Montana)",CA,US,48.617485,-113.76089,"Columbia Falls",US,41.3,34
7969,"Glenfinnan",GB,CA,46.293476,-62.969925,"Stratford",CA,11.9,8
8079,"GR 10",ES,IT,42.77511,11.287805,"Grosseto",IT,14.6,1
8115,"Grand Isle (Louisiana)",MX,US,29.236618,-89.9873,"Galliano",US,37.9,3
8268,"Guadeloupe",MX,GP,16.252882,-61.568684,"Baie-Mahault",GP,2.4,6
8271,"Guamote",ES,EC,-2.0493321,-78.64267,"Alausí",EC,28.4,1
8311,"Guinsa",CN,KR,37.03129,128.47966,"Neietsu",KR,17.1,7
8320,"Gulf Coast (Mississippi)",MX,US,26.40447,-81.88712,"Fort Myers Beach",US,8.3,1
8575,"Havelock Island",TH,IN,11.965196,92.99562,"Bamboo Flat",IN,42.3,38
8589,"Hawley",BR,US,32.613373,-99.813034,"Abilene",US,19.8,9
8678,"Herculaneum",IT,US,38.268387,-90.38012,"Pevely",US,2.1,24
8726,"High Plains",MX,US,37.77312,-86.21108,"Vine Grove",US,20.6,2
8746,"Hillswick",IN,GB,60.476532,-1.4875894,"Lerwick",GB,40.6,4
8774,"Hiva Oa",FR,FR,-9.7793255,-139.00679,"Taiohae",PF,154.0,23
8778,"Hluhluwe-iMfolozi Park",ZA,ES,38.6783,0.08935,"Calp",ES,5.4,5
8826,"Holy Island (near Arran)",IE,US,45.23195,-85.16673,"Bay Harbor",US,16.1,3
9004,"Hydra",GR,DZ,36.747425,3.0401833,"Birkhadem",DZ,3.7,19
9032,"Idyllwild",MX,US,33.740276,-116.71894,"Valle Vista",US,16.1,52
9119,"Interior (Iceland)",IS,US,40.80501,-73.171104,"Ronkonkoma",US,3.0,5
9120,"Interlake",CA,ES,28.05203,-16.71774,"Arona",ES,6.4,9
9171,"Ischgl",CH,IT,46.325768,8.40917,"Domodossola",IT,24.9,11
9231,"Italian Lake District",IT,CA,49.476173,-125.205315,"Courtenay",CA,27.9,9
9332,"Jan Mayen",NO,NO,70.99517,-8.465656,"Olonkinbyen",SJ,12.3,1
9368,"Jelling",DK,DE,54.33045,8.7737,"Tönning",DE,10.9,11
9458,"John o'Groats",DK,GB,58.637302,-3.0689678,"Wick",GB,22.1,8
9518,"Kabardino-Balkaria",DE,RU,43.44283,43.420483,"Kenzhe",RU,12.4,1
9542,"Lower Northland",NZ,AT,48.34208,16.462408,"Gerasdorf bei Wien",AT,5.3,9
9595,"Kamen Bryag",RO,BG,43.45486,28.550821,"Kavarna",BG,17.2,6
9630,"Kanha National Park",IN,US,30.154978,-97.789696,"Shady Hollow",US,7.1,15
9664,"Karakol Lake",CN,ES,28.05203,-16.71774,"Arona",ES,6.4,9
9719,"Kaslo",CH,CA,49.912155,-116.90489,"Nelson",CA,53.4,27
9908,"Khatse",ZA,ZA,31.488207,79.44202,"Joshīmath",IN,104.4,2
9965,"Kilpisjärvi",FI,NO,69.04836,20.79846,"Tromsdalen",NO,96.7,30
10016,"Kirkenes",NO,RU,69.72715,30.044897,"Nikel",RU,35.6,16
10044,"Kitsap Peninsula",NO,US,41.24117,-81.55262,"Macedonia",US,8.9,11
10131,"Ko Lipe",TH,MY,6.487591,99.30247,"Padang Mat Sirat",MY,49.9,39
10403,"Ladakh",CN,IN,33.94564,77.65686,"Choglamsar",IN,19.5,8
10422,"Lago Puelo",AR,ES,38.6783,0.08935,"Calp",ES,5.4,2
10451,"Lake Biwa",JP,ES,28.05203,-16.71774,"Arona",ES,6.4,3
10460,"Lake Constance",CH,ES,28.05203,-16.71774,"Arona",ES,6.4,10
10512,"Lamai",TH,TZ,-1.5617577,34.70204,"Matongo",TZ,22.5,32
10522,"La Merced",PE,CO,5.399067,-75.547806,"Salamina",CO,6.7,13
10553,"Lăng Cô",VN,VN,29.018532,93.11629,"Shi Yomi",IN,134.0,12
10556,"Langeland",DK,DE,51.78241,8.997726,"Altenbeken",DE,4.3,26
10564,"Langport",NL,GB,51.03757,-2.8280084,"Street",GB,11.5,11
10567,"Lang Tengah",MY,MY,-4.363592,115.79957,"Banjarbaru",ID,148.1,5
10577,"Lanzarote",ES,MX,19.66995,-99.32385,"Nicolás Romero",MX,3.6,22
10582,"Laos",TH,LA,20.01711,103.37825,"Muang Phônsavan",LA,66.1,8
10603,"Laren",NL,ID,-6.9783764,112.2951,"Paciran",ID,14.4,7
10643,"Laurentians",CA,US,26.161524,-81.8098,"Naples",US,2.5,4
10669,"Lüderitz",PT,ES,38.67878,0.09787,"Teulada",ES,5.7,25
10740,"Lenzerheide",CH,IT,46.444736,9.3733835,"Chiavenna",IT,13.9,14
10755,"Lesotho",ZA,LS,-29.603928,28.33502,"Mantsonyane",LS,10.1,3
10893,"Listvyanka",CN,RU,51.85693,104.86058,"Rechka-Vydrino",RU,41.1,31
10979,"Loleygaon",IN,ES,38.6783,0.08935,"Calp",ES,5.4,2
11048,"Longzhou",VN,ES,38.6783,0.08935,"Calp",ES,5.4,9
11060,"Lorne",AU,ES,38.6783,0.08935,"Calp",ES,5.4,3
11076,"Los Chiles (Costa Rica)",CR,NI,10.857036,-84.71502,"San Carlos",NI,30.8,4
11110,"Lower Galilee",BR,US,36.62898,-83.11573,"Church Hill",US,37.8,17
11111,"Lower Mainland",CA,US,40.255936,-75.360176,"Kulpsville",US,2.5,26
11122,"Lubec",US,CA,44.86117,-66.9835,"Eastern Charlotte",CA,30.7,40
11153,"Lumbarda",HR,ES,38.67878,0.09787,"Teulada",ES,5.7,5
11155,"Lumbini",IN,NP,27.980713,82.953186,"Deukhurī",NP,27.7,11
11162,"Lunenburg",CA,ES,38.67878,0.09787,"Teulada",ES,5.7,14
11164,"Luosto",GB,FI,67.158264,26.918337,"Pyhäjärvi",FI,16.2,22
11170,"Lurgan",IE,GB,54.460823,-6.329249,"Craigavon",GB,4.0,7
11221,"Macau/Peninsula",CN,MO,22.115894,113.5717,"Luhuan",MO,2.0,44
11257,"Madidi National Park",PE,BO,-13.46425,-68.70335,"Ixiamas",BO,70.7,6
11560,"Marken",NL,IT,43.34584,13.141587,"San Severino Marche",IT,13.2,16
11600,"Martinique",FR,MQ,14.611373,-60.96208,"Le Lamentin",MQ,4.0,21
11614,"Masada",IL,IN,18.18817,82.75098,"Kantabamsuguda",IN,20.4,5
11686,"Mayrhofen",AT,IT,47.167217,11.863867,"Valle Aurina - Ahrntal",IT,20.9,18
11706,"Älvdalen",NO,SE,61.2299,14.037395,"Orsa",SE,33.3,4
11738,"Međugorje",HR,BA,43.190533,17.677532,"Čitluk",BA,4.6,6
11754,"Medicine Park",BR,US,34.727478,-98.501366,"Lawton",US,16.7,42
11764,"Meghri",IR,AZ,38.85165,46.201675,"Ordubad",AZ,16.8,9
11777,"Babeldaob",JP,PW,7.539963,134.5674,"Imeong Hamlet",PW,4.5,10
11828,"Merseyside",IE,GB,53.49536,-2.973938,"Maghull",GB,3.2,6
11837,"Mesoamerican Barrier Reef",AU,US,26.5689,-80.15109,"Greenacres City",US,6.6,2
11842,"Mestia",GE,RU,43.043762,42.724453,"Tyrnyauz",RU,40.8,55
11966,"Millinocket",CA,US,45.656506,-68.70914,"Old Town",US,80.5,5
12256,"Moriarty",MX,US,34.997204,-106.049484,"Albuquerque",US,55.6,8
12303,"Mountainair",MX,US,34.520355,-106.24077,"Belen",US,51.5,6
12342,"Mountmellick",IE,DE,54.33045,8.7737,"Tönning",DE,10.9,3
12612,"Nanton",CA,FR,46.61981,4.8154435,"Tournus",FR,9.0,28
12647,"Narva",DK,FI,61.295197,23.502483,"Lempäälä",FI,13.4,26
12673,"Natuna Islands",CN,ID,3.9305165,108.19015,"Ranai Kota",ID,20.8,40
12941,"Niue",NZ,NU,-19.053642,-169.86134,"Alofi",NU,6.1,34
12985,"Norfolk Island",AU,NF,-29.032804,167.94832,"Kingston",NF,3.0,41
12999,"North America",GB,CA,51,-109,"Swift Current",CA,116.2,8
13044,"Northern Cape",DE,DE,-29.573402,21.205135,"Kakamas",ZA,105.8,1
13054,"Northern Laos",TH,LA,19.986212,102.24413,"Luang Prabang",LA,14.1,6
13057,"Northern Myanmar",CN,MM,22.62344,98.83084,"Tangyan",MM,47.2,2
13081,"North Korea",KR,GR,35.36973,24.54263,"Rethymno",GR,5.5,3
13109,"Northumberland Shore",CA,GB,53.836956,-3.052627,"Blackpool",GB,2.3,11
13148,"Novalja",FR,HR,44.556118,14.884472,"Mali Lošinj",HR,33.1,2
13287,"Ohakune",AU,NZ,-39.416946,175.39961,"Whanganui",NZ,64.7,15
13379,"Onslow",AU,CA,45.391884,-63.30065,"Truro",CA,3.9,5
13417,"Orcas Island",ES,US,48.651558,-122.81793,"Anacortes",US,21.6,7
