name,city,countryCode,neighborhood,starLevel,overallScore,reviewCount,ratingLabel,cleanliness,locationRating,staffRating,latitude,longitude,hotelId,scrapedAt,description,descriptionLanguage,reviews
Night Hotel Bangkok - Sukhumvit 15 ,Bangkok,TH,Sukhumvit,4.5,8.8,1659.0,Very Good,9.1,9.1,9.4,13.74064,100.55869,3606605.0,2026-05-04T08:39:17.505Z,"Night Hotel Bangkok - Sukhumvit 15 offers top-notch services and amenities, ensuring guests experience utmost comfort.Share your photos and respond to emails at your convenience, thanks to the free Wi-Fi internet access offered by hotel. Should you require transportation to or from the airport, hotel is able to organize it prior to your arrival date.Taxi and shuttle offerings at the hotel simplify arranging your excursions, explorations, and additional activities in Bangkok.Visitors can take advantage of complimentary parking directly at the hotel.Reception services such as concierge service, express check-in or check-out, luggage storage and safety deposit boxes are available to accommodate your requirements.Should you desire access to the top entertainment in the city, assistance can be provided by the hotel's tours.Traveling with minimal baggage is achievable at Night Hotel Bangkok - Sukhumvit 15, as the hotel's dry cleaning service and laundry service ensures your garments stay fresh.Room amenities like 24-hour room service, room service and daily housekeeping contribute to making a perfect selection for your stay. The hotel maintains a completely smoke-free zone, providing a breathable atmosphere.Smoking is limited to specified smoking zones. Each accommodation at Night Hotel Bangkok - Sukhumvit 15 is thoughtfully created and adorned to provide visitors with a comfortable, home-like atmosphere. In certain rooms, the hotel offers linen service, blackout curtains and air conditioning for guest convenience and satisfaction. At Night Hotel Bangkok - Sukhumvit 15, the uniquely tailored rooms provide a configuration choice resembling a separate living room.In select rooms, guests at the hotel can enjoy top-notch in-room entertainment with television and cable TV available for their convenience. Rest assured, in a few chosen rooms, you will find the convenience of a refrigerator, bottled water, a coffee or tea maker, instant coffee, instant tea and mini bar at your disposal.Night Hotel Bangkok - Sukhumvit 15 offers a hair dryer, toiletries, bathrobes and towels in the restrooms of specific accommodations. Embark on your holiday experience in the most ideal manner. Commence each morning of your visit with an on-site breakfast. Experience the delight of a fresh morning by savoring excellent coffee at the cafe situated within hotel. Should you prefer not to venture out for a meal, the enticing culinary choices at hotel are always available for your satisfaction. Experience an unforgettable evening with your fellow travelers just a short distance away, at hotel's bar.Night Hotel Bangkok - Sukhumvit 15 provides a superb assortment of leisure amenities for guests to enjoy.Unwind after a long day by stopping by massage and spa to rejuvenate your senses. Each day at hotel, immerse yourself in the invigorating waters of the pool, perfect for a rejuvenating plunge or a series of revitalizing laps. Bypass the formal attire and choose a laid-back mixed drink or brew at hotel's waterside lounge. For individuals who don't want to skip their exercise routine, visiting the hotel fitness center ensures you maintain your vitality and wellness. ",en,[]
Asia Hotel Bangkok,Bangkok,TH,Siam Square,4.0,7.7,1140.0,Good,8.2,9.2,8.5,13.7514,100.5311,3574505.0,2026-05-04T08:39:19.290Z,"Asia Hotel Bangkok provides flawless service and all the necessary facilities for visitors.Maintain seamless communication using the complimentary Wi-Fi at hotel.For visitors traveling by automobile, complimentary parking is available.During your stay at this fantastic hotel, the attentive front desk personnel can provide you with a range of amenities such as concierge service, luggage storage and safety deposit boxes. At the hotel, utilize the on-site dry cleaning service and laundry service to maintain your beloved travel attire fresh, allowing you to bring fewer clothes. Craving relaxation? Make the most of your stay at the Asia Hotel Bangkok with convenient amenities like 24-hour room service and room service at your disposal. For visitors wishing to smoke, designated smoking zones can be found. At Asia Hotel Bangkok, every guestroom is provided with convenient amenities and fittings to ensure a comfortable stay. Enhance your experience at hotel with the knowledge that certain rooms are equipped with blackout curtains and air conditioning for your convenience.Certain rooms boast in-room amusement features such as television and cable TV, offering guests an enjoyable stay. In select rooms within the hotel, a refrigerator, bottled water and mini bar is available to cater to your requirements when desired. In the hotel, certain guest bathrooms come equipped with essential bathroom amenities, such as a hair dryer, toiletries and bathrobes, ensuring a comfortable stay for guests. Begin your day with a scrumptious on-site breakfast available each morning at Asia Hotel Bangkok. Begin your day feeling refreshed and invigorated as you enjoy a delightful cup of quality coffee available at the cafe situated within the hotel.At the hotel, an assortment of easily accessible and delicious meal choices are available to satisfy your appetite whenever it strikes. Enjoy an entertaining evening with your fellow travelers at the hotel's bar. At Asia Hotel Bangkok, guests can take pleasure in the delightful recreational amenities provided for their entertainment. Conclude your holiday experience perfectly by visiting salon before you depart. Be sure to drop by the pool at hotel at least once during your stay.Discover the fitness amenities at hotel to maintain your health and strength during your getaway. ",en,[]
Nysa Hotel Bangkok Sukhumvit 11,Bangkok,TH,Sukhumvit,5.0,8.8,855.0,Very Good,9.3,8.7,9.2,13.74561787,100.55760193,312075703.0,2026-05-04T08:39:20.679Z,"Nysa Hotel Bangkok Sukhumvit 11 provides flawless service and all the necessary facilities for visitors.Stay connected with your associates, as complimentary Wi-Fi is available during your entire visit.The hotel offers taxi and shuttle amenities for your ease in navigating around Bangkok. When arriving by car, you'll be grateful for the on-site complimentary parking at hotel.The hotel offers reception amenities including concierge service, luggage storage and safety deposit boxes to ensure a comfortable stay for guests. Should you require assistance, the ticket service and tours can also aid in booking tickets and securing reservations at the finest shows and events in the vicinity.Whether it's an extended stay or simply needing fresh attire, dry cleaning service and laundry service provided by hotel ensures your cherished travel garments stay spotless and accessible. Your stay will be comfortable with the presence of 24-hour room service, room service and daily housekeeping as an in-room amenity for your relaxation and enjoyment.Smoking is permitted solely in the specified smoking zones allocated by hotel.In order to ensure the utmost level of relaxation, the guestrooms feature an inviting design and are equipped with all basic necessities, creating a delightful stay experience. To ensure a pleasant stay, a selection of rooms at hotel come furnished with linen service, blackout curtains and air conditioning, all designed with your ease in mind.Several chosen accommodations at Nysa Hotel Bangkok Sukhumvit 11 have a separate living room incorporated into the room design. In select rooms, visitors can enjoy a touch of amusement with the availability of television and cable TV for their entertainment needs.Within specific rooms, a refrigerator, a coffee or tea maker, bottled water, instant coffee, instant tea and mini bar is conveniently available for your use.Understanding the significance of bathroom facilities in enhancing visitor contentment, hotel offers a hair dryer, toiletries and bathrobes within a few chosen chambers. Various excellent meal offerings at hotel ensure that enticing and easily accessible options are constantly available.Upon your arrival, don't miss experiencing bar for enjoyable in-house evening entertainment.Throughout the day, engage in the entertaining activities available at Nysa Hotel Bangkok Sukhumvit 11.Unwind by the pool at hotel and cherish a leisurely moment. Enjoy a refreshing beverage al fresco at hotel's poolside bar savoring your preferred concoction. Guests who enjoy maintaining their fitness regimen while on holiday can visit the fitness center provided by hotel. ",en,[]
Holiday Inn Express Bangkok Soi Soonvijai By IHG,Bangkok,TH,Siam Square,4.0,8.0,458.0,Very Good,8.6,8.5,8.7,13.74788,100.51476,84218704.0,2026-05-04T08:39:22.345Z,"Experience an abundance of unparalleled facilities and features at Holiday Inn Express Bangkok Soi Soonvijai By IHG. Maintain seamless communication using the complimentary Wi-Fi at hotel. Effortlessly arrange transportation to and from the airport using the hotel's airport transfer services.Discovering Bangkok becomes even more accessible, thanks to the shuttle amenities provided at the hotel. For visitors traveling by automobile, complimentary parking is available. During your stay at this fantastic hotel, the attentive front desk personnel can provide you with a range of amenities such as concierge service, express check-in or check-out and luggage storage.Obtaining passes for the town's top entertainments becomes effortless with hotel's tours.At the hotel, utilize the on-site laundromat, dry cleaning service and laundry service to maintain your beloved travel attire fresh, allowing you to bring fewer clothes. Craving relaxation? Make the most of your stay at the Holiday Inn Express Bangkok Soi Soonvijai By IHG with convenient amenities like room service and daily housekeeping at your disposal. Kindly note that smoking is prohibited in the hotel to ensure fresher air for all visitors. For visitors wishing to smoke, designated smoking zones can be found. At Holiday Inn Express Bangkok Soi Soonvijai By IHG, every guestroom is provided with convenient amenities and fittings to ensure a comfortable stay.Enhance your experience at hotel with the knowledge that certain rooms are equipped with linen service and blackout curtains for your convenience. A few accommodations within Holiday Inn Express Bangkok Soi Soonvijai By IHG offer unique design elements such as a balcony or terrace. Certain rooms boast in-room amusement features such as television and cable TV, offering guests an enjoyable stay. In select rooms within the hotel, a refrigerator, bottled water, a coffee or tea maker, instant coffee and instant tea is available to cater to your requirements when desired.In the hotel, certain guest bathrooms come equipped with essential bathroom amenities, such as a hair dryer, toiletries and bathrobes, ensuring a comfortable stay for guests. Begin your day carefree at Holiday Inn Express Bangkok Soi Soonvijai By IHG, as complimentary breakfast is offered for your convenience.At the hotel, an assortment of easily accessible and delicious meal choices are available to satisfy your appetite whenever it strikes. Enjoy an entertaining evening with your fellow travelers at the hotel's bar. During your stay at hotel, an array of engaging activities and amenities guarantees a delightful experience. Discover the fitness amenities at hotel to maintain your health and strength during your getaway. ",en,[]
Aetas Lumpini,Bangkok,TH,Sathorn,5.0,8.6,345.0,Very Good,8.9,8.8,9.1,13.72499,100.54722,22284306.0,2026-05-04T08:39:24.661Z,"Great care is taken to ensure guests experience comfort through top-notch services and amenities.Stay connected with your associates, as complimentary Wi-Fi is available during your entire visit.To facilitate your arrival and departure, you can pre-book airport transfer services prior to checking in.The hotel offers taxi amenities to assist you in discovering your desired offerings in Bangkok.When arriving by car, you'll be grateful for the on-site complimentary parking at hotel. The hotel offers reception amenities including concierge service, luggage storage and safety deposit boxes to ensure a comfortable stay for guests. Whether you're here for an extended stay or simply require fresh garments, the hotel ensures your cherished travel attire remains spotless and accessible with the convenience of laundry service located on the premises. Your stay will be comfortable with the presence of room service and daily housekeeping as an in-room amenity for your relaxation and enjoyment. Smoking is permitted solely in the specified smoking zones allocated by hotel.In order to ensure the utmost level of relaxation, the guestrooms feature an inviting design and are equipped with all basic necessities, creating a delightful stay experience. To ensure a pleasant stay, a selection of rooms at hotel come furnished with linen service, blackout curtains and air conditioning, all designed with your ease in mind. At AETAS Lumpini, various room configurations are available, featuring separate living room and balcony or terrace in some rooms. In select rooms, visitors can enjoy a touch of amusement with the availability of television and cable TV for their entertainment needs.Within specific rooms, a refrigerator, bottled water, a coffee or tea maker, instant coffee, instant tea and mini bar is conveniently available for your use.Understanding the significance of bathroom facilities in enhancing visitor contentment, hotel offers a hair dryer, toiletries and bathrobes within a few chosen chambers. Start your day stress-free at AETAS Lumpini as breakfast is made available for you on the premises.How about kicking off each day of your getaway with a delicious cup of coffee? At the hotel, relish in the invigorating taste of a freshly brewed, excellent coffee.Various excellent meal offerings at hotel ensure that enticing and easily accessible options are constantly available. Upon your arrival, don't miss experiencing bar for enjoyable in-house evening entertainment. Throughout the day, engage in the entertaining activities available at AETAS Lumpini. Unwind and conclude each day delightfully by stopping by massage and sauna, ensuring a soothing experience.Unwind by the pool at hotel and cherish a leisurely moment.Enjoy a refreshing beverage al fresco at hotel's poolside bar savoring your preferred concoction. Guests who enjoy maintaining their fitness regimen while on holiday can visit the fitness center provided by hotel. ",en,[]
Lancaster Bangkok,Bangkok,TH,Sukhumvit,5.0,8.9,808.0,Very Good,9.3,8.4,9.2,13.74873,100.56734,47882906.0,2026-05-04T08:39:26.747Z,"Experience an abundance of unparalleled facilities and features at Lancaster Bangkok.Maintain seamless communication using the complimentary Wi-Fi at hotel. Effortlessly arrange transportation to and from the airport using the hotel's airport transfer services.Discovering Bangkok becomes even more accessible, thanks to the taxi amenities provided at the hotel.For visitors traveling by automobile, complimentary parking is available.During your stay at this fantastic hotel, the attentive front desk personnel can provide you with a range of amenities such as concierge service, express check-in or check-out, luggage storage and safety deposit boxes. At the hotel, utilize the on-site dry cleaning service and laundry service to maintain your beloved travel attire fresh, allowing you to bring fewer clothes.Craving relaxation? Make the most of your stay at the Lancaster Bangkok with convenient amenities like 24-hour room service, room service and daily housekeeping at your disposal.Kindly note that smoking is prohibited in the hotel to ensure fresher air for all visitors.For visitors wishing to smoke, designated smoking zones can be found.At Lancaster Bangkok, every guestroom is provided with convenient amenities and fittings to ensure a comfortable stay.Enhance your experience at hotel with the knowledge that certain rooms are equipped with linen service, blackout curtains and air conditioning for your convenience.A few accommodations within Lancaster Bangkok offer unique design elements such as a separate living room.Certain rooms offer in-room amusement features such as the cable TV for your enjoyment. In select rooms within the hotel, a refrigerator, bottled water, instant coffee, instant tea and mini bar is available to cater to your requirements when desired. It is worth noting that certain guest bathrooms feature a hair dryer, toiletries, bathrobes and towels for your convenience. Be sure to stop by the elegant executive lounge where you can experience the lavish amenities and ambiance. Begin your day with a scrumptious on-site breakfast available each morning at Lancaster Bangkok.Begin your day feeling refreshed and invigorated as you enjoy a delightful cup of quality coffee available at the cafe situated within the hotel. At the hotel, an assortment of easily accessible and delicious meal choices are available to satisfy your appetite whenever it strikes. At Lancaster Bangkok, they are committed to catering to your unique requirements. They offer a variety of meal choices, encompassing halal alternatives for those with special dietary preferences.Enjoy an entertaining evening with your fellow travelers at the hotel's bar. During your stay at hotel, an array of engaging activities and amenities guarantees a delightful experience. Conclude your holiday perfectly with a visit to massage, steam room and spa on your final days. Be sure to drop by the pool at hotel at least once during your stay.At Lancaster Bangkok, utmost care is taken to ensure guests' comfort. Relish your preferred beverage in your swimwear by the hotel's poolside bar. Discover the fitness amenities at hotel to maintain your health and strength during your getaway. ",en,[]
Shanghai Mansion Bangkok,Bangkok,TH,Grand Palace - Khao San Road - Rattanakosin,4.5,8.6,1385.0,Very Good,8.9,9.4,9.3,13.73978,100.51117,7509505.0,2026-05-04T08:39:28.951Z,"Experience an abundance of unparalleled facilities and features at Shanghai Mansion Bangkok. Maintain seamless communication using the complimentary Wi-Fi at hotel. Effortlessly arrange transportation to and from the airport using the hotel's airport transfer services.Discovering Bangkok becomes even more accessible through the taxi, car hire and shuttle amenities provided at the hotel. Guests can avail parking facilities at the hotel. During your stay at this fantastic hotel, the attentive front desk personnel can provide you with a range of amenities such as concierge service, luggage storage and safety deposit boxes. Obtaining passes for the town's top entertainments becomes effortless with hotel's ticket service.At the hotel, utilize the on-site dry cleaning service and laundry service to maintain your beloved travel attire fresh, allowing you to bring fewer clothes. Craving relaxation? Make the most of your stay at the Shanghai Mansion Bangkok with convenient amenities like room service and daily housekeeping at your disposal. Kindly note that smoking is prohibited in the hotel to ensure fresher air for all visitors.For visitors wishing to smoke, designated smoking zones can be found.At Shanghai Mansion Bangkok, every guestroom is provided with convenient amenities and fittings to ensure a comfortable stay. Enhance your experience at hotel with the knowledge that certain rooms are equipped with linen service, blackout curtains and air conditioning for your convenience. A few accommodations within Shanghai Mansion Bangkok offer unique design elements such as a separate living room. Certain rooms boast in-room amusement features such as television and cable TV, offering guests an enjoyable stay. In select rooms within the hotel, a refrigerator, bottled water, a coffee or tea maker, instant tea and mini bar is available to cater to your requirements when desired. It is worth noting that certain guest bathrooms feature a hair dryer, toiletries and bathrobes for your convenience. Begin your day with a scrumptious on-site breakfast available each morning at Shanghai Mansion Bangkok.Begin your day feeling refreshed and invigorated as you enjoy a delightful cup of quality coffee available at the cafe situated within the hotel.At the hotel, an assortment of easily accessible and delicious meal choices are available to satisfy your appetite whenever it strikes. Enjoy an entertaining evening with your fellow travelers at the hotel's bar.During your stay at hotel, an array of engaging activities and amenities guarantees a delightful experience.Conclude your holiday perfectly with a visit to massage and spa on your final days. ",en,[]
Amaranth Suvarnabhumi Hotel - Free Suvarnabhumi Airport Shuttle,Lat Krabang,TH,Suvarnabhumi International Airport (BKK),4.5,8.6,767.0,Very Good,9.0,8.3,9.0,13.68895,100.72896,17832604.0,2026-05-04T08:39:31.358Z,"Amaranth Suvarnabhumi Hotel - Free Suvarnabhumi Airport Shuttle offers top-notch services and amenities, ensuring guests experience utmost comfort. Complimentary internet access is available in the hotel to ensure you stay connected during your visit. Arrange your trips to and from the airport using the hotel's convenient transportation services booking. Discover the wonders of Bangkok with ease by utilizing the services provided by taxi and shuttle. Complimentary parking is available for guests. Continuously receive the support you require through front desk amenities such as concierge service, luggage storage and safety deposit boxes. At the hotel, their ticket service and tours is also capable of assisting with booking tickets and securing reservations for entertainment and adventures.Chilly nights become more delightful than balmy ones, as you snuggle near the hotel's inviting hearth. Always look your best in your preferred attire with the dry cleaning service and laundry service provided at Amaranth Suvarnabhumi Hotel - Free Suvarnabhumi Airport Shuttle. Craving relaxation? In-room amenities such as room service and daily housekeeping allow you to maximize your time spent inside the room.Due to health concerns, smoking is strictly prohibited within the entire premises of hotel. For the health and well-being of all guests and staff, smoking is restricted exclusively to assigned zones. Accommodations come equipped with all the conveniences required for a restful night's slumber. A selection of rooms feature linen service, blackout curtains and air conditioning to ensure your comfort and convenience.A few accommodations at Amaranth Suvarnabhumi Hotel - Free Suvarnabhumi Airport Shuttle also include unique design elements like a balcony or terrace. A few chosen rooms are equipped with television and cable TV to ensure guest amusement. In certain rooms, the hotel offers visitors access to a refrigerator, bottled water, a coffee or tea maker, instant coffee, instant tea and mini bar. Amaranth Suvarnabhumi Hotel - Free Suvarnabhumi Airport Shuttle offers a hair dryer, toiletries and bathrobes in the restrooms of specific accommodations.An additional advantage for guests is the executive lounge, which offers an outstandingly cozy and excellently furnished environment for relaxation. A delightful breakfast is the perfect way to begin your day, and at Amaranth Suvarnabhumi Hotel - Free Suvarnabhumi Airport Shuttle, you can always indulge in a scrumptious meal on-site.All adore a delightful cup of coffee! An on-site coffee shop ensures you can relish a cup of authentic, freshly-brewed coffee every morning -- or whenever you desire it.Allow your journey to be free from the pangs of hunger! On-site eateries offer delicious and accessible meal choices.An evening spent at hotel's bar can offer as much enjoyment as venturing out with your fellow travelers.Amaranth Suvarnabhumi Hotel - Free Suvarnabhumi Airport Shuttle provides a superb assortment of leisure amenities for guests to enjoy.Conclude your days in complete tranquility by visiting the sauna situated precisely at the hotel.At Amaranth Suvarnabhumi Hotel - Free Suvarnabhumi Airport Shuttle, a wide array of amenities guarantees a fulfilling experience throughout your visit. Make your holiday truly memorable by taking a rejuvenating plunge into the pool.At Amaranth Suvarnabhumi Hotel - Free Suvarnabhumi Airport Shuttle, the poolside bar provides an excellent incentive to enjoy extended hours in your swimwear. At the hotel fitness center, you have the option to engage in your daily exercise routine or simply alleviate your jet lag by breaking a sweat. ",en,[]
Grand BS Airport Hotel Suvarnabhumi,"Suvarnabhumi Airport, Bangkok",TH,Suvarnabhumi International Airport (BKK),4.0,7.4,3366.0,Good,7.7,8.2,7.5,13.71987534,100.73943329,258746303.0,2026-05-04T08:39:32.677Z,"Experience an abundance of unparalleled facilities and features at Grand BS Airport Hotel Suvarnabhumi. Maintain seamless communication using the complimentary Wi-Fi at hotel.Effortlessly arrange transportation to and from the airport using the hotel's airport transfer services. Discovering Bangkok becomes even more accessible through the taxi and car hire amenities provided at the hotel. For visitors traveling by automobile, complimentary parking is available. Reception assistance is offered at the hotel featuring luggage storage. In search of city's top entertainment, seek assistance at the hotel's ticket service and tours for reservations.Craving relaxation? Make the most of your stay at the Grand BS Airport Hotel Suvarnabhumi with convenient amenities like room service and daily housekeeping at your disposal.Kindly note that smoking is prohibited in the hotel to ensure fresher air for all visitors.At Grand BS Airport Hotel Suvarnabhumi, every guestroom is provided with convenient amenities and fittings to ensure a comfortable stay. Enhance your experience at hotel with the knowledge that certain rooms are equipped with blackout curtains and air conditioning for your convenience.A few accommodations within Grand BS Airport Hotel Suvarnabhumi offer unique design elements such as a balcony or terrace. Certain rooms offer in-room amusement features such as the television for your enjoyment. In select rooms within the hotel, a refrigerator, instant coffee and mini bar is available to cater to your requirements when desired. In the hotel, certain guest bathrooms come equipped with essential bathroom amenities, such as a hair dryer and toiletries, ensuring a comfortable stay for guests. Begin your day with a scrumptious on-site breakfast available each morning at Grand BS Airport Hotel Suvarnabhumi. Begin your day feeling refreshed and invigorated as you enjoy a delightful cup of quality coffee available at the cafe situated within the hotel. At the hotel, an assortment of easily accessible and delicious meal choices are available to satisfy your appetite whenever it strikes.At Grand BS Airport Hotel Suvarnabhumi, they are committed to catering to your unique requirements. They offer a variety of meal choices, encompassing halal alternatives for those with special dietary preferences. Enjoy an entertaining evening with your fellow travelers at the hotel's bar. During your stay at hotel, an array of engaging activities and amenities guarantees a delightful experience. Be sure to drop by the pool at hotel at least once during your stay. At Grand BS Airport Hotel Suvarnabhumi, utmost care is taken to ensure guests' comfort. Relish your preferred beverage in your swimwear by the hotel's poolside bar. ",en,[]
VELA Dhi GLOW Pratunam,Bangkok,TH,Siam Square,4.0,8.5,423.0,Very Good,8.9,9.1,9.0,13.751,100.53832,32908906.0,2026-05-04T08:39:34.615Z,"VELA Dhi GLOW Pratunam offers top-notch services and amenities, ensuring guests experience utmost comfort.Share your photos and respond to emails at your convenience, thanks to the free Wi-Fi internet access offered by hotel. Should you require transportation to or from the airport, hotel is able to organize it prior to your arrival date. Taxi offerings at the hotel enhance the ease of discovering Bangkok. Visitors can take advantage of complimentary parking directly at the hotel.Reception services such as concierge service, luggage storage and safety deposit boxes are available to accommodate your requirements.Securing top-notch tickets and snagging sought-after dining reservations become effortless, thanks to the hotel's ticket service and tours. Traveling with minimal baggage is achievable at VELA Dhi GLOW Pratunam, as the hotel's dry cleaning service and laundry service ensures your garments stay fresh. Room amenities like room service and daily housekeeping contribute to making a perfect selection for your stay. The hotel maintains a completely smoke-free zone, providing a breathable atmosphere. Each accommodation at VELA Dhi GLOW Pratunam is thoughtfully created and adorned to provide visitors with a comfortable, home-like atmosphere.In certain rooms, the hotel offers linen service, blackout curtains and air conditioning for guest convenience and satisfaction.At VELA Dhi GLOW Pratunam, the uniquely tailored rooms provide a configuration choice resembling a balcony or terrace.In select rooms, guests at the hotel can enjoy top-notch in-room entertainment with television and cable TV available for their convenience.Rest assured, in a few chosen rooms, you will find the convenience of a refrigerator, a coffee or tea maker, bottled water and mini bar at your disposal. Understanding the significance of bathroom facilities in enhancing visitor contentment, hotel offers a hair dryer, toiletries, bathrobes and towels within a few chosen chambers. Embark on your holiday experience in the most ideal manner. Commence each morning of your visit with an on-site breakfast. Experience the delight of a fresh morning by savoring excellent coffee at the cafe situated within hotel.Should you prefer not to venture out for a meal, the enticing culinary choices at hotel are always available for your satisfaction. Experience an unforgettable evening with your fellow travelers just a short distance away, at hotel's bar. Throughout the day, engage in the entertaining activities available at VELA Dhi GLOW Pratunam. Unwind after a long day by stopping by massage, steam room and spa to rejuvenate your senses.Each day at hotel, immerse yourself in the invigorating waters of the pool, perfect for a rejuvenating plunge or a series of revitalizing laps.For individuals who don't want to skip their exercise routine, visiting the hotel fitness center ensures you maintain your vitality and wellness. ",en,[]
Centara Grand At Central Plaza Ladprao Bangkok,Bangkok,TH,"Bangkok, Thailand",5.0,8.8,1076.0,Very Good,9.0,8.7,9.3,13.817765047,100.559792519,10897905.0,2026-05-04T08:39:36.372Z,"At Centara Grand at Central Plaza Ladprao Bangkok, exceptional service and top-notch amenities create a memorable experience for guests.Complimentary internet access is available in the hotel to ensure you stay connected during your visit.Arrange your trips to and from the airport using the hotel's convenient transportation services booking. Discover the wonders of Bangkok with ease by utilizing the services provided by taxi and shuttle. Complimentary parking is available for guests.Continuously receive the support you require through front desk amenities such as concierge service, express check-in or check-out, luggage storage and safety deposit boxes. Always look your best in your preferred attire with the dry cleaning service and laundry service provided at Centara Grand at Central Plaza Ladprao Bangkok. Craving relaxation? In-room amenities such as 24-hour room service, room service and daily housekeeping allow you to maximize your time spent inside the room. For the health and well-being of all guests and staff, smoking is restricted exclusively to assigned zones. Accommodations come equipped with all the conveniences required for a restful night's slumber.A selection of rooms feature linen service, blackout curtains and air conditioning to ensure your comfort and convenience. A few chosen rooms are equipped with daily newspaper, television, in-room video streaming and cable TV to ensure guest amusement.In certain rooms, the hotel offers visitors access to a refrigerator, bottled water, a coffee or tea maker, instant coffee, instant tea and mini bar. Centara Grand at Central Plaza Ladprao Bangkok offers a hair dryer, toiletries, bathrobes and towels in the restrooms of specific accommodations.An additional advantage for guests is the executive lounge, which offers an outstandingly cozy and excellently furnished environment for relaxation. A delightful breakfast is the perfect way to begin your day, and at Centara Grand at Central Plaza Ladprao Bangkok, you can always indulge in a scrumptious meal on-site. All adore a delightful cup of coffee! An on-site coffee shop ensures you can relish a cup of authentic, freshly-brewed coffee every morning -- or whenever you desire it.Allow your journey to be free from the pangs of hunger! On-site eateries offer delicious and accessible meal choices.An evening spent at hotel's bar can offer as much enjoyment as venturing out with your fellow travelers.At Centara Grand at Central Plaza Ladprao Bangkok, guests can take pleasure in the delightful recreational amenities provided for their entertainment. Conclude your days in complete tranquility by paying a visit to massage, steam room and spa for ultimate relaxation.At Centara Grand at Central Plaza Ladprao Bangkok, a wide array of amenities guarantees a fulfilling experience throughout your visit. Make your holiday truly memorable by taking a rejuvenating plunge into the pool. At Centara Grand at Central Plaza Ladprao Bangkok, the poolside bar provides an excellent incentive to enjoy extended hours in your swimwear.At the hotel fitness center, you have the option to engage in your daily exercise routine or simply alleviate your jet lag by breaking a sweat. ",en,[]
The Quarter Silom by UHG,Bangkok,TH,Silom,4.0,8.2,623.0,Very Good,8.6,8.9,8.8,13.72854,100.5303,109107305.0,2026-05-04T08:39:39.234Z,"The Quarter Silom by UHG offers top-notch services and amenities, ensuring guests experience utmost comfort. Share your photos and respond to emails at your convenience, thanks to the free Wi-Fi internet access offered by hotel.Should you require transportation to or from the airport, hotel is able to organize it prior to your arrival date.Visitors can take advantage of the accessible parking options directly at the hotel.Reception services such as concierge service, luggage storage and safety deposit boxes are available to accommodate your requirements. Traveling with minimal luggage is achievable at The Quarter Silom by UHG due to the hotel's laundry service ensuring your garments stay fresh. Room amenities like room service and daily housekeeping contribute to making a perfect selection for your stay. The hotel maintains a completely smoke-free zone, providing a breathable atmosphere.Smoking is limited to specified smoking zones.Each accommodation at The Quarter Silom by UHG is thoughtfully created and adorned to provide visitors with a comfortable, home-like atmosphere. In certain rooms, the hotel offers linen service, blackout curtains and air conditioning for guest convenience and satisfaction. At The Quarter Silom by UHG, the uniquely tailored rooms provide a configuration choice resembling a balcony or terrace.In select rooms, guests at the hotel can enjoy top-notch in-room entertainment with television and cable TV available for their convenience.Rest assured, in a few chosen rooms, you will find the convenience of a refrigerator, bottled water, a coffee or tea maker, instant coffee and instant tea at your disposal.The Quarter Silom by UHG offers a hair dryer and toiletries in the restrooms of specific accommodations. Embark on your holiday experience in the most ideal manner. Commence each morning of your visit with an on-site breakfast.Experience the delight of a fresh morning by savoring excellent coffee at the cafe situated within hotel. Should you prefer not to venture out for a meal, the enticing culinary choices at hotel are always available for your satisfaction.The Quarter Silom by UHG provides a superb assortment of leisure amenities for guests to enjoy. Unwind after a long day by stopping by steam room and sauna to rejuvenate your senses.Each day at hotel, immerse yourself in the invigorating waters of the pool, perfect for a rejuvenating plunge or a series of revitalizing laps.For individuals who don't want to skip their exercise routine, visiting the hotel fitness center ensures you maintain your vitality and wellness. ",en,[]
