#,Nome do Hotel,Morada,Cidade,País,Latitude,Longitude,,
1,Hotel Ritsa,2 Leona Ave / Naberezhna Street,Sukhumi,Abecásia,42.9995,41.0246,,
,Taj Palace,2 Sardar Patel Marg,Nova Deli,Índia,28.5957,77.1789,,
,St. Regis Florence,"Piazza della Ognissanti, 1",Florença,Itália,43.7725,11.2455,,
,Mandarin Oriental,251 Rue Saint-Honoré,Paris,França,48.8665,2.3283,,
,Matetsi Victoria Falls,Matetsi Private Reserve,Victoria Falls,Zimbabué,-17.8643,25.5398,,
,Round Hill Hotel,John Pringle Drive,Montego Bay,Jamaica,18.4526,-77.9942,,
,Khwai River Lodge,Moremi Game Reserve,Delta do Okavango,Botsuana,-19.1627,23.7744,,
,Soneva Jani,Medhufaru Island,Noonu Atoll,Maldivas,5.8202,73.3292,,
,The Oberoi Amarvilas,Taj East Gate Road,Agra,Índia,27.1685,78.0465,,
,Inn of the Five Graces,150 E DeVargas St,"Santa Fe, NM",EUA,35.6841,-105.9377,,
,Zadun (Ritz-Carlton),Fracc. Puerto Los Cabos,San José del Cabo,México,23.0561,-109.6456,,
,Mfuwe Lodge,South Luangwa National Park,Mfuwe,Zâmbia,-13.0847,31.7878,,
,InterCont. Bora Bora,Motu Piti Aau,Bora Bora,Polinésia Fr.,-16.5072,-151.7001,,
,Banyan Tree Cabo,Blvd. Cabo Marqués,Acapulco,México,16.7909,-99.8458,,
,Ngala Safari Lodge,Timbavati Reserve,Kruger Area,Áf. do Sul,-24.3854,31.3218,,
,Sasaab,Westgate Conservancy,Samburu,Quénia,0.6586,37.4098,,
,The Sukhothai,13/3 S Sathon Rd,Banguecoque,Tailândia,13.7237,100.5401,,
,The Oberoi Grand,15 Jawaharlal Nehru Rd,Calcutá,Índia,22.5604,88.3514,,
,Hôtel Plaza Athénée,25 Avenue Montaigne,Paris,França,48.8661,2.3023,,
,Mahekal Beach Resort,Calle 38 Norte,Playa del Carmen,México,20.6358,-87.0628,,
,The Fullerton Hotel,1 Fullerton Square,Singapura,Singapura,1.2862,103.8532,,
,Jade Mountain,Soufriere,Soufriere,Santa Lúcia,13.8583,-61.0601,,
,Casa Chameleon,Las Catalinas,Guanacaste,Costa Rica,10.4789,-85.7876,,
,Hôtel Crillon Le Brave,Place de l'Eglise,Crillon-le-Brave,França,44.1176,5.1437,,
,Le Bristol Paris,112 Rue du Faubourg St-Honoré,Paris,França,48.8719,2.3148,,
,Mandapa (Ritz-Carlton),Jl. Kedewatan,Bali (Ubud),Indonésia,-8.4777,115.2443,,
,Six Senses Laamu,Laamu Atoll,Olhuveli Island,Maldivas,1.8315,73.3444,,
,Waldorf Astoria,Ithaafushi Island,South Male Atoll,Maldivas,3.9472,73.3934,,
,Wickaninnish Inn,500 Osprey Ln,Tofino,Canadá,49.1203,-125.8824,,
,Penha Longa Resort,Estrada da Lagoa Azul,Sintra,Portugal,38.7619,-9.3986,,
,St. Regis Bora Bora,Motu Ome'e,Bora Bora,Polinésia Fr.,-16.4883,-151.7111,,
,Lion Sands Reserve,Sabi Sand Reserve,Skukuza,Áf. do Sul,-24.9657,31.5414,,
,Rambagh Palace,Bhawani Singh Rd,Jaipur,Índia,26.8979,75.8093,,
,The Oyster Box,2 Lighthouse Rd,Umhlanga,Áf. do Sul,-29.7214,31.0886,,
,The Stafford,16-18 St James's Place,Londres,Reino Unido,51.5064,-0.1396,,
,Tambo del Inka,Av. Ferrocarril s/n,Urubamba,Peru,-13.3039,-72.1221,,
,Cap Maison,Smugglers Cove Drive,Gros Islet,Santa Lúcia,14.0934,-60.9576,,
,Tensing Pen,West End Road,Negril,Jamaica,18.2618,-78.3585,,
,Hôtel Le Toiny,Anse de Toiny,St. Barth,Antilhas Fr.,17.8967,-62.8028,,
,Rosewood Mayakoba,Ctra. Federal Cancún Km 298,Playa del Carmen,México,20.6861,-87.0314,,
,Canaves Oia Boutique,Main Street,Santorini (Oia),Grécia,36.4630,25.3740,,
,Montage Los Cabos,Carretera Transpeninsular,Cabo San Lucas,México,22.9037,-109.8453,,
,Badrutt's Palace,Via Serlas 27,St. Moritz,Suíça,46.4965,9.8400,,
,Finca Cortesin,Carretera de Casares,Casares,Espanha,36.3769,-5.2281,,
,1,Pousada Piuval,,,,,,
,4,,,,,,,
,"Rodovia Transpantaneira, Km 10 – Zona Rural",Poconé,MT,Brasil,-16.3000,-56.6500,,
,2,Pantanal Jaguar Camp,,,,,,
,12,,,,,,,
,"Porto Jofre, margem do Rio Cuiabá",Porto Jofre,MT,Brasil,-17.3000,-56.7000,,
,3,Hotel Porto Jofre (Pantanal Norte),,,,,,
,14,,,,,,,
,"Final da Transpantaneira, km 145, margem do Rio Cuiabá",Porto Jofre,MT,Brasil,-17.3500,-56.7500,,
,4,Hotel Sesc Porto Cercado,"Rodovia MT-370, km 42",Poconé,MT,Brasil,-16.4000,-56.4000
,5,Hotel Caiman (Caiman Ecological Refuge),"Estrada do Pantanal, s/n",Miranda,MS,Brasil,-20.2500,-56.3200
,6,Fazenda San Francisco,"Estrada do Pantanal, km 25",Miranda,MS,Brasil,-20.2000,-56.3500
,7,Pousada Aguapé,"Estrada do Pantanal, km 30",Aquidauana,MS,Brasil,-20.1500,-56.3800
,8,Zagaia Eco Resort,,,,,,
,28,,,,,,,
,"Rodovia Três Morros, Km 0",Bonito,MS,Brasil,-21.1300,-56.4800,,
,9,Pousada Olho d'Água,"Rua 29 de Maio, 70",Bonito,MS,Brasil,-21.1250,-56.4750
,10,Wetiga Hotel,,,,,,
,21,,,,,,,
,"Hotel com quartos amplos, piscina aquecida e agência para passeios turísticos — Rua Cel. Pilad Rebuá, 679",Bonito,MS,Brasil,-21.1350,-56.4850,,
,11,Arte da Natureza Hotel Bonito,,,,,,
,21,,,,,,,
,"Pousada reformada com quartos espaçosos, piscina na varanda e café da manhã delicioso — Rua Santana do Paraíso, 580",Bonito,MS,Brasil,-21.1400,-56.4900,,
,12,Hotel Pirá Miúna,,,,,,
,28,,,,,,,
,"Av. Coronel Pilad Rebua, 1884",Bonito,MS,Brasil,-21.1280,-56.4780,,
,13,Pousada Águas de Bonito,,,,,,
,21,,,,,,,
,"Pousada completa, com piscinas, chalés arejados e agências para passeios — Rua 24 de Fevereiro, 1800",Bonito,MS,Brasil,-21.1360,-56.4870,,
,14,Promenade Bonito All Suítes,,,,,,
,24,,,,,,,
,"Hotel amigo de animais de estimação — Rod. Bonito-Campo dos Índios, km 2",Bonito,MS,Brasil,-21.1400,,,
,Pousada Janela do Céu,"R. Elzira da Conceição Moreira, 08",Conceição da Ibitipoca (Lima Duarte),MG,Brasil,-21.7000,-43.8900,
,13,Hotel Fazenda Pai Mateus (nome real),Estrada Boa Vista/Cabaceiras (Lajedo do Pai Mateus),Cabaceiras,PB,Brasil,-7.2300,-36.8500
,Ryugyong Hotel,Distrito de Potonggang (Edifício Pirâmide),Pyongyang,Coreia do Norte,39.0364,125.7311,,
,Yanggakdo International Hotel,"Ilha Yanggak, Rio Taedong",Pyongyang,Coreia do Norte,38.9915,125.7534,,
,Koryo Hotel,Distrito de Chung-guyok (Perto da Estação),Pyongyang,Coreia do Norte,39.0092,125.7375,,
,Potonggang Hotel,"Margens do Rio Potong, Distrito de Ansan",Pyongyang,Coreia do Norte,39.0235,125.7198,,
,Pyongyang Hotel,"Distrito de Chung-guyok, Rio Taedong",Pyongyang,Coreia do Norte,39.0145,125.7512,,
,Sosan Hotel,Vila Desportiva de Kwangbok,Pyongyang,Coreia do Norte,39.0118,125.6885,,
,Ryanggang Hotel,Distrito de Mangyongdae (Junção de rios),Pyongyang,Coreia do Norte,38.9935,125.6982,,
,Kaesong Folk Hotel,"Rua Bukan, estilo tradicional Hanok",Kaesong,Coreia do Norte,37.9735,126.5515,,
,Hyangsan Hotel,Próximo ao Monte Myohyang,Myohyang-san,Coreia do Norte,40.0158,126.2162,,
,Masikryong Hotel,Estância de Esqui Masikryong,Wonsan,Coreia do Norte,39.1672,127.2885,,
,Majon Hotel,Praia de Majon (Estância Balnear),Hamhung,Coreia do Norte,39.8715,127.6532,,
,Kumgangsan Hotel,"Distrito de Onjong-ri, Monte Kumgang",Kosong,Coreia do Norte,38.6512,128.1885,,
,Pegaebong Hotel,Próximo ao Monte Paektu,Samjiyon,Coreia do Norte,41.8325,128.3245,,
,Chailbong Hotel,Distrito de Onjong-ri,Monte Kumgang,Coreia do Norte,38.6485,128.1952,,
,Imperial Hotel (Emperor),Zona Económica Especial de Rason,Rason,Coreia do Norte,42.3425,130.6015,,
,| 1 | **LOTTE Hotel Yangon** | ⭐⭐⭐⭐⭐ | 16.8412 | 96.1321 |,,,,,,,
,| 2 | **Pan Pacific Yangon** | ⭐⭐⭐⭐⭐ | 16.7791 | 96.1564 |,,,,,,,
,| 3 | **Novotel Yangon Max** | ⭐⭐⭐⭐ | 16.8690 | 96.1437 |,,,,,,,
,| 4 | **Wyndham Grand Yangon** | ⭐⭐⭐⭐⭐ | 16.8053 | 96.1561 |,,,,,,,
,| 5 | **Chatrium Hotel Royal Lake** | ⭐⭐⭐⭐⭐ | 16.7941 | 96.1627 |,,,,,,,
,| 6 | **Melia Yangon** | ⭐⭐⭐⭐⭐ | 16.8002 | 96.1583 |,,,,,,,
,| 7 | **PARKROYAL Yangon** | ⭐⭐⭐⭐ | 16.8063 | 96.1476 |,,,,,,,
,| 8 | **Sedona Hotel Yangon** | ⭐⭐⭐⭐⭐ | 16.8293 | 96.1550 |,,,,,,,
,| 9 | **Inya Lake Hotel** | ⭐⭐⭐⭐ | 16.8362 | 96.1416 |,,,,,,,
,| 10 | **Governor's Residence** | ⭐⭐⭐⭐⭐ | 16.8173 | 96.1557 |,,,,,,,
,| 11 | **The Strand Yangon** | ⭐⭐⭐⭐⭐ | 16.7741 | 96.1573 |,,,,,,,
,| 12 | **Summit Parkview** | ⭐⭐⭐ | 16.8103 | 96.1441 |,,,,,,,
,| 13 | **Hotel Grand United Ahlone** | ⭐⭐⭐⭐ | 16.7940 | 96.1340 |,,,,,,,
,| 14 | **Hotel Grand Galaxy** | ⭐⭐⭐ | 16.8610 | 96.2010 |,,,,,,,
,| 15 | **Pullman Yangon Centrepoint** | ⭐⭐⭐⭐⭐ | 16.7943 | 96.1601 |,,,,,,,
,| 16 | **Hilton Mandalay** | ⭐⭐⭐⭐⭐ | 21.9781 | 96.0892 |,,,,,,,
,| 17 | **Grand Park Hotel Mandalay** | ⭐⭐⭐⭐⭐ | 21.9625 | 96.0742 |,,,,,,,
,| 18 | **Hotel My World** | ⭐⭐⭐⭐ | 21.9760 | 96.0841 |,,,,,,,
,| 19 | **Hotel by the Red Canal** | ⭐⭐⭐⭐ | 21.9713 | 96.0912 |,,,,,,,
,| 20 | **Good Time Hotel** | ⭐⭐⭐ | 21.9830 | 96.0810 |,,,,,,,
,| 21 | **Mingalar Mandalay Hotel** | ⭐⭐⭐⭐ | 21.9591 | 96.0854 |,,,,,,,
,| 22 | **The Prince Hotel Mandalay** | ⭐⭐⭐ | 21.9752 | 96.0788 |,,,,,,,
,| 23 | **Ayarwaddy River View Hotel** | ⭐⭐⭐⭐ | 21.9912 | 96.0731 |,,,,,,,
,| 24 | **Diamonds Inn** | ⭐⭐⭐ | 21.9820 | 96.0870 |,,,,,,,
,| 25 | **The Link 78 Mandalay** | ⭐⭐⭐⭐ | 21.9690 | 96.0920 |,,,,,,,
,| 26 | **Sakura Princess Hotel** | ⭐⭐⭐ | 21.9745 | 96.0815 |,,,,,,,
,| 27 | **Mandalay City Hotel** | ⭐⭐⭐ | 21.9803 | 96.0843 |,,,,,,,
,| 28 | **Royal Pearl Hotel** | ⭐⭐⭐ | 21.9661 | 96.0789 |,,,,,,,
,| 29 | **Kempinski Hotel Nay Pyi Taw** | ⭐⭐⭐⭐⭐ | 19.7490 | 96.1150 |,,,,,,,
,| 30 | **Hilton Nay Pyi Taw** | ⭐⭐⭐⭐⭐ | 19.7382 | 96.1344 |,,,,,,,
,| 31 | **PARKROYAL Nay Pyi Taw** | ⭐⭐⭐⭐⭐ | 19.7521 | 96.1290 |,,,,,,,
,| 32 | **The Lake Garden Hotel – MGallery** | ⭐⭐⭐⭐⭐ | 19.7450 | 96.1183 |,,,,,,,
,| 33 | **Horizon Lake View Resort** | ⭐⭐⭐⭐ | 19.7413 | 96.1201 |,,,,,,,
,| 34 | **Mingalar Thiri Hotel** | ⭐⭐⭐⭐ | 19.7601 | 96.1278 |,,,,,,,
,| 35 | **The Thingaha Nay Pyi Taw** | ⭐⭐⭐⭐ | 19.7433 | 96.1195 |,,,,,,,
,| 36 | **Hotel Max Nay Pyi Taw** | ⭐⭐⭐ | 19.7555 | 96.1310 |,,,,,,,
,| 37 | **Thurizza Hotel** | ⭐⭐⭐ | 19.7478 | 96.1220 |,,,,,,,
,| 38 | **Emerald Palace Hotel** | ⭐⭐⭐ | 19.7392 | 96.1352 |,,,,,,,
,| 39 | **Sofitel Inle Lake Myat Min** | ⭐⭐⭐⭐⭐ | 20.5531 | 96.9001 |,,,,,,,
,| 40 | **Novotel Inle Lake Myat Min** | ⭐⭐⭐⭐ | 20.5511 | 96.9021 |,,,,,,,
,| 41 | **Pristine Lotus Resort** | ⭐⭐⭐⭐ | 20.5240 | 96.8971 |,,,,,,,
,| 42 | **Villa Inle Boutique Resort** | ⭐⭐⭐⭐ | 20.5301 | 96.9010 |,,,,,,,
,| 43 | **Viewpoint Ecolodge** | ⭐⭐⭐⭐ | 20.6283 | 96.9471 |,,,,,,,
,| 44 | **Amazing Inlay Resort** | ⭐⭐⭐⭐ | 20.5412 | 96.9102 |,,,,,,,
,| 45 | **Inle Heritage Stilt House** | ⭐⭐⭐⭐ | 20.5363 | 96.9083 |,,,,,,,
,| 46 | **Inle Lake View Resort & Spa** | ⭐⭐⭐⭐ | 20.5291 | 96.9041 |,,,,,,,
,| 47 | **Skylake Inle Resort** | ⭐⭐⭐ | 20.5351 | 96.9062 |,,,,,,,
,| 48 | **La Maison Birmane Boutique** | ⭐⭐⭐⭐ | 20.6193 | 96.9423 |,,,,,,,
,| 49 | **Royal Nadi Resort** | ⭐⭐⭐ | 20.5411 | 96.9091 |,,,,,,,
,| 50 | **Inlay Palace Hotel** | ⭐⭐⭐ | 20.6302 | 96.9510 |,,,,,,,
,Kenut Hostel,Aygestan 10/36,Yerevan,Armenia,"40.1753, 44.5142",,,
,Kantar Hostel,"10 Deghatan Street, 0010",Yerevan,Armenia,"40.1772, 44.5138",,,
,Sweet Sleep hostel,"8/2 Artsakh Avenue, 0005",Yerevan,Armenia,"40.1511, 44.5095",,,
,Royal Boutique Hotel on Kievyan,"Kievyan 2nd block, House 20, 0028",Yerevan,Armenia,"40.1995, 44.4890",,,
,Areg Hotel,Quiet area near center,Yerevan,Armenia,"40.1705, 44.5050",,,
,One Day Hotel,Central Yerevan,Yerevan,Armenia,"40.1780, 44.5120",,,
,Arève Résidence Boutique Hotel,Central Yerevan,Yerevan,Armenia,"40.1805, 44.5105",,,
,Aeka hotel,Yerevan center,Yerevan,Armenia,"40.1778, 44.5115",,,
,Seasons Hotel,Yerevan,Yerevan,Armenia,"40.1750, 44.5080",,,
,AS hotel / ABC HOTEL,Central,Yerevan,Armenia,"40.1790, 44.5130",,,
,Alba Hotel Yerevan,Near center,Yerevan,Armenia,"40.1820, 44.5150",,,
,Olive hotel / Friendly Hotel,Yerevan,Yerevan,Armenia,"40.1785, 44.5125",,,
,Hotel Fleur Yerevan,Central Yerevan,Yerevan,Armenia,"40.1765, 44.5108",,,
,DeLin Hotel And Tours,Yerevan,Yerevan,Armenia,"40.1770, 44.5140",,,
,AnnaBella Boutique Hotel / Altunyan Hotel,Central,Yerevan,Armenia,"40.1810, 44.5170",,,
,New York Capsule Hotel / YAN HOTEL,Near Republic Square area,Yerevan,Armenia,"40.1778, 44.5125",,,
,Yerevan Resident Hotel / Mario in New York Hotel,Central Yerevan,Yerevan,Armenia,"40.1785, 44.5115",,,
,Avan Plaza Hotel,Avan district,Yerevan,Armenia,"40.2005, 44.5320",,,
,Vicky’s Corner / Cozy & Nice Villa Near Rio Mall,Near Rio Mall,Yerevan,Armenia,"40.1550, 44.4805",,,
,Soho Apart Hotel / Hotel Dynasty,Central,Yerevan,Armenia,"40.1790, 44.5130",,,
,Monk House,Yerevan,Yerevan,Armenia,"40.1760, 44.5090",,,
,Royal Plaza by Stellar Hotels Yerevan,9 Martiros Saryan Street,Yerevan,Armenia,"40.1867, 44.5086",,,
,Cross Resort Hotel,~8km from center,Yerevan,Armenia,"40.1920, 44.4320",,,
,La Defense Hotel Yerevan,300/1 Tichina St,Yerevan,Armenia,"40.1920, 44.4322",,,
,Moscow Boutique Hotel,18 Abovyan Street,Yerevan,Armenia,"40.1821, 44.5173",,,
,Regineh Hotel,235/1 Norki Ayginer St,Yerevan,Armenia,"40.2050, 44.5300",,,
,Sweet Home Apart-Hotel,13 Pavstos Buzand St,Yerevan,Armenia,"40.1755, 44.5155",,,
,Europe Hotel / Continental Hotel Complex,Central Yerevan,Yerevan,Armenia,"40.1775, 44.5120",,,
,DoubleTree by Hilton Yerevan City Centre,Grigor Lusavorich area,Yerevan,Armenia,"40.1778, 44.5102",,,
,Felinger Collection Hotel & SPA,Yerevan,Yerevan,Armenia,"40.1795, 44.5110",,,
,ibis Yerevan Center,Northern Avenue / Pushkin,Yerevan,Armenia,"40.1836, 44.5148",,,
,Ramada Hotel & Suites by Wyndham Yerevan,Central,Yerevan,Armenia,"40.1782, 44.5135",,,
,Courtyard by Marriott Yerevan,Republic Square area,Yerevan,Armenia,"40.1770, 44.5128",,,
,Holiday Inn Yerevan,Buzand / Center,Yerevan,Armenia,"40.1755, 44.5140",,,
,Radisson BLU Hotel Yerevan,Amiryan / Center,Yerevan,Armenia,"40.1785, 44.5139",,,
,Tufenkian Historic Yerevan Hotel,Hanrapetutyan St,Yerevan,Armenia,"40.1778, 44.5145",,,
,Grand Hotel Yerevan,14 Abovyan Street,Yerevan,Armenia,"40.1828, 44.5170",,,
,Royal Boutique Hotel on Kievyan,"Kievyan St., 2nd Block, House 20",Yerevan,Arménia,"40.2002, 44.4837",,,
,Best Western Plus Congress Hotel Yerevan,Italy St. 1,Yerevan,Arménia,"40.1808, 44.5131",,,
,Ramada Hotel & Suites by Wyndham Yerevan,Nalbandyan St. 14,Yerevan,Arménia,"40.1870, 44.5147",,,
,Courtyard by Marriott Yerevan,Abovyan St. 12,Yerevan,Arménia,"40.1878, 44.5167",,,
,InterContinental Aqaba,Jordânia,"29.528, 35.000","29.5334, 34.9950",~770m,,,
,Fairmont Amman,Jordânia,"31.968, 35.878","31.9599, 35.8820",~970m,,,
,Hilton Helsinki Strand,Finlândia,"60.172, 24.958","60.1771, 24.9515",~670m,,,
,Ett Hem,Suécia,"59.345, 18.085","59.3454, 18.0677",~980m,,,
,Dhawa Yura Kyoto,"Quioto, Japão","35.005, 135.780","35.009, 135.773",~700m,⚠️ Desviado,,
,Sowaka,"Quioto, Japão","35.000, 135.780","35.000, 135.779",~100m,✅ Aceitável,,
,Amman Marriott,"Amã, Jordânia","31.975, 35.900","31.967, 35.904",~950m,⚠️ Desviado,,
,W Amman,"Amã, Jordânia","31.965, 35.910","31.967, 35.904",~600m,⚠️ Desviado,,
,Hilton Helsinki Strand,"Helsínquia, Finlândia","60.172, 24.958","60.177, 24.951",~700m,⚠️ Desviado,,
,Hotel Avenida,"Maputo, Moçambique","-25.965, 32.595","-25.968, 32.585",~900m,⚠️ Desviado,,
,Guest House 1109,"-25.975, 32.585","-25.974, 32.583",~200m,✅ Razoável,,,
,Hotel Las Palmas,"-17.796, -63.192","-17.801, -63.184",~1.1 km,⚠️ Desviado,,,
,Hotel América,"-17.790, -63.187","-17.785, -63.181",~850m,⚠️ Desviado,,,
,W Amman,Amã,"31.965, 35.910","31.964, 35.903",~700m,⚠️ Desviado,,
,Amman Rotana,Amã,"31.970, 35.908","31.965, 35.903",~750m,⚠️ Desviado,,
,Mövenpick Resort Petra,Petra,"30.327, 35.475","30.325, 35.469",~600m,⚠️ Desviado,,
,Hilton Helsinki Strand,Helsínquia,"60.172, 24.958","60.177, 24.951",~700m,⚠️ Desviado,,
,ibis Sharq Kuwait,Cidade do Kuwait,"29.378, 47.996","29.378, 47.994",~200m,✅ Razoável,,
,Henann Resort Alona Beach,"9.5504, 123.7747","Alona Beach, Panglao, Bohol",,,,,
,Amorita Resort,"9.5497, 123.7775","Alona Beach, Panglao, Bohol",,,,,
,The Bellevue Resort,"9.5879, 123.7309","Doljo, Panglao, Bohol",,,,,
,South Palms Resort Panglao,"9.5527, 123.7986","Bolod, Panglao, Bohol",,,,,
,Loboc River Resort,"9.6271, 124.0201","Ugpong, Loboc, Bohol",,,,,
,Eskaya Beach Resort,"9.5561, 123.7886","Tawala, Panglao, Bohol",,,,,
,Marco Polo Davao,"7.0721, 125.6112","C.M. Recto Ave, Davao City",,,,,
,Seda Abreeza Davao,"7.0895, 125.6106","J.P. Laurel Ave, Davao City",,,,,
,Waterfront Insular Davao,"7.1062, 125.6505","Filipinas Ave, Sasa, Davao",,,,,
,astletroy Park Hotel,"52.6668, -8.5769","Plassey Park Road, Castletroy, Limerick",,,,,
,Limerick Strand Hotel,"52.6662, -8.6321","Ennis Road, Limerick",,,,,
,Aghadoe Heights Hotel,"52.0774, -9.5558","Lackabane, Killarney, Kerry",,,,,
,The Europe Hotel & Resort,"52.0668, -9.5738","The Fossa Way, Fossa, Killarney",,,,,
,Harvey's Point,"54.6964, -8.0524","Lough Eske, Donegal Town, F94 E771",,,,,
,The Lodge at Ashford Castle,"53.5349, -9.2745","Cong, County Mayo",,,,,
,Knockranny House Hotel,"53.8028, -9.5084","Westport, County Mayo",,,,,
,Newpark Hotel,"52.6648, -7.2496","Castlecomer Road, Kilkenny",,,,,
,he Ritz-Carlton Kyoto,"35.0138, 135.7709","銅駝経1号線, 中京区, Kyoto 604-0922",,,,,
,APA Hotel Toyama Ekimae,"36.6990, 137.2136","桜町二丁目, Toyama 930-0003",,,,,
,Esplanada Hotel,Díli,"-8.555, 125.56","-8.5468, 125.5535",Av. de Portugal (Bebunuk),,,
,Discovery Inn,Díli,"-8.555, 125.56","-8.5524, 125.5844",Rua 30 de Agosto (Grilos),,,
,Hotel The Ramelau,Díli,"-8.555, 125.56","-8.5551, 125.5484",Rua de Ai Mutin (Aimutin 1),,,
,Timor Lodge,Díli,"-8.555, 125.56","-8.5549, 125.5299",Rua De Teka Mutin Laran,,,
,Hotel Central,Díli,"-8.555, 125.56","-8.5540, 125.5874","Designado como ""Dili Central Backpackers""",,,
,Novo Horizonte Hotel,Díli,"-8.555, 125.56","-8.5470, 125.6004",Av. de Sant' Ana (Cristo Rei),,,
,Hotel Suai,Suai,"-9.310, 125.25","-9.3196, 125.2618",Av. Pe. Hilario Madeira,,,
,Taumeasina Island Resort,Apia,"-13.83, -171.75","-13.8289, -171.7467",Taumeasina Island Causeway,,,
,The Castle,"Hajidun Road, West Island, Cocos (Keeling) Islands WA 6799","-12.1883, 96.8296",,,,,
,Hotel Finca Lerida,Boquete,"8.8131, -82.4832",,,,,
,Valle Escondido Resort,Boquete,"8.7781, -82.4394",,,,,
,Hotel El Panamá,Cidade do Panamá,"8.9861, -79.5332",,,,,
,Posada de la Viuda,Punta del Diablo,"-34.0463, -53.5546",,,,,
,Apart Hotel Chuy,Chuy,"-33.6923, -53.4542",,,,,
,Pousada Fronteira Chuy,Chuy,"-33.6888, -53.4547",,,,,
,Honduras Maya Hotel,Tegucigalpa,"14.1042, -87.1976",,,,,
,Hyatt Place Tegucigalpa,Tegucigalpa,"14.0924, -87.1867",,,,,
,InterContinental San Pedro Sula,San Pedro Sula,"15.4891, -88.0315",,,,,
,Hilton Princess San Pedro Sula,San Pedro Sula,"15.5173, -88.0264",,,,,
,InterContinental Metrocentro,Manágua,"12.1266, -86.2649",,,,,
,Crowne Plaza Managua,Manágua,"12.1437, -86.2736",,,,,
,Pelican Eyes Resort & Spa,San Juan del Sur,"11.2547, -85.8656",,,,,
,Turtle Inn,Placencia,"16.5311, -88.3615",,,,,
,Radisson Fort George Hotel,Belize City,"17.4927, -88.1818",,,,,
,Best Western Biltmore Plaza,Belize City,"17.5255, -88.2144",,,,,
,Sheraton Presidente,San Salvador,"13.6913, -89.2417",,,,,
,InterContinental Real,San Salvador,"13.7051, -89.2132",,,,,
,Boca Olas Resort Villas,Playa El Tunco,"13.4931, -89.3831",,,,,
,Mercure Royal Amazonia,Caiena,"4.9340, -52.3049",,,,,
,Hôtel Ker Alberte,Caiena,"4.9367, -52.3350",,,,,
,Hôtel des Roches,Kourou,"5.1601, -52.6273",,,,,
,Auberge des Iles du Salut,Kourou (Ilhas),"5.2863, -52.5847",,,,,
,Hotel Elegance & Casino,Fredrik Derbystraat 4-6,"5.8289, -55.1651",,,,,
,Palacio Hotel,Heerenstraat 9,"5.8280, -55.1561",,,,,
,Tropicana Hotel & Casino,Saramaccastraat 17,"5.8227, -55.1610",,,,,
,Hotel Krasnapolsky,Domineestraat 39,"5.8291, -55.1578",,,,,
,Wyndham Garden,Domineestraat 7-9,"5.8281, -55.1585",,,,,
,Kekemba Resort,Spathodelaan 7,"5.8487, -55.1618",,,,,
,Holland Hotel,Mahonylaan 25 (Holland Lodge),"5.8324, -55.1414",,,,,
,Ibis Santiago Alameda,Estación Central (Av. O'Higgins 3780),"-33.4536, -70.6874",,,,,
,Hotel Luciano K,Bairro Lastarria (Merced 84),"-33.4370, -70.6365",,,,,
,Latitude 13° Hotel,"Area 43, Mfufu Road","-13.9297, 33.7967",,,,,
,Lingadzi Inn,Paul Kagame Road (Area 14),"-13.9660, 33.7763",,,,,
,Pousada Janela do Céu,Rua do Mirante / proximidades da igreja,Conceição do Ibitipoca,MG,Brasil,-21.6900,-43.8900,
,Pousada Arco-Íris (Chalés),Rua das Flores / Centro,Conceição do Ibitipoca (Lima Duarte),MG,Brasil,-21.6980,-43.8980,
,Hotel Fazenda Pai Mateus (Lajedo),"Estrada do Lajedo, s/n",Cabaceiras,PB,Brasil,-7.2300,-36.8500,
,Hotel Serra da Capivara Resort,"Rua Luís Gonzaga Rosado, s/n",São Raimundo Nonato,PI,Brasil,-8.4200,-42.3500,
,Pousada Rupestre (Rupestre Eco Lodge),Próximo ao Parque (estrada rural),São Raimundo Nonato,PI,Brasil,-8.4250,-42.3550,
,Pousada das Cavernas,"Estrada do PETAR, km 3",Iporanga,SP,Brasil,-24.5150,-48.6750,
,Pousada Recanto da Canastra,Estrada da Canastra / proximidades,São Roque de Minas,MG,Brasil,-20.2520,-46.4520,
,Pousada Tutabel,"Praia do Espelho, s/n",Praia do Espelho (Caraíva),BA,Brasil,-16.8050,-39.1150,
,Riverside Hotel,Paul Kagame Road (Area 14),"-13.9647, 33.7765",,,,,
,SOS Children's Village,Area 9 / 159 (P.O. Box 2359),"-13.9824, 33.7477",,,,,
,Hotel Indonesia Kempinski,"Jl. MH Thamrin No. 1, Jakarta 10310","-6.1952, 106.8219",,,,,
,"The Langham, Jakarta","SCBD Lot 28, Jakarta 12190","-6.2274, 106.8064",,,,,
,Hotel Borobudur Jakarta,Jl. Lapangan Banteng Selatan No. 1,"-6.1724, 106.8344",,,,,
,Merlynn Park Hotel,Jl. K.H. Hasyim Ashari 29-31,"-6.1645, 106.8129",,,,,
,InterContinental Pondok Indah,"Jl. Kartika Utama, Pondok Indah","-6.2648, 106.7825",,,,,
,Hotel Ciputra Jakarta,Jl. Letjen S. Parman No.11,"-6.1680, 106.7867",,,,,
,Midtown Residence Simatupang,Jl. TB Simatupang Kav. 20,"-6.2922, 106.8028",,,,,
,Hotel Kaisar Jakarta,"Jl. PLN No. 1, Duren Tiga","-6.2541, 106.8385",,,,,
