hotel_id,nome,old_destino_id,fonte,brackets
349722,Nirox Sculpture Park,27015,gmaps_not_found,
349723,Hakone Open Air Museum,27015,gmaps_not_found,
349724,Changchun World Sculpture Park,27015,gmaps_not_found,
349725,Yorkshire Sculpture Park,27015,gmaps_not_found,
349726,Ekeberg Park,27015,gmaps_not_found,
349727,Kröller-Müller Museum Sculpture Garden,27015,gmaps_not_found,
349728,Parikkala Sculpture Park,27015,gmaps_not_found,
349729,Millesgården,27015,gmaps_not_found,
349730,Frederik Meijer Gardens & Sculpture Park,27015,gmaps_not_found,
349731,Storm King Sculpture Park,27015,gmaps_not_found,
349732,Inhotim,27015,gmaps_not_found,
349733,[[Manhattan/Financial District#,27015,gmaps_not_found,
349734,[[Kevadia#Q7604504,27015,gmaps_not_found,
349735,[[Rio de Janeiro/Zona Sul#Q79961,27015,gmaps_not_found,
349736,[[Volgograd,27015,gmaps_not_found,
349737,[[Novgorod,27015,gmaps_not_found,
349738,Trevi Fountain,27015,gmaps_not_found,
349739,[[Brussels/Centre#Q152072,27015,gmaps_not_found,
349740,Palace of Versailles,27015,gmaps_not_found,
349741,Peterhof Grand Palace,27015,gmaps_not_found,
349742,[[Xilitla#Q11688402,27015,gmaps_not_found,
349743,[[Barcelona/Gràcia#Q212867,27015,gmaps_not_found,
349744,[[Los Angeles/South Central#Q445256,27015,gmaps_not_found,
349745,Museo Subacuático de Arte,27015,gmaps_not_found,
350093,Altyn-Emel East,27036,gmaps_not_found,
350094,Altyn-Emel Central,27036,gmaps_not_found,
350095,Altyn-Emel West,27036,gmaps_not_found,
350096,Barsakelmes island,27036,gmaps_not_found,
350097,Kaskakulan,27036,gmaps_not_found,
350098,Bereketli Garagum,27036,gmaps_not_found,
350099,Gaplangyr,27036,gmaps_not_found,
350100,Repetek,27036,gmaps_not_found,
350101,Yeradzhi,27036,gmaps_not_found,
350102,Saigachy,27036,gmaps_not_found,
350103,Saigachy-Beleuli,27036,gmaps_not_found,
350104,Saigachy-Duana,27036,gmaps_not_found,
350105,Saigachy-Zhideyli,27036,gmaps_not_found,
350106,Southern Ustyurt,27036,gmaps_not_found,
435660,Fonda Eva Martin,27036,gmaps_not_found,
435661,Hotel D'Cervantes,27036,gmaps_not_found,
435662,Hotel Las Galeritas de San Sebastián Villas,27036,gmaps_not_found,
350147,Noushirvān,27042,local,
350148,Āhovān,27042,local,
350149,Parand,27042,local,
350150,Robāt-e Sharaf,27042,local,
350151,Anjireh Ājori,27042,local,
350152,Anjireh Sangi,27042,local,
350157,Sheikhali Khān,27042,local,
350158,Maranjāb,27042,local,
350161,Mahyār,27042,local,
350164,Mazinān,27042,local,
350166,Zafarāniyeh,27042,local,
350168,Sarāyān,27042,local,
350172,Miāndasht,27042,local,
350175,Farasfaj,27042,local,
350178,Ganjali Khān,27042,local,
350180,Khājeh Nazar,27042,local,
351002,Adelaide Arcade,27095,gmaps_not_found,
351003,David Jones,27095,gmaps_not_found,
351004,Myer,27095,gmaps_not_found,
351005,Queen Victoria Building,27095,gmaps_not_found,
351006,Galeries Royales Saint-Hubert,27095,gmaps_not_found,
351007,Churin,27095,gmaps_not_found,
351008,Shanghai No. 1 Department Store,27095,gmaps_not_found,
351009,Shanghai YongAn Department Store,27095,gmaps_not_found,
351010,Xiangshan Commercial Culture Museum,27095,gmaps_not_found,
351011,Bazar de l'Hôtel de Ville (BHV),27095,gmaps_not_found,
351012,Le Bon Marché,27095,gmaps_not_found,
351013,Galeries Lafayette,27095,gmaps_not_found,
351014,La Samaritaine,27095,gmaps_not_found,
351015,Printemps,27095,gmaps_not_found,
351016,KaDeWe,27095,gmaps_not_found,
351017,[[Milan/Centro Storico#Q51112,27095,gmaps_not_found,
351018,[[Milan/Centro Storico#La Rinascente,27095,gmaps_not_found,
351020,Mitsukoshi,27095,gmaps_not_found,
351021,Takashimaya,27095,gmaps_not_found,
351023,[[Mexico_City/Polanco#,27095,gmaps_not_found,
351024,[[Ulaanbaatar#Q125944026,27095,gmaps_not_found,
351025,De Bijenkorf,27095,gmaps_not_found,
351026,Smith & Caughey's,27095,gmaps_not_found,
351027,[[Helsinki/Central#Q644390,27095,gmaps_not_found,
351028,[[Stockholm/Norrmalm#Q1998385,27095,gmaps_not_found,
351029,[[Copenhagen/Indre By#Q72923107,27095,gmaps_not_found,
351030,[[Copenhagen/Indre By#Q11976960,27095,gmaps_not_found,
351031,[[Oslo/Sentrum#Q7605855,27095,gmaps_not_found,
351032,Moscow GUM Department Store,27095,gmaps_not_found,
351033,Moscow TSUM,27095,gmaps_not_found,
351034,Hayashi Department Store,27095,gmaps_not_found,
351035,Fortnum & Mason,27095,gmaps_not_found,
351036,Harrods,27095,gmaps_not_found,
351037,Harvey Nichols,27095,gmaps_not_found,
351038,Liberty,27095,gmaps_not_found,
351039,Selfridges,27095,gmaps_not_found,
351040,Bergdorf Goodman,27095,gmaps_not_found,
351041,Bloomingdale's,27095,gmaps_not_found,
600790,Hotel Quinta Minera,27095,wikivoyage-listing,
600791,"Hotel Regina ""El Llano""",27095,wikivoyage-listing,
600792,Hotel Ray 4 Hermanos,27095,wikivoyage-listing,
600793,Hotel Real de Conde,27095,wikivoyage-listing,
355526,Latvian Museum of Pharmacy,27515,,
355529,Surgeons' Hall Museums,27515,,
355531,Hunterian Museum,27515,,
355532,The Old Operating Theatre,27515,,
355640,Woodbine Beach,27523,geo_not_found,
355641,Lee's Palace,27523,geo_not_found,
355642,Toronto Reference Library,27523,geo_not_found,
656243,Mountain Sea Hotel,27523,gmaps_not_found,
355928,[[Stonehenge]],27552,hotel_centroid,Stonehenge
355929,[[Avebury]],27552,hotel_centroid,Avebury
355930,Great Circle at Stanton Drew,27552,hotel_centroid,
355931,Ring of Brodgar,27552,hotel_centroid,
355932,Callanish Stones,27552,local,
355933,Boscawen-Un,27552,hotel_centroid,
355934,Maeshowe tumulus,27552,hotel_centroid,
355935,Skara Brae,27552,hotel_centroid,
355936,Dolmens of Poulnabrone,27552,hotel_centroid,
355937,Newgrange,27552,hotel_centroid,
355938,Carrowmore Megalithic Site,27552,local,
355939,Menhir from Devil's Arrows,27552,hotel_centroid,
355940,Punchestown Long Stone,27552,hotel_centroid,
355941,Ales Stenar,27552,local,
355942,Blå Jungfrun,27552,hotel_centroid,
355943,Rune stones from Jelling,27552,hotel_centroid,
355944,[[Carnac]],27552,hotel_centroid,Carnac
355945,Locmariaquer,27552,hotel_centroid,
355946,Menhir of Kerloas,27552,hotel_centroid,
355947,Menhir of Champ-Dolent,27552,hotel_centroid,
355948,Stone rows of Lagatjar,27552,hotel_centroid,
355949,La Roche aux Fées,27552,hotel_centroid,
355950,Dolmens of Gavrinis,27552,hotel_centroid,
355951,Dolmens de la Pierre Levée,27552,hotel_centroid,
355952,Dolmens of Fades,27552,hotel_centroid,
355953,Menhir of Clendy,27552,hotel_centroid,
355954,Seven stone houses,27552,hotel_centroid,
355955,Royal tomb of Groß Berßen,27552,local,
355956,Large stone tombs on the Buschhöhe,27552,hotel_centroid,
355957,Devil's stones,27552,hotel_centroid,
355958,Goseck,27552,hotel_centroid,
355959,Circular ditch system Pömmelte,27552,hotel_centroid,
355960,Cromlech from Almendres,27552,local,
355961,Cromlech from Portela de Mogos,27552,hotel_centroid,
355962,Cromlech of Vale Maria do Meio,27552,local,
355963,Dolmens of Menga,27552,hotel_centroid,
355964,Dolmens of Soto,27552,hotel_centroid,
355965,Antequera Dolmens,27552,hotel_centroid,
355966,Anta Grande do Zambujeiro,27552,hotel_centroid,
355967,Megalithic temples of Ġgantija,27552,local,
436209,Motel Welden,27552,hotel_centroid,
365685,[[Amritsar]],28441,gmaps_not_found,Amritsar
365686,[[Ayodhya]],28441,gmaps_not_found,Ayodhya
365687,[[Chitrakoot]],28441,gmaps_not_found,Chitrakoot
365688,[[Hampi]],28441,gmaps_not_found,Hampi
365689,[[Kolkata]],28441,gmaps_not_found,Kolkata
365690,[[Rameswaram]],28441,gmaps_not_found,Rameswaram
365691,[[Varanasi]],28441,gmaps_not_found,Varanasi
365692,[[Janakpur]],28441,gmaps_not_found,Janakpur
365693,[[Kathmandu]],28441,gmaps_not_found,Kathmandu
365694,[[Colombo]],28441,gmaps_not_found,Colombo
365695,[[Nuwara Eliya]],28441,gmaps_not_found,Nuwara Eliya
365696,[[Trincomalee]],28441,gmaps_not_found,Trincomalee
365862,Slamet Riyadi Street,28466,,
365863,[[Aguas Calientes]],28466,,Aguas Calientes
365864,Shifen Old Street,28466,,
365865,Maeklong Railway Market,28466,,
365866,Hanoi Train Street,28466,,
