hotel_name;external_city;external_country;external_lat;external_lon;geocoded_lat;geocoded_lon;geocoder;matched_name;matched_type;distance_km;status
Kinloch Lodge;Isle of Skye;United Kingdom (UK);57.175578;-5.7976956;57.175595;-5.797735;photon;Kinloch Lodge, Isle of Skye, United Kingdom;hotel/W/182436213;0.0;OK
Hotel Concordia;Trogir;Croatia;43.5156346;16.2484203;43.5156346;16.2484203;photon;Hotel Concordia, Trogir, Hrvatska;hotel/N/5012794525;0.0;OK
Radisson Blu Hotel Lietuva;Vilnius;Lithuania;54.6950648;25.2747589;54.6950854;25.2747589;photon;Radisson Blu Hotel Lietuva, Vilnius, Lietuva;hotel/W/24569932;0.0;OK
Astoria;Vladivostok;Russia;43.1271312;131.9016131;43.1271312;131.9016131;photon;Астория, Владивосток, Россия;hotel/N/4658786189;0.0;OK
Hotel Palace;Tallinn;Estonia;59.4325863;24.7452968;59.432511;24.7453216;photon;Palace Hotel, Tallinn, Eesti;hotel/W/234029034;0.01;OK
Hilton Tallinn Park;Tallinn;Estonia;59.4337363;24.7689341;59.4337363;24.7689341;photon;Hilton Tallinn Park, Tallinn, Eesti;hotel/N/4207141706;0.0;OK
Hotel Regina;Solden;Austria;46.9610616;11.008701;46.9610499;11.0086209;photon;Hotel Regina, Sölden, Österreich;hotel/W/207457909;0.01;OK
Hotel Amadeus;Hannover;Germany;52.4344051;9.8442782;52.3690957;9.7032146;photon;Hotel Amadeus, Hannover, Deutschland;hotel/W/170488731;12.01;OK
ART Hotel;Sibiu;Romania;45.7966285;24.1484939;45.7966232;24.1484888;photon;Art Hotel, Sibiu, România;hotel/W/439037148;0.0;OK
Hotel Lido;Siofok;Hungary;46.912567;18.0581758;46.912567;18.0581758;photon;Hotel Lido, Siófok, Magyarország;hotel/N/3471814141;0.0;OK
RiverSide Hotel;Kaliningrad;Russia;54.7059292;20.5431361;54.7059292;20.5431361;photon;Отель RiverSide, Калининград, Россия;hotel/N/6618571485;0.0;OK
Hotel Mexico;Bellaria-Igea Marina;Italy;44.1583922;12.4543568;44.158373;12.4543641;photon;Hotel Mexico, Bellaria-Igea Marina, Italia;hotel/W/153794475;0.0;OK
Hotel Mare;Bellaria-Igea Marina;Italy;44.2081627;12.394329;44.1612575;12.4475489;photon;Hotel Atis, Bellaria-Igea Marina, Italia;hotel/N/4958661431;6.72;OK
Hotel Italia;Bellaria-Igea Marina;Italy;44.0643909;12.582911;44.1295774;12.4877467;photon;Hotel Touring Spiaggia, Bellaria-Igea Marina, Italia;hotel/W/1311712530;10.5;OK
Hotel Globus;Bellaria-Igea Marina;Italy;44.2745653;12.3514423;44.1314308;12.4857011;photon;Globus, Bellaria-Igea Marina, Italia;hotel/N/12141566540;19.18;OK
Hotel Augusta;Bellaria-Igea Marina;Italy;44.147997;12.4662183;44.147997;12.4662181;photon;Hotel Augusta, Bellaria-Igea Marina, Italia;hotel/W/223775322;0.0;OK
Tyddyn Mawr Farmhouse;Snowdonia National Park;United Kingdom (UK);52.7630537;-4.0898703;52.7630539;-4.0898704;photon;Tyddyn-mawr Farmhouse, Tal-y-bont, United Kingdom;chalet;0.0;OK
Azka Otel;Bodrum City;Turkey;37.0292819;27.4169375;37.0292777;27.4169555;photon;Azka Otel, Bodrum, Türkiye;hotel/W/28264284;0.0;OK
Parkim Ayaz Hotel;Bodrum City;Turkey;37.0317767;27.4047413;37.0317767;27.4047413;photon;Parkim Ayaz Hotel, Bodrum, Türkiye;hotel/N/12618313214;0.0;OK
Shanti Hostel;Skopje;Republic of North Macedonia;41.994569;21.4443835;41.9937332;21.442847;photon;Народна банка на Република Северна Македонија, Cкoпje, Северна Македонија;government/W/174464032;0.16;OK
Queen's Hotel;Skopje;Republic of North Macedonia;41.9926997;21.4199449;41.9937332;21.442847;photon;Народна банка на Република Северна Македонија, Cкoпje, Северна Македонија;government/W/174464032;1.9;OK
Hotel Continentale;Trieste;Italy;45.6503305;13.772825;45.6503305;13.772825;photon;Hotel Continentale, Trieste, Italia;hotel/N/537526145;0.0;OK
Hotel Concordia;Livigno;Italy;46.5396081;10.1368417;46.5396081;10.1368417;photon;Hotel Concordia, Livigno, Italia;hotel/N/5204948026;0.0;OK
The Queens Hotel;York;United Kingdom (UK);53.7957167;-1.5476616;53.7956489;-1.5476832;photon;The Queens Hotel, Leeds, United Kingdom;hotel/W/31031924;0.01;OK
City Hotel;Mostar;Bosnia and Herzegovina;43.3521003;17.7985871;43.3521003;17.7985871;photon;City Hotel, Mostar, Bosna i Hercegovina / Босна и Херцеговина;hotel/N/2446514157;0.0;OK
Hostel Nina;Mostar;Bosnia and Herzegovina;43.3339467;17.8185641;43.3339467;17.8185641;photon;Hostel Nina, Mostar, Bosna i Hercegovina / Босна и Херцеговина;hostel/N/1485703260;0.0;OK
Panorama Hotel;Varna;Bulgaria;43.1983214;27.9199812;43.1983214;27.9199812;photon;Панорама, Варна, Бългaрия;hotel/N/800647314;0.0;OK
Hotel Martinez;Cannes;France;43.5482917;7.0310061;43.5482538;7.0309481;photon;Hôtel Martinez, Cannes, France;hotel/W/64947306;0.01;OK
Hotel Vis;Eforie;Romania;44.059197;28.636964;44.059197;28.636964;photon;Hotel Vis, Eforie Nord, România;hotel/N/5045185331;0.0;OK
Hotel Victoria;Eforie;Romania;44.028868;28.6511274;44.028868;28.6511274;photon;Hotel Victoria, Eforie Sud, România;hotel/N/3900534599;0.0;OK
Hotel Talisman;Sao Miguel;Portugal;37.7391174;-25.6723081;37.7391291;-25.6722982;photon;Hotel Talisman, Ponta Delgada, Portugal;hotel/W/126832879;0.0;OK
Hotel Meridian;Cluj-Napoca;Romania;46.7625612;23.5974344;46.7625641;23.5974934;photon;Hotel Meridian, Cluj-Napoca, România;hotel/W/278313628;0.0;OK
Hotel Paradis;Cluj-Napoca;Romania;46.7801967;23.6132359;46.7801948;23.6132789;photon;Hotel Paradis, Cluj-Napoca, România;hotel/W/239133263;0.0;OK
NH Alicante;Alicante;Spain;38.3364538;-0.50713;38.3364538;-0.50713;photon;NH, Alacant / Alicante, España;hotel/N/1242093861;0.0;OK
Hotel Kristal;Durres;Albania;41.3105756;19.4400445;41.3105755;19.4400445;photon;Hotel Kristal, Durrës, Shqipëria;hotel/W/397225958;0.0;OK
Hotel Arizona;Lignano Sabbiadoro;Italy;45.6561679;13.0989963;45.6561446;13.0990025;photon;Hotel Arizona, Lignano Sabbiadoro / Lignan, Italia;hotel/W/36703319;0.0;OK
Hotel Europa;Lignano Sabbiadoro;Italy;45.592197;12.8703861;45.688934;13.132713;photon;Al Cigno, Lignano Sabbiadoro, Italia;hotel/W/36706327;23.06;OK
Hotel Victoria;Lyon;France;45.7481658;4.8285771;45.7481658;4.8285771;photon;Hôtel Victoria, Lyon, France;hotel/N/1798733181;0.0;OK
Hotel De Normandie;Lyon;France;45.7483224;4.8272994;45.7483224;4.8272994;photon;Hôtel de Normandie, Lyon, France;hotel/N/6987919844;0.0;OK
Hotel Split;Podstrana;Croatia;43.4981941;16.5358003;43.4982096;16.5358002;photon;Hotel Split, Podstrana, Hrvatska;hotel/W/244962950;0.0;OK
Hotel Eden;Podstrana;Croatia;43.4955519;16.5369478;43.4955519;16.5369478;photon;Hotel Eden, Podstrana, Hrvatska;hotel/N/849570223;0.0;OK
The Residence;Podstrana;Croatia;43.4941654;16.5382015;43.4941395;16.5381562;photon;The Residence, Podstrana, Hrvatska;hotel/W/244799479;0.0;OK
Hotel Berlin;Leipzig;Germany;51.3290498;12.404133;51.3290498;12.404133;photon;Hotel Berlin, Leipzig, Deutschland;hotel/N/265726640;0.0;OK
Grand Hotel;Stockholm;Sweden;59.3296107;18.0754902;59.3296107;18.0754902;photon;Grand Hôtel, Stockholm, Sverige;hotel/N/300261971;0.0;OK
Haymarket by Scandic;Stockholm;Sweden;59.3346725;18.0615011;59.3346725;18.0615011;photon;Haymarket, Stockholm, Sverige;hotel/N/470495623;0.0;OK
Hotel Diplomat;Stockholm;Sweden;59.3319653;18.0805298;59.3319653;18.0805298;photon;Hotel Diplomat, Stockholm, Sverige;hotel/N/369971305;0.0;OK
Hotel Viktoria;Oberstdorf;Germany;47.4332107;10.2877077;47.4332098;10.2877537;photon;Hotel Viktoria, Oberstdorf, Deutschland;hotel/W/101332215;0.0;OK
Hotel Adler;Oberstdorf;Germany;47.2704162;10.1362885;47.3637461;10.3004209;photon;elements Oberstdorf Hotel Christlessee, Oberstdorf, Deutschland;hotel/W/45541620;16.15;OK
Peak District Holiday Cottage;Peak District National Park;United Kingdom (UK);53.2206955;-1.7897766;53.2206955;-1.7897766;photon;Peak District Holiday Cottage, Derbyshire Dales, United Kingdom;chalet;0.0;OK
Adlerhof;Salzburg;Austria;47.8135641;13.0417719;47.8135641;13.0417719;photon;Adlerhof, Salzburg, Österreich;guest_house/N/3195314913;0.0;OK
Hotel Amadeus;Salzburg;Austria;47.8041754;13.047892;47.8041754;13.047892;photon;Hotel Amadeus, Salzburg, Österreich;hotel/N/694146346;0.0;OK
Hotel Imperial;Karlovy Vary;Czech Republic;50.2195897;12.8863566;50.2195809;12.8865987;photon;Hotel Imperial, Karlovy Vary, Česko;hotel/W/62201511;0.02;OK
Apollo Hotel;Bratislava;Slovakia;48.1499063;17.1334083;48.1499063;17.1334083;photon;Apollo Hotel, Bratislava, Slovensko;hotel/N/308811582;0.0;OK
Hotel Adriatic;Biograd na Moru;Croatia;43.9346285;15.4441607;43.9346362;15.4440446;photon;Hotel Adriatic ***+, Biograd na Moru, Hrvatska;hotel/W/1062351455;0.01;OK
Paradise Beach;Sveti Vlas;Bulgaria;42.7044083;27.799302;42.7044083;27.799302;photon;Paradise Beach, Свети Влас, Бългaрия;hotel/N/2353456639;0.0;OK
Hotel Post;St. Anton am Arlberg;Austria;47.1288403;10.2654912;47.1286771;10.2656827;photon;St. Anton Hotel Post, St. Anton am Arlberg, Österreich;bus_stop/N/11112671624;0.02;OK
Hotel Panorama;Sibenik;Croatia;43.7617239;15.8460463;43.7617222;15.8460924;photon;Hotel Panorama, Šibenik, Hrvatska;hotel/W/288462365;0.0;OK
Hotel Niko;Sibenik;Croatia;43.6957503;15.8816002;43.6957954;15.8815918;photon;Hotel Niko, Šibenik, Hrvatska;hotel/W/934549821;0.01;OK
Barcelo Marbella;Marbella;Spain;36.4835683;-5.006139;36.483564;-5.0065981;photon;Barcelo Marbella, Marbella, España;hotel/W/702293343;0.04;OK
Hotel Villa Aurora;Crikvenica;Croatia;45.1807938;14.6863228;45.1807938;14.6863228;photon;Hotel Villa Aurora, Crikvenica, Hrvatska;hotel/N/10719717418;0.0;OK
Hotel Wodnik;Leba;Poland;54.7650436;17.565113;54.7650436;17.565113;photon;Hotel Wodnik, Łeba, Polska;hotel/N/9939596605;0.0;OK
Montagu Arms Hotel;New Forest National Park Hampshire;United Kingdom (UK);50.8182946;-1.451434;50.818291;-1.4513833;photon;Montagu Arms Hotel, New Forest, United Kingdom;hotel;0.0;OK
Twin Oaks Guest House;New Forest National Park Hampshire;United Kingdom (UK);50.9123762;-1.3093752;50.9123762;-1.3093752;photon;Twin Oaks Guest House, Eastleigh, United Kingdom;guest_house;0.0;OK
Hotel Serrano;Cordoba;Spain;37.8897369;-4.7822985;37.8897369;-4.7822985;photon;Hotel Serrano, Córdoba, España;hotel/N/13115464336;0.0;OK
Villa Rose;Fira;Greece;36.4129396;25.4362137;36.4129396;25.4362137;photon;Villa Rose, Δημοτική Ενότητα Θήρας, Ελλάς;hotel/N/2757815489;0.0;OK
Ascot Hotel;Copenhagen;Denmark;55.67687;12.56538;55.67687;12.56538;photon;Ascot Hotel, København, Danmark;hotel/N/4460697542;0.0;OK
Hotel Cesarskie Ogrody;Swinoujscie;Poland;53.9159381;14.238966;53.9159381;14.238966;photon;Hotel Spa Cesarskie Ogrody, Świnoujście, Polska;hotel/N/1668472169;0.0;OK
Hotel Nadia;Primorsko;Bulgaria;42.269566;27.7546061;42.2695893;27.7546155;photon;Hotel Nadia, Приморско, Бългaрия;hotel/W/503017519;0.0;OK
Hotel FIVE;Nuremberg;Germany;49.4547882;11.0782815;49.4547882;11.0782815;photon;Hotel Five, Nürnberg, Deutschland;hotel/N/3651189238;0.0;OK
Hotel Eldorado;Ischgl;Austria;47.0138706;10.2920692;47.0138706;10.2920692;photon;Hotel Eldorado, Ischgl, Österreich;hotel/N/9444703816;0.0;OK
Old Borjomi;Borjomi;Georgia;41.8473531;43.3999044;41.847328;43.3999045;photon;Old Borjomi, ბორჯომი, საქართველო;hotel/W/621052097;0.0;OK
Pirosmani;Borjomi;Georgia;41.8426553;43.380388;41.8427289;43.3795705;photon;ნიკო ფიროსმანის ქუჩა, ბორჯომი, საქართველო;residential/W/1395323570;0.07;OK
The Grove Hotel;Bournemouth;United Kingdom (UK);50.7193865;-1.8690397;50.7193931;-1.8690602;photon;The Grove Hotel, Bournemouth, United Kingdom;hotel/W/199796376;0.0;OK
Hotel Neue Post;Zell am See;Austria;47.322705;12.7971455;47.3227104;12.7973532;photon;Hotel Neue Post, Zell am See, Österreich;hotel/W/197159675;0.02;OK
Hotel Lido;Cattolica;Italy;43.9675185;12.754672;43.968562;12.7326143;photon;Lido delle Sirene, Cattolica, Italia;beach_resort/N/10011319493;1.77;OK
Hotel Regina;Cattolica;Italy;43.9677452;12.7338697;43.9677046;12.7338436;photon;Hotel Regina, Cattolica, Italia;hotel/W/223665296;0.0;OK
Hotel Principe;Cattolica;Italy;43.9142684;12.9175046;43.9142684;12.9175047;photon;Hotel Principe, Pesaro, Italia;hotel/W/129586295;0.0;OK
Hotel President;Cattolica;Italy;44.0632017;12.5847232;44.0632017;12.5847232;photon;Hotel President, Rimini, Italia;hotel/N/5642859121;0.0;OK
Hotel des Arts;Toulouse;France;43.601585;1.4471901;43.601585;1.4471901;photon;Hôtel des Arts, Toulouse, France;hotel/N/2474616501;0.0;OK
Hotel Continental;Lourdes;France;43.0957664;-0.0534402;43.0957664;-0.0534402;photon;Hôtel Continental, Lourdes, France;hotel/N/4717354706;0.0;OK
Panorama Hotel;Lourdes;France;43.0961202;-0.0549671;43.0961207;-0.0549886;photon;Hôtel Panorama, Lourdes, France;hotel/W/68866077;0.0;OK
Hotel de l'Europe;Lourdes;France;43.0930621;-0.055196;43.0930741;-0.0551788;photon;Hôtel de l'Europe, Lourdes, France;hotel/W/301412120;0.0;OK
Hotel Paradis;Lourdes;France;43.0934629;-0.0530801;43.0935108;-0.0531107;photon;Hôtel Paradis, Lourdes, France;hotel/W/301412119;0.01;OK
Hotel Garibaldi;Mestre;Italy;45.4965546;12.2447069;45.4965547;12.2447069;photon;Hotel Garibaldi, Venezia, Italia;hotel/W/133791257;0.0;OK
Hotel Paris;Mestre;Italy;45.4835593;12.2307986;45.4835593;12.2307986;photon;Hotel Paris, Venezia, Italia;hotel/N/10123055173;0.0;OK
Victoria House Hotel;Killarney;Ireland;52.0434207;-9.4999908;52.0434254;-9.5000398;photon;Victoria House Hotel, Killarney, Éire / Ireland;hotel/W/315317711;0.0;OK
Hotel Kristal;Golden Sands;Bulgaria;43.2310325;28.0048652;43.2789053;28.0383331;photon;DoubleTree by Hilton Hotel Varna - Golden Sands, Златни пясъци, Бългaрия;hotel/W/229516409;5.97;OK
Galaxy Hotel;Naxos Town;Greece;37.0978754;25.3770345;37.0978754;25.3770345;photon;Galaxy Hotel, Νάξος, Ελλάς;hotel/N/1474228708;0.0;OK
Hotel Harmony;Ghent;Belgium;51.05713;3.7227518;51.05713;3.7227518;photon;Hotel Harmony, Gent, België / Belgique / Belgien;hotel/N/1212142919;0.0;OK
Grand Hotel Bellevue;Lille;France;50.636671;3.0626379;50.6366673;3.0627234;photon;Grand Hotel Bellevue, Lille, France;hotel/W/45895538;0.01;OK
Carlton Hotel;Lille;France;50.6367618;3.0653555;50.6367618;3.0653555;photon;Hôtel Carlton, Lille, France;hotel/N/583242433;0.0;OK
Hotel Mare;Datca;Turkey;36.7307985;27.6896727;36.7307985;27.6896727;photon;Hotel Mare, Datça, Türkiye;hotel/N/928527204;0.0;OK
Hotel Allalin;Saas-Fee;Switzerland;46.0191432;7.7475025;46.1111287;7.9292259;photon;Hotel Allalin Saas-Fee, Saas-Fee, Schweiz/Suisse/Svizzera/Svizra;hotel/W/185037925;17.35;OK
Magnolia Hotel;Salou;Spain;41.0758537;1.1392704;41.0758228;1.1392754;photon;Hotel Magnolia, Salou, España;hotel/W/120273080;0.0;OK
The Riverhouse;Cardiff;United Kingdom (UK);51.4785278;-3.185558;51.4785278;-3.185558;photon;The Riverhouse, Cardiff, United Kingdom;guest_house/N/2247317767;0.0;OK
Club Hotel;Arzachena;Italy;41.1406159;9.4778236;41.1406159;9.4778236;photon;Club Hotel, Baja Sardinia, Italia;hotel/N/11332789843;0.0;OK
Holiday Inn Express Cambridge;Cambridge;United Kingdom (UK);52.1034515;0.1660205;52.2199325;-0.0691322;photon;Holiday Inn Express, Cambridge, United Kingdom;hotel/W/1093567020;20.62;OK
Regent Hotel;Cambridge;United Kingdom (UK);52.2012833;0.1257409;52.2012833;0.1257409;photon;Regent Hotel, Cambridge, United Kingdom;hotel/N/724035403;0.0;OK
Sea Garden;Peniche;Portugal;39.3590858;-9.3792393;39.3590858;-9.3792393;photon;Sea Garden, Peniche, Portugal;hotel/N/12787944949;0.0;OK
Casa do Castelo;Peniche;Portugal;39.3398304;-9.3254295;39.3398273;-9.3254152;photon;Casa do Castelo, Peniche, Portugal;guest_house/W/802925583;0.0;OK
Hotel Austria;Lech;Austria;47.207059;10.1378148;47.2070289;10.1378077;photon;Hotel Austria, Lech, Österreich;hotel/W/130286676;0.0;OK
Burg Hotel;Lech;Austria;47.2171223;10.1369238;47.2171142;10.136791;photon;Burg Hotel, Lech, Österreich;hotel/W/128241112;0.01;OK
Panorama Hotel;Lech;Austria;47.2143402;10.1477387;47.2143403;10.1477387;photon;Hotel Panorama, Lech, Österreich;hotel/W/128792706;0.0;OK
Albergo del Sole;Taranto;Italy;40.4793985;17.2279634;40.4793985;17.2279634;photon;Albergo Del Sole, Taranto, Italia;hotel/N/9685763745;0.0;OK
Iris Hotel;Llandudno;United Kingdom (UK);53.3232958;-3.8244116;53.3232958;-3.8244116;photon;Iris Hotel, Llandudno, United Kingdom;hotel/N/5914669480;0.0;OK
Hotel Luna;Medjugorje;Bosnia and Herzegovina;43.3466851;17.8131372;43.1908105;17.6861343;photon;Medjugorje Hotel & Spa, Međugorje, Bosna i Hercegovina / Босна и Херцеговина;hotel/N/4474781635;20.15;OK
Home Hotel;Bukovel;Ukraine;48.356527;24.4122387;48.3537634;24.4109134;photon;Готель Буковель, Поляниця, Україна;hotel/W/435702995;0.32;OK
City Park Hotel;Chisinau;Moldova;47.0272318;28.8366114;47.0272318;28.8366114;photon;City Park Hotel, Chișinău, Moldova;hotel/N/7716031405;0.0;OK
Hotel Imperial;San Benedetto Del Tronto;Italy;42.9180419;13.9008607;42.9180419;13.9008607;photon;Hotel Imperial, San Benedetto del Tronto, Italia;hotel/N/11238909203;0.0;OK
Hotel Continental;San Benedetto Del Tronto;Italy;42.811794;13.9391097;42.9525328;13.8807144;photon;San Benedetto del Tronto, Italia;town/R/42225;16.36;OK
Hotel Mediterraneo;Montecatini Terme;Italy;43.8880389;10.7712074;43.8880235;10.7712073;photon;Hotel Mediterraneo, Montecatini Terme, Italia;hotel/W/159490442;0.0;OK
The GuestHouse;Bran;Romania;45.5176618;25.3694853;45.6290202;25.417807;photon;Guesthouse of the Lutheran Church, Vulcan, România;guest_house/N/1602842087;12.94;OK
Villa Maria;Krk;Croatia;45.1593355;14.7171519;45.0311037;14.5801898;photon;Villa Palma Krk, Krk, Hrvatska;chalet/N/12204779954;17.86;OK
Park Hotel;Kislovodsk;Russia;43.8999304;42.7150474;43.8999304;42.7150474;photon;Park Hotel, Кисловодск, Россия;hotel/N/4829254749;0.0;OK
Hotel President;Timisoara;Romania;45.7582286;21.2129512;45.7582104;21.2129616;photon;Hotel President, Timișoara, România;hotel/W/144305155;0.0;OK
Hotel Savoy;Timisoara;Romania;45.7633719;21.2563596;45.7548242;21.2250254;photon;Hotel Timișoara, Timișoara, România;bus_stop/N/11073255691;2.61;OK
Ambassador Hotel;Timisoara;Romania;45.7387892;21.206271;45.738755;21.2062689;photon;Hotel Ambassador, Timișoara, România;hotel/W/445983934;0.0;OK
NH Timisoara;Timisoara;Romania;45.7546175;21.2420691;45.7546051;21.2420691;photon;NH Timișoara, Timișoara, România;hotel/W/110971409;0.0;OK
Central Hotel;Timisoara;Romania;45.7522412;21.2268843;45.7522411;21.2268844;photon;Hotel Central, Timișoara, România;hotel/W/192490481;0.0;OK
Nautilus;Miedzyzdroje;Poland;53.9183343;14.2559008;53.9329995;14.4512745;photon;Velpa Boutique - Nautilus Hotel, Międzyzdroje, Polska;clothes/N/7699105884;12.9;OK
Hotel Mare;Agropoli;Italy;40.3555695;14.9962452;40.3556602;14.9963094;photon;Hotel Mare, Agropoli, Italia;hotel/W/1042225260;0.01;OK
The George Hotel;Norwich;United Kingdom (UK);52.6193687;1.2805649;52.6193502;1.2805351;photon;The George Hotel, Norwich, United Kingdom;hotel/W/78610838;0.0;OK
The Gables;Exmoor National Park;United Kingdom (UK);51.2087117;-3.5936657;51.2316748;-3.8317971;photon;Exmoor National Park Visitors Centre, North Devon, United Kingdom;office/N/5527577926;16.78;OK
The Cottage;Exmoor National Park;United Kingdom (UK);51.2087777;-3.5965971;51.2316748;-3.8317971;photon;Exmoor National Park Visitors Centre, North Devon, United Kingdom;office/N/5527577926;16.58;OK
Hotel Nazionale;Ferrara;Italy;44.8349622;11.6185758;44.8349622;11.6185758;photon;Hotel Nazionale, Ferrara, Italia;hotel/N/2313205098;0.0;OK
Hotel Europa;Ferrara;Italy;44.8371644;11.6222164;44.8371644;11.6222164;photon;Hotel Europa, Ferrara, Italia;hotel/N/4540300052;0.0;OK
Hotel Torino;Parma;Italy;44.8031017;10.3281883;44.8031017;10.3281883;photon;Hotel Torino, Parma, Italia;hotel/N/4690737089;0.0;OK
Hotel Baia;Cascais;Portugal;38.697342;-9.4200926;38.6974355;-9.4201072;photon;Hotel Baía Tesla Destination Charger, Cascais, Portugal;charging_station/N/8198508191;0.01;OK
Hotel Londres;Cascais;Portugal;38.7069027;-9.4038931;38.7068989;-9.4037767;photon;Hotel Londres, Estoril, Portugal;hotel/W/556268709;0.01;OK
Vila Gale Cascais;Cascais;Portugal;38.6913093;-9.4227361;38.6913088;-9.4226488;photon;Vila Galé, Cascais, Portugal;hotel/W/556173485;0.01;OK
Vila Gale Estoril;Cascais;Portugal;38.7037593;-9.3969079;38.7037593;-9.3969079;photon;Vila Galé Estoril, Estoril, Portugal;hotel/N/309785374;0.0;OK
Kolin Hotel;Canakkale;Turkey;40.1126914;26.4063416;40.1126914;26.4063416;photon;Kolin Hotel, Çanakkale, Türkiye;hotel/N/1556172134;0.0;OK
Cura Hotel;Canakkale;Turkey;40.1325783;26.4121995;40.1325784;26.4121995;photon;Cura Otel, Çanakkale, Türkiye;hotel/W/1156583410;0.0;OK
Villa Bianca;Forio;Italy;40.7222466;13.8635312;40.7222466;13.8635312;photon;Villa Bianca, Forio, Italia;hotel/N/6580587920;0.0;OK
Hotel  La Bussola;Ricadi;Italy;38.6375449;15.8483896;38.6375449;15.8483896;photon;La Bussola Hotel, Ricadi, Italia;hotel/N/11105906621;0.0;OK
Palace Hotel;Como;Italy;45.8139498;9.0828383;45.8139485;9.0832347;photon;Palace Hotel, Como, Italia;hotel/W/110219299;0.03;OK
Park Hotel;Thessaloniki;Greece;40.6400924;22.9433143;40.6400633;22.9433018;photon;Park Hotel, Θεσσαλονίκη, Ελλάς;hotel/W/460329236;0.0;OK
Hotel Miramar;Opatija;Croatia;45.3415811;14.3132772;45.3415824;14.313316;photon;Hotel Miramar, Opatija, Hrvatska;hotel/W/826480704;0.0;OK
Hotel Panorama;Himare;Albania;40.0997564;19.7673058;40.0997564;19.7673058;photon;Panorama Hotel, Himarë, Shqipëria;hotel/N/33208727;0.0;OK
Blue Star;Ureki;Georgia;41.9937043;41.7634745;41.9937044;41.7634744;photon;Blue star, ურეკი, საქართველო;hotel/W/1066092499;0.0;OK
Hotel America;Trento;Italy;46.0711429;11.1241736;46.0711429;11.1241736;photon;Hotel America, Trento, Italia;hotel/N/364822145;0.0;OK
County Hotel;Skegness;United Kingdom (UK);53.1473881;0.3454739;53.1473881;0.3454739;photon;The County Hotel, Skegness, United Kingdom;hotel/N/9074852751;0.0;OK
Hotel Luagos Club;Lampedusa;Italy;35.5011335;12.5987488;35.5011335;12.5987488;photon;hotel luagos club, Lampedusa, Italia;hotel/N/4001469835;0.0;OK
The White House;Brighton;United Kingdom (UK);50.8189456;-0.1270107;50.8189456;-0.1270107;photon;The White House, Brighton, United Kingdom;guest_house/N/1297007052;0.0;OK
City Hostel;Yaroslavl;Russia;57.6296468;39.8802;57.6296468;39.8802;photon;City-Hostel, Ярославль, Россия;hostel/N/3702949988;0.0;OK
Nagi Beach Hotel;Gumbet;Turkey;37.0318745;27.4031547;37.0318745;27.4031547;photon;Nagui beach hotel, Bodrum, Türkiye;hotel/N/4976680021;0.0;OK
Green House Apart Hotel;Gumbet;Turkey;37.0338243;27.3981508;37.0338243;27.3981508;photon;Green House Apart Hotel, Bodrum, Türkiye;hotel/N/4781273699;0.0;OK
Central-Hotel;Winterberg;Germany;51.1934843;8.5286584;51.1934843;8.5286584;photon;Central-Hotel, Winterberg, Deutschland;hotel/N/656393713;0.0;OK
Royal Palace Hotel;Messina;Italy;38.1849071;15.5584169;38.1849071;15.5584169;photon;Royal Palace Hotel, Messina, Italia;hotel/N/1656333736;0.0;OK
Hotel Italia;Cortona;Italy;43.2749374;11.9848847;43.2749374;11.9848847;photon;Hotel Italia, Cortona, Italia;hotel/N/12546515363;0.0;OK
Hotel Astoria;Malcesine;Italy;45.8196214;10.7977433;45.7726305;10.8130577;photon;Malcesine - Hotel Trevi, Malcesine, Italia;bus_stop/N/5986610585;5.36;OK
Hotel Augusta;Malcesine;Italy;45.7670083;10.8130981;45.7670083;10.8130981;photon;Hotel Augusta, Malcesine, Italia;hotel/N/942697485;0.0;OK
Wild West;Saratov;Russia;51.5964952;46.0156066;51.5963762;46.0154429;photon;Wild West, Саратов, Россия;cafe/N/4227417120;0.02;OK
Hotel Continental;Sirmione;Italy;45.631463;10.701608;45.4956965;10.6034369;photon;Continental, Sirmione, Italia;hotel/N/1341383602;16.92;OK
Hotel Europa;Sirmione;Italy;45.5735516;10.709758;45.467854;10.611259;photon;Hotel Europa, Sirmione, Italia;hotel/N/4594409797;14.04;OK
Hotel Du Parc;Sirmione;Italy;45.4716753;10.6072863;45.4716753;10.6072863;photon;Hotel Du parc, Sirmione, Italia;hotel/N/4240900295;0.0;OK
Hotel Suisse;Sirmione;Italy;45.4781003;10.6096245;45.4781016;10.6096236;photon;Hotel Suisse, Sirmione, Italia;hotel/W/234074691;0.0;OK
Hotel Du Lac;Sirmione;Italy;45.5233534;10.5387614;45.4716753;10.6072863;photon;Hotel Du parc, Sirmione, Italia;hotel/N/4240900295;7.85;OK
Residence Hotel;Rewal;Poland;54.0818043;15.0116975;54.0818043;15.0116975;photon;Hotel Residence, Rewal, Polska;hotel/N/1694604315;0.0;OK
Hotel Universal;Senigallia;Italy;43.7225514;13.2142685;43.7225514;13.2142685;photon;Hotel Universal, Senigallia, Italia;hotel/N/3880277725;0.0;OK
Hotel Majestic;Senigallia;Italy;43.7075652;13.2356036;43.707571;13.2355888;photon;Hotel Majestic, Senigallia, Italia;hotel/W/310927958;0.0;OK
Hotel Paradiso;Senigallia;Italy;43.7129572;13.2275146;43.7129442;13.2275168;photon;Hotel Paradiso, Senigallia, Italia;hotel/W/304830687;0.0;OK
