"Nome do Hotel","Estrelas","Morada","Cidade","Pais","Latitude","Longitude","Notas"
"Kempinski Hotel Corvinus","","","Budapest","Hungary","47.4970308","19.0520833",""
"Barokk Hotel","","","Gyor","Hungary","47.688985","17.6334446",""
"Promenad Gyor","","","Gyor","Hungary","47.6858301","17.6416018","localização aproximada (hotel próximo na cidade correta)"
"Hotel Budir","","","Snaefellsbaer","Iceland","64.8231038","-23.3842131","Snaefellsnes peninsula; localização aproximada (hotel próximo na cidade correta)"
"Iceland Parliament Hotel","","","Reykjavik","Iceland","64.147263","-21.9408909",""
"Hotel Indonesia Kempinski","","","Central Jakarta","Indonesia","-6.1952375","106.8221687",""
"JW Marriott Jakarta","","","South Jakarta","Indonesia","-6.2270735","106.8271706",""
"Ritz Carlton Jakarta","","","Jakarta","Indonesia","-6.2285283","106.8271551",""
"Inna Dharma Deli Hotel","","","Medan","Indonesia","3.5894617","98.6741623","coordenada do centro da cidade (hotel não localizado em OSM)"
"Hotel Majapahit","","","Surabaya","Indonesia","-7.2598656","112.7405492",""
"JW Marriott Surabaya","","","Surabaya","Indonesia","-7.259882","112.7346907",""
"Abbasi Hotel","","","Isfahan","Iran","32.6516628","51.6697865","localização aproximada (hotel próximo na cidade correta)"
"Dariush Grand Hotel","","","Kish Island","Iran","26.5351068","54.027613","localização aproximada (hotel próximo na cidade correta)"
"Parsian Azadi Hotel","","","Tehran","Iran","35.7899612","51.3898916","localização aproximada (hotel próximo na cidade correta)"
"Al-Fanar Hotel","","","Baghdad","Iraq","33.3163911","44.3900923","localização aproximada (hotel próximo na cidade correta)"
"Al Rasheed Hotel","","","Baghdad","Iraq","33.3163911","44.3900923","localização aproximada (hotel próximo na cidade correta)"
"Babel Hotel","","","Baghdad","Iraq","33.3191284","44.4155341","localização aproximada (hotel próximo na cidade correta)"
"Baghdad Hotel","","","Baghdad","Iraq","33.3186679","44.4150578",""
"Basrah Sheraton","","","Basra","Iraq","30.5162878","47.8401133","localização aproximada (hotel próximo na cidade correta)"
"Erbil International Hotel","","","Erbil","Iraq","36.2245431","43.9926568","localização aproximada (hotel próximo na cidade correta)"
"Ishtar Sheraton Hotel","","","Baghdad","Iraq","33.3138916","44.4190509",""
"Khanzad Hotel","","","Erbil","Iraq","36.2018059","44.0027097","localização aproximada (hotel próximo na cidade correta)"
"Mansour Hotel","","","Baghdad","Iraq","33.3280048","44.3964865","localização aproximada (hotel próximo na cidade correta)"
"Palestine Hotel","","","Baghdad","Iraq","33.3152176","44.4185308","localização aproximada (hotel próximo na cidade correta)"
"Atlantic Hotel","","","Spanish Point","Ireland","52.9323737","-9.3459013","County Clare; closed"
"Dromoland Castle","","","Newmarket-on-Fergus","Ireland","52.7835769","-8.9056991","County Clare"
"Moy House","","","Lahinch","Ireland","52.9179381","-9.3487923","County Clare; localização aproximada (sem etiqueta 'hotel' no OSM)"
"Wild Honey Inn","","","Lisdoonvarna","Ireland","53.0285665","-9.2958928","County Clare"
"Cork International Hotel","","","Cork","Ireland","51.8521026","-8.487101","near Cork Airport"
"The Montenotte Hotel","","","Cork","Ireland","51.9043923","-8.4514212",""
"Imperial Hotel","","","Cork","Ireland","51.8973941","-8.4703579",""
"The Belvedere Hotel","","Great Denmark Street","Dublin","Ireland","53.3551015","-6.2619024",""
"Berkeley Court Hotel","","","Dublin","Ireland","53.335973","-6.2635504","Ballsbridge; closed"
"Burlington Hotel","","","Dublin","Ireland","53.3305746","-6.2488392",""
"Clarence Hotel","","6-8 Wellington Quay","Dublin","Ireland","53.3453516","-6.2668314",""
"Clontarf Castle","","","Dublin","Ireland","53.3647826","-6.2067364","Clontarf"
"Gresham Hotel","","","Dublin","Ireland","53.3516104","-6.2602645","O'Connell Street"
"InterContinental Dublin","","","Dublin","Ireland","53.3267436","-6.2260225","Ballsbridge"
"Merrion Hotel","","","Dublin","Ireland","53.3385056","-6.2527757",""
"Shelbourne Hotel","","","Dublin","Ireland","53.3391017","-6.2552124","St Stephen's Green"
"Wynn's Hotel","","","Dublin","Ireland","53.348347","-6.2588185","Abbey Street"
"Ashford Castle","","","Cong","Ireland","53.5344314","-9.2845995","County Galway, Lough Corrib"
"Ballynahinch Castle","","","Connemara","Ireland","53.4601144","-9.8626894","County Galway"
"Barberstown Castle","","","Straffan","Ireland","53.3224835","-6.6089594","County Kildare"
"Carton House","","","Maynooth","Ireland","53.3907469","-6.5667429","County Kildare"
"K Club","","","Straffan","Ireland","53.307351","-6.6250659","County Kildare"
"Kilkea Castle","","","Kilkea","Ireland","52.9436941","-6.886288","County Kildare"
"Butler Arms Hotel","","","Waterville","Ireland","51.8277169","-10.1723538","County Kerry"
"Sheen Falls Lodge","","","Kenmare","Ireland","51.8735217","-9.5641358","County Kerry"
"Adare Manor","","","Adare","Ireland","52.5641694","-8.7776245","County Limerick"
"Clarion Hotel Limerick","","","Limerick","Ireland","52.6609199","-8.633023",""
"Glin Castle","","","Glin","Ireland","52.7835769","-8.9056991","County Limerick; localização aproximada (hotel próximo na cidade correta)"
"Bellinter House","","","Navan","Ireland","53.5981573","-6.6622373","County Meath"
"Cashel Palace Hotel","","","Cashel","Ireland","52.5172921","-7.8892435","County Tipperary"
"Hayes' Hotel","","","Thurles","Ireland","52.6794198","-7.8121224","County Tipperary"
"Annebrook House Hotel","","","Mullingar","Ireland","53.5248225","-7.338499","County Westmeath"
"Bloomfield House Hotel","","","Lynn","Ireland","53.4877138","-7.3621765","County Westmeath"
"Greville Arms Hotel","","","Mullingar","Ireland","53.5255593","-7.3408289","County Westmeath"
"Dunbrody Country House Hotel","","","New Ross","Ireland","52.2398509","-6.9420574","County Wexford"
"Powerscourt Hotel","","","Enniskerry","Ireland","53.1932045","-6.1703414","County Wicklow"
"American Colony Hotel","","","Jerusalem","Israel","31.7900891","35.2295238",""
"David Citadel Hotel","","","Jerusalem","Israel","31.7770704","35.2229306","localização aproximada (hotel próximo na cidade correta)"
"Inbal Jerusalem Hotel","","","Jerusalem","Israel","31.7705201","35.221899","localização aproximada (hotel próximo na cidade correta)"
"Isrotel Tower","","","Tel Aviv","Israel","32.073145","34.7682561","localização aproximada (hotel próximo na cidade correta)"
"Jerusalem Gate Hotel","","","Jerusalem","Israel","31.7855065","35.2437832",""
"King David Hotel","","","Jerusalem","Israel","31.7743683","35.2226346","localização aproximada (hotel próximo na cidade correta)"
"Leonardo City Tower Hotel","","","Ramat Gan","Israel","32.0846181","34.7995649","localização aproximada (hotel próximo na cidade correta)"
"Leonardo Plaza Hotel Jerusalem","","","Jerusalem","Israel","31.789736","35.2282241",""
"Mount of Olives Hotel","","","Jerusalem","Israel","31.7792442","35.2449839","localização aproximada (hotel próximo na cidade correta)"
"Seven Arches Hotel","","","Jerusalem","Israel","31.7760467","35.24403","localização aproximada (hotel próximo na cidade correta)"
"The Shepherd Hotel","","","Jerusalem","Israel","31.7705201","35.221899","localização aproximada (hotel próximo na cidade correta)"
"Vered Hagalil","","","Sea of Galilee","Israel","32.9370251","35.4391501","localização aproximada (hotel próximo na cidade correta)"
"Grand Hotel des Bains","","","Venice","Italy","45.4135965","12.3747694","Lido; localização aproximada (sem etiqueta 'hotel' no OSM)"
"Grand Hotel Quisisana","","","Capri","Italy","40.5492663","14.244542",""
"Grand Hotel Riccione","","","Riccione","Italy","44.0016316","12.6617958",""
"Grand Hotel Rimini","","","Rimini","Italy","44.0727287","12.5766083",""
"Hotel Caruso","","","Ravello","Italy","40.5909206","14.3390426",""
"Hotel Cipriani","","","Venice","Italy","45.42646","12.3411009","Giudecca"
"Hotel Danieli","","","Venice","Italy","45.4338677","12.3420638",""
"Hotel Florida Milan","","","Milan","Italy","45.4699226","9.1924982",""
"Hotel Splendido","","","Portofino","Italy","44.3064403","9.2100036",""
"Hotel Terme Millepini","","","Montegrotto Terme","Italy","45.3190721","11.7846586",""
"JK Place Capri","","","Capri","Italy","40.5488429","14.2283708","coordenada do centro da cidade (hotel não localizado em OSM)"
"Palazzo Dandolo","","","Venice","Italy","45.4328621","12.3358442","historical; localização aproximada (hotel próximo na cidade correta)"
"Rosa Grand","","","Milan","Italy","45.4638794","9.1940241",""
"Royal Victoria Hotel","","","Pisa","Italy","43.716692","10.4011653",""
"Savoia Excelsior Palace","","","Trieste","Italy","45.6492861","13.7657476",""
"Splendid Venice","","","Venice","Italy","45.435936","12.3375586",""
"Starhotels Anderson","","","Milan","Italy","45.4852888","9.2070456",""
"Torre di Moravola","","","Citta di Castello","Italy","43.4573112","12.2380207","Umbria; localização aproximada (sem etiqueta 'hotel' no OSM)"
"Town House Galleria","","","Milan","Italy","45.4657526","9.1893633",""
"Villa d'Este","","","Cernobbio","Italy","45.8449282","9.0798188","Lake Como"
"Villa San Michele Hotel","","","Fiesole","Italy","43.8027683","11.2984793","Florence"
"Kempinski Hotel Giardino di Costanza","","","Mazara del Vallo","Italy","37.6950285","12.6437429","Sicily"
