"Nome do Hotel","Estrelas","Morada","Cidade","Pais","Latitude","Longitude","Notas"
"Hostel Kutaisi by Kote","4.5 estrelas","18 მაქსიმ გორკის ქუჩა","Kutaisi","Georgia","42.2753487","42.6955494",""
"Hostel Eurica","5 estrelas","","Kutaisi","Georgia","42.2743458","42.7001193",""
"Guest House Friendly","5 estrelas","7 ნოდარ დუმბაძის I შესახვევი","Kutaisi","Georgia","42.2624081","42.6944711",""
"Kutaisi Hotel California","4 estrelas","32 იაკობ გოგებაშვილის ქუჩა","Kutaisi","Georgia","42.2684146","42.7109417",""
"Guest House Veneto","5 estrelas","","Kutaisi","Georgia","42.2735931","42.7074679",""
"Guest House Nona","4.5 estrelas","38 გელათის ქუჩა","Kutaisi","Georgia","42.2723663","42.7095711",""
"Hotel Gora","3.5 estrelas","22 დები იშხნელების ქუჩა","Kutaisi","Georgia","42.2730914","42.6968001",""
"Medico and Suliko's Guest House","4.5 estrelas","","Kutaisi","Georgia","42.267745","42.715918",""
"Sponsored      Residence Sacchi","4.5 estrelas","","Turin","Italy","45.0587735","7.6743462",""
"NH Collection Torino Piazza Carlina","4.5 estrelas","15 Piazza Carlo Emanuele II","Turin","Italy","45.0658398","7.6895124",""
"DoubleTree By Hilton Turin Lingotto","4.5 estrelas","1 Via Giacomo Mattè Trucco","Turin","Italy","45.0349388","7.6652622",""
"NH Torino Lingotto Congress","4.5 estrelas","262 Via Nizza","Turin","Italy","45.0323743","7.6661427",""
"Hotel Torino Porta Susa","4.5 estrelas","5 Corso San Martino","Turin","Italy","45.0752555","7.669398",""
"Residenza dell'Opera","4.5 estrelas","17 Via San Massimo","Turin","Italy","45.0654893","7.6903459",""
"Residence Sacchi","4.5 estrelas","","Turin","Italy","45.0587735","7.6743462",""
"Best Western Plus Executive Hotel and Suites","4.5 estrelas","","Turin","Italy","45.055358","7.6758077",""
"Grand Hotel Sitea","4.5 estrelas","","Turin","Italy","45.0651662","7.6840024",""
"Hotel Nautilus","4.5 estrelas","","Cagliari","Italy","39.1973124","9.1593177",""
"La Villa del Mare","5 estrelas","","Cagliari","Italy","39.2042213","9.1631318",""
"Hotel Villa Fanny","5 estrelas","","Cagliari","Italy","39.2228677","9.1086592",""
"T Hotel","4.5 estrelas","","Cagliari","Italy","39.2290532","9.123689",""
"Palazzo Doglio","4.5 estrelas","","Cagliari","Italy","39.2136682","9.1213177",""
"Hotel Residence Ulivi e Palme","3.5 estrelas","","Cagliari","Italy","39.233162","9.1309291",""
"Caesar's Hotel","4 estrelas","","Cagliari","Italy","39.2066462","9.142226",""
"Sardinia Domus","4 estrelas","26 Largo Carlo Felice di Savoia","Cagliari","Italy","39.2158601","9.1115878",""
"Hotel Regina Margherita - Cagliari","4.5 estrelas","44 Viale Regina Margherita","Cagliari","Italy","39.2141139","9.1163778",""
"The Place Cagliari","4.5 estrelas","","Cagliari","Italy","39.2198437","9.1130725",""
"Residenza Kastrum","4.5 estrelas","78 Via Nicolò Canelles","Cagliari","Italy","39.2198036","9.1162872",""
"Hotel Parco Smeraldo Terme","4.5 estrelas","","Isola d'Ischia","Italy","40.7010169","13.9130518",""
"Hotel Villa Janto","5 estrelas","","Isola d'Ischia","Italy","40.7436166","13.8953101",""
"Villa Marinella","5 estrelas","66 Via Castiglione","Isola d'Ischia","Italy","40.7461025","13.9273869",""
"Ischia Blu Resort","5 estrelas","","Isola d'Ischia","Italy","40.7466524","13.9384799",""
"Villa Loreta","5 estrelas","","Isola d'Ischia","Italy","40.7225108","13.8636707",""
"Villa Bianca","5 estrelas","","Isola d'Ischia","Italy","40.7222466","13.8635312",""
"Hotel Pensione Monti","5 estrelas","","Isola d'Ischia","Italy","40.7453448","13.8970992",""
"Melia Madeira Mare Resort & Spa","4.5 estrelas","2-4 Rua De Leichlingen","Madeira","Portugal","32.6374182","-16.9344181",""
"Savoy Palace","4.5 estrelas","","Madeira","Portugal","32.6436579","-16.9204606",""
"Pestana Carlton Madeira","4.5 estrelas","1 Largo Antonio Nobre","Madeira","Portugal","32.6424873","-16.9220177",""
"Castanheiro Boutique Hotel","4.5 estrelas","31 Rua do Castanheiro","Madeira","Portugal","32.6495633","-16.9101809",""
"Aqua Natura Madeira Hotel","4.5 estrelas","1 Rua do Lugar","Madeira","Portugal","32.8672056","-17.1711261",""
"Porto Santa Maria Hotel","4.5 estrelas","","Madeira","Portugal","32.6471834","-16.9001098",""
"Pestana CR7 Funchal","4.5 estrelas","","Madeira","Portugal","32.6438341","-16.9143079",""
"VidaMar Resort Hotel Madeira","4.5 estrelas","175-177 Estrada Monumental","Madeira","Portugal","32.6378053","-16.9280542",""
"Turim Santa Maria Hotel","4.5 estrelas","Rua de João de Deus","Madeira","Portugal","32.6512219","-16.9034849",""
"Quinta Jardins do Lago","5 estrelas","","Madeira","Portugal","32.6559648","-16.9185346",""
"Les Suites at The Cliff Bay","5 estrelas","","Madeira","Portugal","32.6392727","-16.9261074",""
"Vila Baleira Funchal","4 estrelas","","Madeira","Portugal","32.638514","-16.9306867",""
"Quinta da Casa Branca","5 estrelas","7 Rua da Casa Branca","Madeira","Portugal","32.6419421","-16.9270683",""
"Quinta do Furao","5 estrelas","6 Estrada da Quinta do Furão","Madeira","Portugal","32.8241181","-16.8848966",""
"Albatroz Beach & Yacht Club","5 estrelas","","Madeira","Portugal","32.6903643","-16.7770723",""
"Atrio","5 estrelas","218 Caminho dos Moinhos","Madeira","Portugal","32.746418","-17.1896732",""
"Pearl Of Sea","4.5 estrelas","42 თამარ მეფე სანაპირო","Kobuleti","Georgia","41.8209318","41.7742596",""
"GB Hotel","4.5 estrelas","","Kobuleti","Georgia","41.8192517","41.7739731",""
"Kobuleti Beach Club","4.5 estrelas","","Kobuleti","Georgia","41.878198","41.7742634",""
"Hotel Savane","4.5 estrelas","","Kobuleti","Georgia","41.8420922","41.7797782",""
"Irise","5 estrelas","","Kobuleti","Georgia","41.821606","41.7758003",""
"Swiss Hotel","4.5 estrelas","","Lviv","Ukraine","49.8380768","24.0326102",""
"Citadel Inn Hotel & Resort","4.5 estrelas","11 вулиця Павла Грабовського","Lviv","Ukraine","49.8339125","24.0267559",""
"LH Hotel&SPA","4 estrelas","","Lviv","Ukraine","49.8320948","24.0369872",""
"BANKHOTEL","5 estrelas","8 вулиця Листопадового Чину","Lviv","Ukraine","49.8409271","24.020998",""
"Astoria Hotel","4.5 estrelas","15 Городоцька вулиця","Lviv","Ukraine","49.8436387","24.0239734",""
"George Hotel","4 estrelas","1 площа Адама Міцкевича","Lviv","Ukraine","49.8388551","24.0306279",""
"Kavalier Boutique Hotel","4.5 estrelas","","Lviv","Ukraine","49.8507924","24.0597852",""
"Coffee Home Hostel","4.5 estrelas","","Lviv","Ukraine","49.8414984","24.0296645",""
"Hilton Sofia","4.5 estrelas","1 бул. България","Sofia","Bulgaria","42.6813017","23.319748",""
"Metropolitan Hotel Sofia","4 estrelas","64 бул. Цариградско шосе","Sofia","Bulgaria","42.6569083","23.3830441",""
"Casa Ferrari B&B","5 estrelas","16 Люлин планина","Sofia","Bulgaria","42.6911315","23.3125691",""
"All Seasons Residence Hotel","4 estrelas","","Sofia","Bulgaria","42.6466097","23.2665085",""
"InterContinental Sofia","4.5 estrelas","","Sofia","Bulgaria","42.6930626","23.3325775",""
"Grand Hotel Sofia","4.5 estrelas","1 Ген. Йосиф В. Гурко","Sofia","Bulgaria","42.6941099","23.3248023",""
"Novotel Sofia","4.5 estrelas","115 бул. Цариградско шосе","Sofia","Bulgaria","42.6590462","23.3831318",""
"Hotel Anel","4.5 estrelas","14 бул. Тодор Александров","Sofia","Bulgaria","42.6994237","23.3142669",""
"Hotel Moreni & Spa","5 estrelas","","Sofia","Bulgaria","42.5882929","23.2931345",""
"Boutique One Hotel Sofia","5 estrelas","10 бул. Патриарх Евтимий","Sofia","Bulgaria","42.6886376","23.3272038",""
"Park Hotel Moskva","3.5 estrelas","25 Незабравка","Sofia","Bulgaria","42.6736463","23.3487211",""
"Palangos Vetra","4 estrelas","35 S. Daukanto g.","Palanga","Lithuania","55.9119702","21.0589109",""
"Palanga Spa Design Hotel","4.5 estrelas","60 Birutės al.","Palanga","Lithuania","55.913533","21.0549424",""
"Baltic Inn","4.5 estrelas","10A S. Daukanto g.","Palanga","Lithuania","55.9154851","21.0605284",""
"Gradiali Palanga","4 estrelas","15 Vanagupės g.","Palanga","Lithuania","55.942087","21.0714017",""
"Tauras","4 estrelas","116 Vytauto g.","Palanga","Lithuania","55.921414","21.0690048",""
"Vila Ramybe","4 estrelas","54 Vytauto g.","Palanga","Lithuania","55.9119551","21.0636653",""
"Vila Levita","4.5 estrelas","40 Smilčių g.","Palanga","Lithuania","55.9237837","21.0636674",""
"Golden Rock Beach Hotel","4.5 estrelas","","Marmaris","Turkey","36.8331037","28.2443184",""
"Green Nature Diamond Hotel","4.5 estrelas","","Marmaris","Turkey","36.8407285","28.2501337",""
"Casa De Maris Spa & Resort Hotel","4.5 estrelas","2 100 Sokak","Marmaris","Turkey","36.8296236","28.2420567",""
"Blue Bay Platinum Hotel","4.5 estrelas","","Marmaris","Turkey","36.8423592","28.2513588",""
"Grand Pasa Hotel","4.5 estrelas","11 129 Sokak","Marmaris","Turkey","36.8369207","28.2421419",""
"Pasa Beach Hotel","4.5 estrelas","4 266 Sokak","Marmaris","Turkey","36.8349812","28.2455764",""
"Marmaris Beach Hotel","3.5 estrelas","","Marmaris","Turkey","36.8424586","28.2543672",""
"Ideal Panorama","4.5 estrelas","","Marmaris","Turkey","36.8335895","28.2417952",""
"25hours Hotel The Circle","4.5 estrelas","22-24 Im Klapperhof","Cologne","Germany","50.9419314","6.9433532",""
"Hyatt Regency Cologne","4.5 estrelas","2a Kennedy-Ufer","Cologne","Germany","50.9403843","6.9695875",""
"Stern am Rathaus","5 estrelas","6 Bürgerstraße","Cologne","Germany","50.9387138","6.9594179",""
"Steigenberger Hotel Koln","4 estrelas","9-13 Habsburgerring","Cologne","Germany","50.935841","6.9379466",""
"Savoy Hotel","4.5 estrelas","9 Turiner Straße","Cologne","Germany","50.9464796","6.9571311",""
"Motel One Cologne-Neumarkt","4.5 estrelas","32 Cäcilienstraße","Cologne","Germany","50.9357783","6.9511455",""
"Hotel Coellner Hof","4.5 estrelas","100 Hansaring","Cologne","Germany","50.949873","6.9556768",""
"Hotel Glockengasse","4 estrelas","64-66 Glockengasse","Cologne","Germany","50.9386287","6.9498479",""
"Leonardo Hotel Cologne Bonn Airport","4 estrelas","11 Josef-Broicher-Straße","Cologne","Germany","50.8842709","7.0888687",""
"Hotel Mondial am Dom Cologne MGallery","4 estrelas","1 Kurt-Hackenberg-Platz","Cologne","Germany","50.9401","6.9607953",""
"Dorint Hotel am Heumarkt Koln","4 estrelas","1 Pipinstraße","Cologne","Germany","50.9356313","6.9574774",""
"Excelsior Hotel Ernst","4.5 estrelas","1-5 Trankgasse","Cologne","Germany","50.9421627","6.9563448",""
"Hilton Cologne","4 estrelas","13-17 Marzellenstraße","Cologne","Germany","50.9432362","6.9554615",""
"Hotel Am Augustinerplatz","4 estrelas","30 Hohe Straße","Cologne","Germany","50.9356358","6.956295",""
"art'otel cologne","4 estrelas","4 Holzmarkt","Cologne","Germany","50.9310092","6.9630938",""
"CityClass Hotel Europa am Dom","4 estrelas","38 - 46 Am Hof","Cologne","Germany","50.9396994","6.9588346",""
"Leonardo Hotel Cologne","3.5 estrelas","11-15 Waldecker Straße","Cologne","Germany","50.9479403","7.0057456",""
"Leonardo Royal Hotel Koln - Am Stadtwald","4 estrelas","287 Dürener Straße","Cologne","Germany","50.9273267","6.9036578",""
"Cerano Hotel Koln City","4 estrelas","16 Elisenstraße","Cologne","Germany","50.9407902","6.9491797",""
"Wellness & Spa Hotel ACD","4 estrelas","91 Narodnog fronta","Herceg-Novi Municipality","Montenegro","42.4555394","18.5622685",""
"Hotel Perla","4.5 estrelas","","Herceg-Novi Municipality","Montenegro","42.4499452","18.5526773",""
"Lazure Hotel & Marina","5 estrelas","10 Braće Pedišića","Herceg-Novi Municipality","Montenegro","42.4541641","18.5592926",""
"Iberostar Herceg Novi","4 estrelas","Luke Vukalovića","Herceg-Novi Municipality","Montenegro","42.4341234","18.5165952",""
"Aria","5 estrelas","","Herceg-Novi Municipality","Montenegro","42.4508103","18.551734",""
"Hunguest Hotel Sun Resort","3.5 estrelas","","Herceg-Novi Municipality","Montenegro","42.4547424","18.526425",""
"Apartments Obala","4.5 estrelas","6a Tepin do","Herceg-Novi Municipality","Montenegro","42.5260164","18.3126464",""
"Hotel RR","4.5 estrelas","12 Braće Pedišića","Herceg-Novi Municipality","Montenegro","42.4542496","18.5627291",""
"Iberostar Selection Fuerteventura Palace","4.5 estrelas","1 Pasaje Playas","Fuerteventura","Spain","28.0565543","-14.3203961",""
"Barcelo Corralejo Bay","4.5 estrelas","12 Avenida Grandes Playas","Fuerteventura","Spain","28.732188","-13.8674989",""
"Playa Park Zensation","4 estrelas","Av. Grandes Playas","Fuerteventura","Spain","28.7269997","-13.8630889",""
"Iberostar Playa Gaviotas","4.5 estrelas","2 Pasaje Playas","Fuerteventura","Spain","28.0567461","-14.3194206",""
"XQ El Palacete","4.5 estrelas","Calle Acantilado","Fuerteventura","Spain","28.0495758","-14.3500998",""
"TUI MAGIC LIFE Fuerteventura","4 estrelas","1 Avenida de los Pueblos","Fuerteventura","Spain","28.0679842","-14.3095051",""
"MUR Hotel Faro Jandia & Spa","4.5 estrelas","17 Avenida del Saladar","Fuerteventura","Spain","28.0497263","-14.3335868",""
"H10 Ocean Dunas","4.5 estrelas","","Fuerteventura","Spain","28.7340505","-13.8690494",""
"H10 Ocean Dreams","4.5 estrelas","","Fuerteventura","Spain","28.7321863","-13.8721004",""
"Iberostar Playa Gaviotas Park","4.5 estrelas","2 Pasaje Playas","Fuerteventura","Spain","28.0567461","-14.3194206",""
"Plaza Hotel","4 estrelas","","Salerno","Italy","40.6750366","14.7713963",""
"Hotel Novotel Salerno Est Arechi","4 estrelas","49 Via Generale Clarck","Salerno","Italy","40.6491549","14.8160993",""
"Mediterranea Hotel","3 estrelas","","Salerno","Italy","40.6474435","14.8179945",""
"Grand Hotel Salerno","3 estrelas","1 Lungomare Clemente Tafuri","Salerno","Italy","40.672618","14.7762409",""
"Salerno Centro Bed and Breakfast","5 estrelas","10 Vicolo degli Amalfitani","Salerno","Italy","40.6801153","14.7557436",""
"Il Piccolo Principe","5 estrelas","","Salerno","Italy","40.784337","14.7602577",""
"Il Reticolo","5 estrelas","14 Via Giovan Angelo Papio","Salerno","Italy","40.6775396","14.7671029",""
"Borgo Riccio","4.5 estrelas","","Salerno","Italy","40.3215674","15.0484146",""
"Casa Maria","4.5 estrelas","25 Vicolo delle Galesse","Salerno","Italy","40.6800129","14.7556368",""
"Villa Radin","4.5 estrelas","","Vodice","Croatia","43.7525645","15.7720359",""
"Pansion Karoca","4.5 estrelas","","Vodice","Croatia","43.7452991","15.7994168",""
"Hotel Orion","3.5 estrelas","","Vodice","Croatia","43.76178","15.7868483",""
"Hotel Nikola","4.5 estrelas","","Vodice","Croatia","43.7565344","15.7896694",""
"Holiday Inn Samara","4.5 estrelas","","Samara","Russia","53.1898866","50.08641",""
"Ibis Samara","4 estrelas","160Д Ново-Садовая улица","Samara","Russia","53.2306907","50.1781377",""
"Hampton by Hilton Samara","4.5 estrelas","131 улица Льва Толстого","Samara","Russia","53.1866498","50.1163977",""
"Bristol-Zhiguly Hotel","3.5 estrelas","111 улица Куйбышева","Samara","Russia","53.189334","50.0907034",""
"7 Avenue Hotel & SPA","4 estrelas","","Samara","Russia","53.2057166","50.1268249",""
"Ost West Club","4 estrelas","","Samara","Russia","53.1989047","50.112693",""
"Angel Hotel","4 estrelas","92 Красноглинское шоссе","Samara","Russia","53.350872","50.2222957",""
"Hotel Sveti Kriz","3.5 estrelas","1 Ulica Domovinske zahvalnosti","Ciovo Island","Croatia","43.5134313","16.2922149",""
"Hotel Vila Tina","4.5 estrelas","","Ciovo Island","Croatia","43.5116659","16.3048978",""
"Maca Apartments","4.5 estrelas","53 Tudorski put","Ciovo Island","Croatia","43.5002463","16.2628613",""
"Villa Malo More","4 estrelas","","Ciovo Island","Croatia","43.5110019","16.3065418",""
"Romantik Spa Hotel","4 estrelas","363/32 вулиця Свободи","Yaremche","Ukraine","48.4345443","24.5506039",""
"Premier","4.5 estrelas","278/5 вулиця Свободи","Yaremche","Ukraine","48.4421565","24.5477609",""
"Yaremche Club Hotel","4 estrelas","6 вулиця Івана Петраша","Yaremche","Ukraine","48.4376069","24.5374832",""
"Wellland Hotel","4 estrelas","","Yaremche","Ukraine","48.4339657","24.570407",""
"Providenca Hostel","4 estrelas","","Novalja","Croatia","44.5567191","14.8834047",""
"In Excelsis Hotel","4 estrelas","","Novalja","Croatia","44.5670662","14.8742192",""
"Relais Corte Palmieri","4.5 estrelas","","Gallipoli","Italy","40.055912","17.9761734",""
"Hotel Joli Park","3.5 estrelas","2 Via Lecce","Gallipoli","Italy","40.0562657","17.9932473",""
"Hotel Palazzo del Corso","4.5 estrelas","145 Corso Roma","Gallipoli","Italy","40.0559881","17.9841495",""
"Victoria Palace Hotel","4.5 estrelas","","Gallipoli","Italy","40.0502611","18.004618",""
"Borgo Rosso Terra","4.5 estrelas","","Gallipoli","Italy","40.0367226","18.0394693",""
"B&B Santa Venardia Gallipoli","5 estrelas","","Gallipoli","Italy","40.0493239","18.01285",""
"B&B Dimora Muzio","4.5 estrelas","17 Via Carlo Muzio","Gallipoli","Italy","40.0542269","17.9764759",""
"Corte Moline","4.5 estrelas","","Gallipoli","Italy","40.0529859","17.9756078",""
"La Finestra Sul Mare","4.5 estrelas","","Gallipoli","Italy","40.052996","17.9761087",""
"Palazzo Mosco Inn","4.5 estrelas","","Gallipoli","Italy","40.0546466","17.9779334",""
"Palazzo Viceconte","4.5 estrelas","7 Via San Potito","Matera","Italy","40.6665801","16.6122157",""
"Casa Blanca Matera","5 estrelas","","Matera","Italy","40.6717157","16.608402",""
"Fra i Sassi Residence","4.5 estrelas","102 via D'Addozio","Matera","Italy","40.667902","16.609776",""
"Hydria Residence","5 estrelas","","Matera","Italy","40.6697263","16.6080709",""
"Masseria Fontana di Vite","4.5 estrelas","","Matera","Italy","40.727018","16.603004",""
"Palazzo Gattini Luxury Hotel","4.5 estrelas","13 Piazza Duomo","Matera","Italy","40.6665106","16.6113977",""
"Il Chiostro delle Cererie","3.5 estrelas","16 Via Cererie","Matera","Italy","40.674555","16.606228",""
"Sextantio Le Grotte della Civita","5 estrelas","28 Via Civita","Matera","Italy","40.6677468","16.6119261",""
"La Dolce Vita B & B","5 estrelas","51 Rione Malve","Matera","Italy","40.6633564","16.6120279",""
"Palazzo degli Abati","5 estrelas","27 Via San Pietro Barisano","Matera","Italy","40.6690306","16.6093705",""
"Casastella B&B","5 estrelas","257 Via Casalnuovo","Matera","Italy","40.6586048","16.6158938",""
"Kos Aktis Art Hotel","4.5 estrelas","Βασιλέως Γεωργίου","Kos","Greece","36.8930879","27.2939179",""
"Blue Lagoon Village","4.5 estrelas","","Kos","Greece","36.7706634","27.0544932",""
"Astron Hotel","4 estrelas","31 AKTI KOUNTOURIOTI","Kos","Greece","36.8967132","27.2864804",""
"Hotel Sonia","4.5 estrelas","9 Ηροδότου","Kos","Greece","36.8951852","27.2851071",""
"Astir Odysseus Kos Resort & Spa","4.5 estrelas","","Kos","Greece","36.8913025","27.2371832",""
"Michelangelo Resort and Spa","4.5 estrelas","Agios Fokas, Psalidi, 85300","Kos","Greece","36.8563192","27.3436645",""
"Lango Design Hotel & Spa","5 estrelas","Lambi Beach","Kos","Greece","36.9137208","27.2763401",""
"Aqua Blu Boutique Hotel Spa","4.5 estrelas","ethelonton paleon polemistonKOS","Kos","Greece","36.9140879","27.2773494",""
"Pelagos Suites Hotel & Spa","4.5 estrelas","","Kos","Greece","36.9093963","27.2707406",""
"Mitsis Norida Beach Hotel","4 estrelas","","Kos","Greece","36.8129643","27.1801548",""
"Albergo Gelsomino","5 estrelas","","Kos","Greece","36.8937587","27.2930222",""
"OKU Kos","4.5 estrelas","","Kos","Greece","36.8660512","27.1255514",""
"Diamond Deluxe Hotel","4.5 estrelas","","Kos","Greece","36.9023184","27.2556263",""
"Apollon Hotel","4 estrelas","","Kos","Greece","36.9114018","27.2781267",""
"Asteras Resort","3.5 estrelas","","Kos","Greece","36.7953055","27.1512053",""
"Olympia Mare","5 estrelas","","Kos","Greece","36.7670627","27.1244886",""
"Jovanovic Guest House","5 estrelas","5 Boro Sain","Ohrid","Republic of North Macedonia","41.112325","20.7946532",""
"Villa Varosh","5 estrelas","15A Боро Шаин","Ohrid","Republic of North Macedonia","41.1128514","20.7940292",""
"Boutique Villa Arte","4 estrelas","18 Славеј Планина","Ohrid","Republic of North Macedonia","41.1097964","20.8067511",""
"Sunny Lake Hostel","4.5 estrelas","86 Goce Delchev","Ohrid","Republic of North Macedonia","41.1169175","20.7975086",""
"Robinson Sunset House","5 estrelas","","Ohrid","Republic of North Macedonia","41.0448534","20.8052032",""
"Villa St. Sofija","4.5 estrelas","70 Коста Абраш","Ohrid","Republic of North Macedonia","41.1122201","20.7949101",""
"Hotel Tino Sveti Stefan","4.5 estrelas","","Ohrid","Republic of North Macedonia","41.0760203","20.8035996",""
"Apartments By the Lake, Ohrid","5 estrelas","4 Ilindenska","Ohrid","Republic of North Macedonia","41.1114353","20.794219",""
"Hotel Tino Ohrid","4 estrelas","","Ohrid","Republic of North Macedonia","41.0760203","20.8035996",""
"Apartments Joce","5 estrelas","","Ohrid","Republic of North Macedonia","41.1130555","20.8016699",""
"Grand Hotel Kempinski Riga","5 estrelas","22 Aspazijas bulvāris","Riga","Latvia","56.9490626","24.1130717",""
"Grand Poet Hotel by Semarah","5 estrelas","6 Raiņa bulvāris","Riga","Latvia","56.9535671","24.1107132",""
"Wellton Centrum Hotel & Spa","4.5 estrelas","33 Kalēju iela","Riga","Latvia","56.9471149","24.1125758",""
"Wellton Riverside Spa Hotel","4.5 estrelas","33 11. novembra krastmala","Riga","Latvia","56.9451035","24.1080485",""
"Hilton Garden Inn Riga Old Town","5 estrelas","25 Grēcinieku iela","Riga","Latvia","56.9469111","24.1075605",""
"Monika Centrum Hotel","4.5 estrelas","21 Elizabetes iela","Riga","Latvia","56.9588261","24.104983",""
"Radisson Blu Elizabete Hotel","4.5 estrelas","73 Elizabetes iela","Riga","Latvia","56.9522683","24.1208704",""
"Wellton Riga Hotel & SPA","4.5 estrelas","49 Vaļņu iela","Riga","Latvia","56.9463319","24.1138364",""
"Grand Palace Hotel","4.5 estrelas","12 Pils iela","Riga","Latvia","56.9502107","24.1029599",""
"Radisson Blu Latvija Conference & Spa Hotel","4 estrelas","55 Elizabetes iela","Riga","Latvia","56.9550144","24.1178066",""
"Dodo Hotel","4 estrelas","1 Jersikas iela","Riga","Latvia","56.9391141","24.1413527",""
"Central Hostel","4.5 estrelas","20 Ernesta Birznieka-Upīša iela","Riga","Latvia","56.9492865","24.1291352",""
"Hanza Hotel","4 estrelas","7 Elijas iela","Riga","Latvia","56.9419621","24.1232559",""
"Mercure Riga Centre","4 estrelas","101 Elizabetes iela","Riga","Latvia","56.9475712","24.1238721",""
"Hestia Hotel Draugi","4.5 estrelas","3 Mārstaļu iela","Riga","Latvia","56.9465585","24.1100294",""
"Rixwell Hotel Konventa Seta","4 estrelas","9/11 Kalēju iela","Riga","Latvia","56.9483223","24.1102558",""
"Rija VEF Hotel","3.5 estrelas","199C Brīvības gatve","Riga","Latvia","56.9718934","24.1600238",""
"Sky High Hotel","3.5 estrelas","8 Biroju iela","Riga","Latvia","56.9205254","23.9841317",""
"NB Hotel","3.5 estrelas","1 Konsula iela","Riga","Latvia","56.9526226","24.0619261",""
"Old City Boutique Hotel","4 estrelas","10 Teātra iela","Riga","Latvia","56.9486788","24.1121242",""
"Hotel Ritual Maspalomas","3.5 estrelas","","Maspalomas","Spain","27.7595262","-15.5779904",""
"Hotel Parque Tropical","4.5 estrelas","","Maspalomas","Spain","27.7639657","-15.5605745",""
"Club Maspalomas Suites & Spa","5 estrelas","1 Avenida Touroperador Ols Wings","Maspalomas","Spain","27.7557542","-15.5966355",""
"Hotel Riu Palace Meloneras","4.5 estrelas","Calle Mar Mediterráneo","Maspalomas","Spain","27.7393547","-15.6034265",""
"Sunsuites Carolina","4.5 estrelas","3 Calle Los Cardones","Maspalomas","Spain","27.7676687","-15.5482301",""
"Salobre Hotel Resort & Serenity","4.5 estrelas","Calle Swing","Maspalomas","Spain","27.7818006","-15.6499727",""
"Bohemia Suites & Spa","4.5 estrelas","","Maspalomas","Spain","27.7561437","-15.5702096",""
"Santa Monica Suites Hotel","4.5 estrelas","116 Paseo Costa Canaria","Maspalomas","Spain","27.7508877","-15.5720246",""
"Don Gregory by Dunas","4.5 estrelas","","Maspalomas","Spain","27.7677992","-15.5499483",""
"Seaside Sandy Beach","4.5 estrelas","Avenida Menceyes s/n","Maspalomas","Spain","27.7575369","-15.5704566",""
"AxelBeach Maspalomas","4.5 estrelas","32 Avenida de Tirajana","Maspalomas","Spain","27.7611104","-15.5786314",""
"Gloria Palace San Agustin Thalasso & Hotel","4.5 estrelas","","Maspalomas","Spain","27.772289","-15.5477424",""
"Palm Oasis Maspalomas","4.5 estrelas","","Maspalomas","Spain","27.7644167","-15.5993549",""
"Hotel Riu Palace Maspalomas","4.5 estrelas","Avenida de Tirajana","Maspalomas","Spain","27.7465851","-15.5766406",""
"Canary Garden Club","4.5 estrelas","","Maspalomas","Spain","27.7572104","-15.5963942",""
"Hotel Nayra","5 estrelas","","Maspalomas","Spain","27.7568745","-15.5767628",""
"Panorama Hotel","4.5 estrelas","","Skiathos","Greece","39.1520195","23.3983106",""
"Atrium Hotel","4.5 estrelas","Agia Paraskevi","Skiathos","Greece","39.1432336","23.4357324",""
"Skiathos Premier Hotel","5 estrelas","","Skiathos","Greece","39.1421344","23.4277935",""
"Troulos Bay Hotel","4.5 estrelas","","Skiathos","Greece","39.1406762","23.4204766",""
"Hostal La Isla","4.5 estrelas","","Menorca","Spain","39.8880322","4.2690035",""
"Hotel Agamenon","4.5 estrelas","16 Carrer Agamenon","Menorca","Spain","39.8827242","4.2863669",""
"Hotel Sa Barrera","4.5 estrelas","","Menorca","Spain","39.8733168","4.1327662",""
"La Quinta Menorca by PortBlue Boutique","4.5 estrelas","Gran Via de son Xoriguer","Menorca","Spain","39.9294278","3.8393784",""
"Apartamentos Hamilton Court","3.5 estrelas","","Menorca","Spain","39.9146896","4.0426279",""
"Nao Catedral Boutique Hotel","4 estrelas","29 Carrer de Josep Maria Quadrado","Menorca","Spain","40.001918","3.8383212",""
"Angel Bay B&B Punto Prosciutto","5 estrelas","15 Via Coscile","Porto Cesareo","Italy","40.2954229","17.7855182",""
"Vespucci Hotel","5 estrelas","137 Via Vespucci","Porto Cesareo","Italy","40.2662237","17.8955935",""
"Le Dune Suite Hotel","4.5 estrelas","72 Via dei Bacini","Porto Cesareo","Italy","40.2728633","17.8798898",""
"Club Azzurro Hotel & Resort","4.5 estrelas","40 Via Club Azzurro","Porto Cesareo","Italy","40.274334","17.8827056",""
"HOTEL FALLI","4.5 estrelas","16 Via Cosimo Albano","Porto Cesareo","Italy","40.2604999","17.8911003",""
"Hotel La Spiaggia","4.5 estrelas","13 Via Mohandas Gandhi","Porto Cesareo","Italy","40.2854444","17.8440443",""
"Hotel Perla dello Ionio","4.5 estrelas","137 Via Torre Lapillo","Porto Cesareo","Italy","40.2884199","17.8516761",""
"Leon Hotel","4.5 estrelas","","Sukhumi","Georgia","43.0844139","40.8149527",""
"Boutique Hotel Amra","5 estrelas","","Sukhumi","Georgia","43.0018513","41.0200408",""
