user_id,item_id,score
107,svc-act-04,3
107,svc-act-04,1
107,svc-cruise-01,2
107,svc-hotel-03,1
107,dest-0032,1
108,svc-act-03,1
108,dest-0001,3
108,svc-cruise-01,4
108,svc-act-04,1
109,dest-0046,3
109,svc-xfer-03,1
109,dest-0033,2
109,svc-hotel-02,2
109,svc-act-05,2
109,svc-act-06,3
109,dest-0035,1
109,svc-act-01,2
109,svc-act-05,3
109,svc-pkg-05,3
109,svc-act-04,1
109,svc-hotel-06,1
109,dest-0038,3
109,svc-pkg-06,3
109,svc-act-01,4
109,dest-0060,1
109,svc-xfer-03,2
109,svc-act-05,5
109,svc-xfer-02,2
110,svc-hotel-07,2
110,svc-cruise-01,2
110,svc-cruise-04,3
110,dest-0058,2
110,dest-0021,2
110,svc-cruise-03,1
110,svc-act-02,3
110,svc-cruise-02,1
110,svc-act-06,2
110,svc-pkg-02,2
110,svc-act-05,1
110,svc-hotel-03,5
110,svc-act-09,1
111,svc-cruise-01,2
111,svc-hotel-07,2
111,dest-0015,1
112,svc-cruise-01,3
112,svc-act-06,1
112,svc-hotel-01,4
112,svc-pkg-04,3
112,svc-act-08,2
112,svc-hotel-01,4
112,svc-act-08,1
113,dest-0007,2
113,svc-pkg-01,2
113,svc-act-10,3
113,svc-hotel-08,2
113,svc-act-08,5
113,svc-act-08,5
113,svc-xfer-03,3
113,svc-hotel-01,2
113,dest-0055,1
113,dest-0034,1
113,svc-pkg-05,2
113,dest-0023,1
113,svc-act-06,3
113,svc-act-10,2
113,svc-hotel-02,2
113,svc-xfer-02,1
113,svc-pkg-05,3
113,svc-xfer-03,3
113,svc-act-08,4
113,svc-hotel-08,1
113,svc-act-09,2
113,dest-0030,1
113,dest-0038,1
113,dest-0046,3
113,svc-hotel-01,2
113,svc-hotel-01,3
113,svc-pkg-05,3
113,dest-0008,2
113,svc-pkg-04,2
113,svc-hotel-08,3
113,svc-pkg-03,1
113,svc-hotel-03,3
113,dest-0012,2
113,svc-pkg-04,1
114,svc-pkg-03,1
114,svc-act-03,1
114,svc-xfer-02,1
114,dest-0019,2
114,svc-act-10,3
114,svc-pkg-04,2
114,dest-0056,3
114,svc-act-02,3
114,dest-0051,2
114,svc-xfer-01,1
114,svc-act-06,2
114,svc-hotel-02,3
114,dest-0044,1
114,svc-hotel-02,2
114,dest-0038,3
115,svc-xfer-03,1
115,svc-cruise-03,3
115,svc-cruise-01,4
116,dest-0027,1
116,svc-pkg-01,2
116,svc-cruise-04,1
116,svc-hotel-01,4
116,svc-cruise-01,2
116,svc-hotel-06,2
116,svc-hotel-01,5
116,svc-hotel-08,2
116,dest-0049,3
116,svc-hotel-08,2
117,svc-hotel-08,1
117,dest-0043,2
117,svc-act-09,2
117,svc-hotel-02,1
117,svc-hotel-04,2
117,svc-hotel-05,4
117,svc-act-09,2
117,svc-xfer-02,2
117,svc-act-08,1
118,svc-act-01,1
118,dest-0005,1
118,svc-hotel-07,2
118,dest-0026,1
118,svc-act-09,1
118,svc-xfer-02,2
118,dest-0040,3
118,dest-0025,2
118,svc-xfer-02,3
118,dest-0035,2
118,svc-pkg-05,2
118,svc-act-07,1
119,svc-pkg-06,1
119,svc-hotel-08,1
119,svc-hotel-05,1
119,svc-act-02,4
120,dest-0052,1
120,svc-hotel-01,5
120,svc-hotel-06,2
120,svc-hotel-06,2
120,svc-hotel-01,3
120,svc-cruise-01,2
120,svc-hotel-06,3
120,svc-hotel-08,2
121,svc-pkg-01,1
121,svc-hotel-04,2
121,svc-act-09,3
121,dest-0008,1
121,svc-hotel-03,3
121,svc-act-03,4
121,svc-pkg-05,1
121,svc-act-01,1
121,svc-act-02,1
122,svc-hotel-06,4
122,svc-act-08,2
122,dest-0016,3
122,svc-hotel-06,1
122,svc-hotel-08,2
122,svc-hotel-03,2
122,svc-hotel-01,3
122,svc-act-03,1
122,svc-hotel-05,1
122,svc-hotel-02,1
122,svc-hotel-03,1
122,svc-act-08,4
122,svc-pkg-04,1
123,svc-hotel-04,3
123,svc-act-01,2
123,svc-act-10,2
123,svc-act-05,4
123,svc-act-01,4
124,svc-act-08,2
124,dest-0016,2
124,dest-0023,2
124,dest-0059,2
124,svc-act-01,1
124,svc-hotel-01,5
125,svc-xfer-02,3
125,svc-pkg-06,2
125,svc-act-07,3
125,dest-0001,2
125,svc-hotel-03,1
125,dest-0037,1
125,dest-0056,1
125,svc-hotel-05,4
125,svc-pkg-05,2
125,svc-pkg-04,3
125,svc-pkg-04,1
125,dest-0043,1
125,dest-0037,3
125,svc-hotel-02,3
125,svc-hotel-06,3
125,dest-0019,3
125,svc-pkg-03,1
125,dest-0043,3
125,svc-hotel-02,3
125,dest-0041,1
125,svc-act-10,1
125,dest-0053,1
125,dest-0034,1
126,svc-hotel-03,3
126,svc-cruise-03,2
126,svc-cruise-02,2
126,svc-cruise-02,3
126,svc-act-03,3
126,dest-0005,2
126,svc-cruise-03,2
127,dest-0025,2
127,dest-0035,1
127,svc-pkg-06,1
127,dest-0057,3
127,dest-0058,1
127,svc-xfer-02,3
127,svc-act-01,1
127,svc-pkg-03,2
127,svc-act-02,2
127,svc-act-05,3
127,dest-0016,2
128,svc-cruise-03,2
128,svc-cruise-04,3
128,svc-cruise-01,5
129,dest-0034,3
129,svc-hotel-04,3
129,dest-0009,3
129,dest-0024,3
129,dest-0025,3
129,dest-0013,2
129,dest-0032,1
129,dest-0030,2
129,svc-pkg-06,3
129,dest-0039,2
129,dest-0008,2
130,svc-act-03,1
130,svc-pkg-02,3
130,svc-cruise-03,1
130,svc-hotel-03,3
131,svc-act-04,2
131,svc-xfer-02,1
131,svc-pkg-01,2
131,svc-xfer-02,3
131,dest-0043,2
131,svc-xfer-03,3
131,svc-act-06,3
131,dest-0037,2
131,svc-hotel-02,2
131,svc-act-10,1
131,svc-act-07,1
131,dest-0035,2
132,dest-0043,1
132,dest-0009,1
132,svc-cruise-01,2
132,dest-0011,2
132,svc-act-08,2
132,svc-cruise-04,2
132,svc-hotel-03,2
133,svc-xfer-01,1
133,dest-0020,3
133,svc-hotel-02,1
133,svc-xfer-01,2
133,svc-pkg-06,1
134,svc-act-04,2
134,svc-act-02,5
134,svc-pkg-04,3
134,dest-0016,1
134,svc-act-07,1
134,dest-0048,3
134,svc-pkg-03,1
134,svc-hotel-02,2
134,svc-act-02,3
134,svc-xfer-02,1
134,svc-hotel-04,1
134,svc-hotel-05,3
134,svc-act-06,1
134,dest-0048,3
134,dest-0032,3
134,svc-act-04,3
134,svc-pkg-04,5
134,dest-0059,3
134,dest-0024,1
134,svc-hotel-05,3
134,dest-0020,2
134,svc-act-02,4
134,svc-act-08,2
134,svc-act-06,3
134,dest-0047,2
134,svc-hotel-02,2
134,svc-hotel-08,1
134,dest-0030,2
134,svc-act-06,1
134,svc-act-03,2
134,dest-0012,2
134,svc-xfer-01,1
134,dest-0016,2
134,svc-act-06,2
134,svc-xfer-01,2
134,svc-pkg-03,2
134,svc-act-05,1
134,dest-0007,3
134,dest-0058,1
134,dest-0037,2
135,svc-hotel-06,3
135,svc-hotel-08,1
135,svc-act-07,1
135,dest-0060,1
136,svc-act-05,1
136,svc-hotel-07,2
136,dest-0027,3
136,svc-hotel-08,1
136,svc-xfer-02,1
136,svc-act-03,5
136,svc-act-09,3
136,svc-pkg-04,1
136,svc-act-03,5
136,svc-act-09,1
136,svc-pkg-03,1
136,svc-hotel-08,3
136,svc-hotel-08,1
136,svc-pkg-02,2
136,svc-act-08,2
136,dest-0054,1
137,svc-act-03,5
137,svc-act-04,2
137,svc-pkg-05,1
137,svc-hotel-01,1
137,svc-pkg-03,1
137,svc-pkg-03,1
137,svc-act-09,2
137,dest-0056,1
137,dest-0025,2
137,dest-0040,1
137,dest-0034,2
137,dest-0050,1
137,dest-0018,1
137,svc-xfer-01,1
137,svc-act-06,3
137,svc-pkg-05,1
137,svc-act-03,5
137,dest-0019,1
138,dest-0047,2
138,svc-act-07,1
138,svc-act-04,2
138,svc-act-03,3
138,dest-0031,2
138,svc-hotel-06,3
138,svc-xfer-02,1
138,svc-hotel-03,4
138,svc-act-03,1
138,dest-0042,1
138,dest-0052,2
138,svc-act-05,3
138,dest-0045,2
138,dest-0029,1
138,dest-0011,1
138,svc-hotel-01,2
138,dest-0049,1
138,svc-pkg-02,3
138,svc-hotel-01,3
138,dest-0020,2
138,dest-0010,1
138,svc-act-07,2
138,dest-0044,1
138,svc-hotel-08,1
138,dest-0053,2
138,dest-0019,2
138,svc-act-02,1
138,dest-0030,3
138,dest-0026,1
138,dest-0058,2
138,svc-xfer-01,3
138,svc-hotel-02,1
138,dest-0046,3
138,dest-0037,3
138,dest-0017,1
138,dest-0051,2
138,svc-hotel-01,1
138,svc-pkg-04,2
138,svc-pkg-02,5
138,dest-0035,1
138,dest-0042,3
139,dest-0048,1
139,dest-0039,1
139,svc-act-09,2
139,dest-0006,1
140,svc-act-05,4
140,svc-act-07,3
140,svc-pkg-04,2
140,svc-act-10,1
140,dest-0031,2
140,svc-act-08,2
140,svc-pkg-02,3
140,dest-0015,1
140,svc-hotel-04,2
140,dest-0024,1
140,dest-0027,2
141,svc-act-09,2
141,svc-act-03,5
141,svc-hotel-05,2
142,svc-pkg-05,1
142,dest-0058,1
142,svc-cruise-04,1
143,svc-cruise-02,3
143,dest-0049,2
143,svc-cruise-01,5
143,dest-0055,2
143,dest-0009,2
143,svc-cruise-04,2
143,svc-cruise-01,5
143,svc-cruise-01,5
143,svc-hotel-06,1
143,svc-cruise-03,3
143,svc-act-07,1
143,svc-cruise-01,5
143,svc-cruise-03,3
143,dest-0036,2
143,dest-0041,2
143,svc-cruise-02,3
143,dest-0001,1
143,svc-cruise-02,3
143,svc-cruise-03,3
143,svc-xfer-01,2
143,svc-xfer-02,3
143,svc-xfer-02,1
143,svc-act-04,1
143,dest-0051,1
143,svc-act-10,2
143,dest-0010,3
143,dest-0027,3
143,svc-xfer-01,3
144,svc-cruise-02,2
144,svc-cruise-03,3
144,svc-hotel-01,1
145,svc-pkg-06,3
145,svc-act-01,3
145,svc-xfer-02,2
145,svc-act-04,1
145,dest-0013,3
145,dest-0012,1
145,svc-act-05,4
146,svc-xfer-03,2
146,svc-act-08,5
146,svc-xfer-01,2
146,svc-act-02,2
146,svc-act-08,4
146,svc-act-06,2
146,svc-pkg-04,1
146,svc-pkg-05,3
146,dest-0024,1
146,dest-0038,2
146,svc-act-09,2
146,svc-xfer-02,3
146,svc-hotel-01,2
146,dest-0001,3
146,dest-0014,1
146,svc-pkg-03,2
146,svc-xfer-01,1
146,svc-act-08,5
146,dest-0039,3
146,dest-0055,2
146,dest-0005,1
146,svc-act-05,2
146,svc-act-08,5
146,svc-pkg-04,1
146,svc-act-05,2
146,dest-0029,1
146,dest-0005,1
146,svc-hotel-08,3
146,dest-0013,1
146,svc-act-10,2
146,dest-0017,2
146,dest-0058,4
146,dest-0020,1
146,dest-0015,2
146,svc-hotel-08,2
146,svc-hotel-02,1
146,svc-hotel-04,3
146,svc-act-01,1
147,dest-0029,2
147,svc-act-08,5
147,svc-hotel-08,1
148,dest-0050,1
148,dest-0036,1
148,svc-hotel-02,2
149,svc-pkg-02,3
149,svc-hotel-06,2
149,svc-cruise-03,2
149,dest-0016,1
149,svc-cruise-02,4
149,dest-0007,1
149,dest-0052,1
149,dest-0053,3
149,svc-cruise-02,1
149,svc-cruise-04,3
149,svc-act-02,2
149,dest-0035,2
149,svc-act-01,3
149,svc-act-10,2
149,svc-hotel-04,3
149,svc-pkg-02,3
149,svc-hotel-06,4
149,svc-cruise-03,3
149,svc-cruise-04,3
149,svc-act-01,2
149,svc-act-06,1
149,dest-0034,2
149,svc-cruise-01,4
149,svc-cruise-03,3
149,svc-act-05,1
149,svc-cruise-01,2
149,dest-0002,1
149,dest-0014,2
149,svc-hotel-01,3
149,dest-0055,1
149,svc-act-07,3
149,dest-0030,1
149,svc-act-04,1
149,svc-cruise-04,2
150,svc-cruise-04,1
150,svc-act-05,1
150,dest-0015,1
151,svc-pkg-05,1
151,svc-cruise-03,2
151,svc-hotel-06,2
151,svc-cruise-01,1
151,svc-hotel-05,3
151,dest-0016,1
152,svc-hotel-07,1
152,svc-hotel-03,2
152,svc-act-04,2
152,dest-0013,2
152,svc-act-04,4
152,svc-act-04,3
152,svc-hotel-04,1
152,dest-0024,1
153,svc-pkg-05,1
153,svc-hotel-04,3
153,dest-0017,1
153,svc-act-05,5
153,svc-hotel-04,2
153,svc-xfer-02,3
154,svc-hotel-07,1
154,svc-act-01,2
154,dest-0048,1
154,svc-act-09,1
154,svc-hotel-03,1
154,svc-hotel-04,2
155,svc-hotel-06,1
155,dest-0048,2
155,svc-act-04,1
156,svc-hotel-03,5
156,svc-cruise-02,1
156,svc-cruise-03,2
156,svc-act-04,2
157,svc-pkg-06,1
157,dest-0038,2
157,svc-act-08,3
157,svc-hotel-01,1
157,svc-pkg-05,2
158,svc-hotel-06,2
158,dest-0007,3
158,dest-0021,1
158,dest-0008,2
158,dest-0007,2
158,dest-0054,1
158,svc-hotel-03,3
158,svc-hotel-06,1
158,svc-hotel-03,2
158,svc-act-04,4
158,svc-pkg-03,2
158,dest-0012,3
158,svc-hotel-03,2
158,dest-0002,2
158,svc-act-08,1
158,dest-0026,3
158,dest-0041,3
159,svc-act-07,2
159,dest-0037,2
159,dest-0014,1
159,svc-hotel-04,3
159,svc-act-05,4
159,svc-pkg-05,1
159,svc-act-05,4
159,dest-0058,1
159,svc-pkg-06,3
159,dest-0031,2
159,svc-pkg-05,2
159,svc-act-05,3
159,dest-0033,3
159,svc-pkg-01,2
159,dest-0035,3
159,svc-pkg-06,3
159,svc-pkg-06,3
159,svc-act-05,3
159,svc-pkg-06,4
159,dest-0003,2
159,svc-act-01,4
160,svc-act-02,5
160,svc-xfer-01,1
160,svc-pkg-04,4
160,svc-xfer-02,3
160,svc-act-01,2
160,dest-0024,1
160,svc-act-02,4
160,svc-act-06,2
160,dest-0031,2
160,dest-0048,1
160,svc-pkg-05,2
160,svc-act-02,5
160,dest-0016,1
160,svc-xfer-03,2
160,svc-act-03,1
160,svc-act-02,5
160,dest-0020,3
160,svc-act-01,1
160,svc-hotel-06,2
160,svc-pkg-04,3
160,dest-0002,3
160,dest-0036,2
160,svc-hotel-04,2
160,dest-0058,1
160,dest-0042,1
160,svc-act-10,2
160,dest-0044,2
160,svc-act-06,2
160,dest-0040,3
160,svc-act-06,3
160,dest-0054,2
160,svc-pkg-04,5
160,svc-act-06,3
160,dest-0026,1
160,dest-0035,2
160,svc-act-10,1
160,svc-pkg-04,4
160,svc-xfer-03,1
160,svc-act-07,2
161,dest-0036,1
161,dest-0013,2
161,svc-act-09,2
162,svc-act-10,1
162,dest-0060,2
162,svc-act-05,2
162,svc-act-09,2
162,dest-0037,2
162,dest-0030,1
162,svc-act-08,1
162,dest-0003,2
162,dest-0017,2
162,svc-hotel-06,1
162,svc-xfer-01,1
162,svc-act-06,3
162,svc-hotel-08,1
162,svc-act-06,1
162,svc-hotel-02,2
162,dest-0049,2
162,svc-hotel-08,3
162,svc-pkg-05,2
162,svc-xfer-03,1
162,dest-0032,1
162,dest-0021,2
162,svc-act-09,3
162,dest-0051,3
162,svc-hotel-03,3
162,dest-0016,1
162,svc-hotel-05,5
162,svc-act-01,1
162,dest-0016,1
162,svc-act-09,3
162,dest-0010,2
162,svc-hotel-08,2
162,dest-0019,1
162,dest-0006,3
162,dest-0034,3
163,dest-0019,2
163,dest-0034,1
163,svc-act-03,3
163,dest-0017,1
163,svc-hotel-06,3
163,dest-0040,2
163,svc-hotel-02,1
163,svc-pkg-06,1
163,svc-cruise-03,2
163,svc-act-08,2
163,svc-hotel-01,3
163,svc-hotel-05,1
163,svc-act-03,3
163,svc-pkg-05,1
163,svc-cruise-01,3
163,svc-hotel-01,4
163,svc-cruise-01,3
163,svc-pkg-05,3
163,dest-0006,3
163,dest-0008,1
163,svc-act-08,2
163,svc-pkg-05,2
163,svc-hotel-04,2
163,svc-pkg-05,4
164,dest-0003,1
164,svc-hotel-01,3
164,dest-0017,2
164,svc-act-08,5
165,svc-act-04,3
165,svc-act-04,3
165,dest-0026,2
165,svc-hotel-03,2
165,svc-hotel-04,1
165,dest-0031,3
165,dest-0050,1
165,svc-cruise-01,3
165,svc-hotel-03,2
165,svc-hotel-03,4
166,svc-hotel-07,3
166,dest-0006,3
166,svc-hotel-06,3
166,svc-pkg-03,2
166,svc-pkg-02,4
166,svc-hotel-03,5
166,svc-act-05,1
166,svc-pkg-02,3
166,svc-act-04,3
166,dest-0021,1
166,svc-hotel-07,2
166,dest-0038,2
166,dest-0031,1
166,dest-0001,2
166,dest-0044,1
166,svc-act-05,2
166,svc-act-03,2
166,svc-hotel-05,1
166,dest-0053,1
166,dest-0057,1
166,dest-0002,2
166,dest-0010,2
166,svc-pkg-06,4
166,svc-hotel-01,1
166,svc-pkg-05,2
166,dest-0029,2
166,dest-0033,2
166,dest-0045,2
166,svc-xfer-01,1
166,svc-pkg-02,5
166,svc-hotel-03,4
166,dest-0047,1
166,dest-0051,2
166,svc-hotel-02,2
166,dest-0021,1
167,svc-act-01,3
167,dest-0017,2
167,svc-hotel-08,2
167,dest-0039,2
167,svc-pkg-02,1
167,dest-0026,1
167,svc-hotel-04,2
168,dest-0031,3
168,svc-pkg-02,5
168,dest-0027,3
168,svc-hotel-06,2
168,dest-0054,1
169,dest-0004,1
169,svc-hotel-06,3
169,dest-0053,1
169,svc-hotel-01,1
170,svc-pkg-04,2
170,svc-act-06,3
170,svc-act-06,1
170,svc-act-09,1
170,svc-hotel-05,3
170,svc-xfer-01,1
170,svc-pkg-05,3
170,dest-0009,1
170,svc-xfer-03,2
170,svc-act-10,1
170,svc-act-02,5
170,dest-0031,3
170,dest-0016,2
170,svc-pkg-06,2
170,svc-hotel-04,3
170,dest-0003,2
171,svc-cruise-02,2
171,dest-0004,2
171,svc-cruise-02,3
171,svc-xfer-03,1
171,dest-0055,2
171,svc-cruise-01,5
172,dest-0003,2
172,dest-0016,2
172,svc-hotel-03,1
172,svc-hotel-03,2
172,svc-hotel-03,3
172,dest-0026,3
172,svc-hotel-05,1
172,dest-0050,1
172,svc-cruise-01,4
172,dest-0049,2
172,svc-cruise-01,2
172,dest-0026,1
172,dest-0014,3
172,dest-0029,3
172,dest-0029,1
172,svc-hotel-03,2
172,svc-act-02,1
172,dest-0041,3
172,svc-act-04,1
172,dest-0056,3
172,svc-act-04,2
172,dest-0027,2
172,dest-0049,1
172,dest-0014,3
172,dest-0051,1
172,dest-0005,3
172,dest-0008,1
172,dest-0014,1
173,svc-act-06,2
173,svc-hotel-02,2
173,dest-0028,2
173,dest-0010,1
173,svc-hotel-02,2
173,dest-0007,2
174,svc-cruise-01,5
174,dest-0029,3
174,svc-cruise-04,1
174,dest-0020,3
174,svc-cruise-04,5
174,svc-cruise-03,3
174,svc-hotel-04,1
174,svc-xfer-01,2
174,svc-cruise-01,5
174,svc-hotel-06,1
174,svc-xfer-01,2
174,svc-hotel-05,3
174,svc-cruise-01,5
174,svc-act-03,2
174,svc-act-02,1
174,dest-0053,1
174,svc-act-09,2
174,dest-0051,1
174,svc-cruise-02,2
174,svc-cruise-03,3
174,svc-act-04,2
174,svc-xfer-03,2
174,svc-act-02,2
174,dest-0060,2
174,svc-hotel-01,3
174,svc-act-06,3
174,dest-0037,4
174,dest-0012,1
174,svc-cruise-02,3
174,dest-0029,2
174,svc-cruise-01,3
174,svc-cruise-04,4
174,svc-hotel-01,3
175,svc-xfer-03,1
175,svc-act-01,2
175,svc-act-01,4
175,svc-hotel-04,2
176,svc-hotel-06,2
176,svc-pkg-03,2
176,svc-hotel-06,2
177,svc-pkg-01,2
177,svc-act-03,1
177,dest-0052,3
177,svc-act-07,3
177,dest-0039,1
177,dest-0029,3
177,dest-0032,1
177,dest-0042,3
177,svc-act-02,1
177,dest-0040,3
177,svc-hotel-01,1
177,svc-act-03,2
177,dest-0003,2
177,dest-0035,2
177,dest-0024,1
178,svc-act-06,1
178,svc-act-01,2
178,dest-0052,3
178,svc-xfer-03,3
178,svc-hotel-08,1
178,svc-act-01,2
178,dest-0005,3
178,svc-pkg-04,5
179,dest-0005,3
179,svc-act-02,2
179,svc-hotel-04,3
179,svc-hotel-06,1
179,dest-0031,3
179,svc-act-01,1
179,svc-xfer-03,1
179,svc-hotel-06,3
179,svc-xfer-02,2
179,dest-0054,2
179,dest-0059,1
179,svc-act-05,1
179,dest-0017,2
179,svc-xfer-02,2
179,svc-pkg-01,1
179,dest-0014,2
179,svc-act-07,2
179,dest-0042,1
179,dest-0016,3
179,svc-hotel-05,5
179,svc-hotel-02,1
179,svc-act-03,1
180,dest-0036,2
180,svc-hotel-07,2
180,svc-hotel-04,1
180,svc-pkg-05,4
180,dest-0017,1
180,dest-0050,1
181,svc-hotel-01,1
181,dest-0052,2
181,svc-hotel-06,4
182,svc-hotel-03,1
182,dest-0013,1
182,dest-0011,2
182,dest-0005,2
182,dest-0001,2
183,svc-act-01,2
183,dest-0054,1
183,svc-xfer-02,1
184,svc-cruise-03,4
184,svc-act-03,3
184,svc-cruise-04,3
184,svc-cruise-02,2
184,svc-pkg-02,4
184,svc-hotel-07,1
185,svc-act-10,3
185,dest-0029,1
185,svc-hotel-03,2
185,svc-hotel-03,2
185,dest-0033,2
185,svc-act-04,4
185,dest-0013,3
185,svc-pkg-03,1
185,dest-0014,3
185,svc-pkg-06,2
186,svc-act-09,1
186,svc-cruise-04,3
186,svc-hotel-08,1
187,svc-cruise-03,3
187,svc-cruise-01,4
187,svc-pkg-05,4
188,svc-hotel-04,1
188,svc-hotel-08,2
188,svc-xfer-03,3
188,svc-act-08,5
188,svc-hotel-08,2
188,dest-0002,1
188,dest-0020,3
188,dest-0038,1
188,svc-act-08,4
188,svc-act-08,3
188,svc-pkg-04,2
188,dest-0026,2
188,svc-pkg-06,2
188,dest-0033,1
188,svc-pkg-05,4
188,svc-xfer-02,1
188,dest-0017,1
188,svc-act-10,1
188,dest-0023,2
189,svc-xfer-01,2
189,svc-hotel-05,1
189,svc-pkg-06,2
190,svc-act-05,2
190,dest-0038,1
190,svc-act-03,2
190,svc-cruise-04,2
190,svc-act-01,3
190,svc-cruise-03,1
191,svc-act-03,2
191,dest-0050,3
191,svc-act-03,3
191,svc-hotel-02,2
191,svc-act-08,1
191,svc-xfer-02,2
191,dest-0051,3
192,dest-0051,1
192,dest-0014,1
192,dest-0026,1
193,dest-0050,2
193,svc-cruise-02,1
193,svc-cruise-02,2
193,svc-cruise-01,5
194,dest-0017,2
194,svc-hotel-01,4
194,svc-hotel-04,1
195,svc-hotel-06,1
195,svc-act-04,1
195,svc-cruise-03,4
196,svc-act-04,2
196,dest-0014,1
196,svc-hotel-03,2
196,svc-hotel-05,2
196,svc-xfer-02,2
196,svc-act-06,2
196,dest-0006,1
196,dest-0060,1
196,dest-0056,2
196,svc-act-07,1
196,dest-0008,1
196,dest-0001,2
196,svc-act-06,1
196,svc-hotel-04,1
196,svc-hotel-03,3
196,dest-0037,3
196,svc-act-02,5
196,svc-pkg-04,4
196,dest-0008,3
196,dest-0033,1
196,svc-xfer-01,1
196,dest-0038,2
196,dest-0034,1
196,dest-0041,1
196,svc-act-02,5
197,svc-pkg-01,2
197,svc-cruise-02,2
197,svc-cruise-03,1
197,svc-cruise-03,1
197,svc-act-03,3
197,svc-act-03,1
197,svc-act-05,1
197,svc-cruise-02,3
197,svc-cruise-01,1
198,svc-cruise-04,2
198,dest-0008,1
198,svc-cruise-02,3
198,svc-act-10,1
198,svc-cruise-01,2
199,svc-hotel-04,1
199,svc-hotel-03,2
199,svc-hotel-08,2
199,svc-cruise-03,3
199,dest-0038,2
199,svc-hotel-06,1
200,svc-xfer-02,3
200,svc-hotel-02,3
200,svc-xfer-02,2
200,svc-act-10,1
200,dest-0006,1
200,dest-0001,3
200,dest-0047,1
200,dest-0046,1
200,svc-pkg-02,2
200,dest-0019,3
201,svc-act-08,1
201,svc-cruise-04,5
201,dest-0032,3
201,svc-act-04,2
201,svc-cruise-04,4
202,svc-hotel-08,2
202,svc-pkg-03,2
202,svc-pkg-02,2
202,svc-pkg-05,3
202,svc-act-04,2
202,svc-act-03,4
203,dest-0026,3
203,svc-act-04,3
203,svc-hotel-03,3
204,svc-cruise-01,2
204,dest-0037,1
204,svc-hotel-06,2
204,svc-act-08,3
204,dest-0026,1
204,svc-hotel-04,2
204,svc-hotel-06,2
204,dest-0012,1
204,dest-0040,1
205,svc-act-09,1
205,svc-cruise-04,4
205,svc-cruise-04,3
205,svc-hotel-08,2
205,svc-cruise-04,2
206,dest-0026,3
206,svc-hotel-02,1
206,dest-0043,2
206,dest-0048,4
206,dest-0031,1
206,dest-0060,2
206,svc-act-04,2
206,svc-cruise-01,1
206,dest-0021,2
206,dest-0024,2
206,dest-0026,2
206,svc-cruise-04,2
207,svc-pkg-04,4
207,dest-0020,2
207,svc-pkg-02,1
207,svc-xfer-03,2
207,svc-pkg-01,1
207,svc-act-05,1
207,svc-xfer-02,1
207,dest-0041,1
207,svc-act-02,2
207,dest-0032,1
207,svc-hotel-04,1
207,svc-act-06,2
207,svc-hotel-05,1
207,svc-act-02,4
207,svc-pkg-03,1
207,svc-hotel-08,1
207,dest-0048,1
207,svc-pkg-02,1
207,svc-hotel-06,2
207,svc-hotel-08,2
207,svc-xfer-01,2
207,svc-act-08,1
207,dest-0003,1
207,svc-hotel-03,2
207,svc-act-06,2
207,dest-0025,3
207,dest-0005,1
207,svc-act-10,3
207,dest-0054,1
208,svc-hotel-06,2
208,svc-cruise-03,4
208,svc-cruise-03,2
208,svc-cruise-04,2
209,svc-cruise-01,4
209,svc-cruise-02,1
209,svc-cruise-04,4
209,svc-cruise-01,4
209,svc-act-04,2
209,svc-cruise-03,3
209,svc-hotel-02,2
209,svc-cruise-01,4
209,svc-xfer-03,2
209,svc-xfer-03,1
209,svc-xfer-02,3
209,svc-act-06,1
209,dest-0016,2
209,svc-act-02,3
209,svc-act-08,2
209,svc-cruise-04,4
209,svc-cruise-02,2
209,svc-act-01,1
209,dest-0039,2
209,dest-0039,3
209,dest-0057,1
209,svc-cruise-03,1
209,svc-cruise-02,3
209,dest-0034,1
209,dest-0047,1
209,svc-cruise-04,4
209,dest-0016,1
209,dest-0015,2
209,svc-cruise-03,3
209,svc-xfer-02,1
210,svc-act-05,1
210,svc-act-06,1
210,svc-act-09,2
211,dest-0044,2
211,svc-cruise-01,1
211,svc-act-03,3
211,svc-hotel-01,2
211,dest-0013,1
211,svc-act-08,2
211,svc-cruise-04,2
211,svc-cruise-01,2
211,svc-pkg-02,2
211,dest-0045,2
211,svc-pkg-06,2
211,svc-hotel-07,3
211,dest-0008,2
211,svc-hotel-06,2
211,dest-0050,1
211,svc-hotel-02,2
211,dest-0001,1
211,dest-0032,2
211,svc-pkg-05,2
211,dest-0001,1
211,svc-hotel-04,3
211,svc-hotel-01,5
212,svc-act-01,1
212,dest-0031,2
212,svc-xfer-02,1
212,dest-0020,3
212,svc-hotel-02,4
212,svc-hotel-02,1
212,svc-pkg-02,2
212,svc-xfer-03,2
212,svc-hotel-02,2
212,svc-act-02,3
213,dest-0050,1
213,dest-0039,1
213,dest-0052,3
213,svc-pkg-04,3
213,svc-pkg-05,3
213,svc-hotel-01,2
214,dest-0010,3
214,dest-0046,2
214,svc-hotel-06,1
214,svc-hotel-01,5
214,svc-pkg-04,1
214,svc-hotel-01,2
214,svc-cruise-01,2
214,svc-act-03,2
214,svc-hotel-01,5
214,svc-hotel-05,1
214,dest-0015,1
214,dest-0056,1
214,svc-cruise-01,1
214,dest-0023,1
214,dest-0008,1
214,svc-cruise-03,3
214,dest-0001,2
214,svc-hotel-04,2
214,dest-0037,1
214,svc-act-08,2
214,svc-hotel-08,2
