en_name;wikidata_id;filename;es;fr;de;it;en;pt;nl;ru;ja;zh;ar;pl;sv;he;el;ro;tr;id;vi;th;ko;cs;da;no;fi;hu;uk;fa;bn;hi
Lebanon;Q822;;https://es.wikivoyage.org/wiki/L%C3%ADbano;https://fr.wikivoyage.org/wiki/Liban;https://de.wikivoyage.org/wiki/Libanon;https://it.wikivoyage.org/wiki/Libano;https://en.wikivoyage.org/wiki/Lebanon;https://pt.wikivoyage.org/wiki/L%C3%ADbano;https://nl.wikivoyage.org/wiki/Libanon;https://ru.wikivoyage.org/wiki/%D0%9B%D0%B8%D0%B2%D0%B0%D0%BD;https://ja.wikivoyage.org/wiki/%E3%83%AC%E3%83%90%E3%83%8E%E3%83%B3;https://zh.wikivoyage.org/wiki/%E9%BB%8E%E5%B7%B4%E5%AB%A9;;https://pl.wikivoyage.org/wiki/Liban;https://sv.wikivoyage.org/wiki/Libanon;https://he.wikivoyage.org/wiki/%D7%9C%D7%91%D7%A0%D7%95%D7%9F;https://el.wikivoyage.org/wiki/%CE%9B%CE%AF%CE%B2%CE%B1%CE%BD%CE%BF%CF%82;https://ro.wikivoyage.org/wiki/Liban;https://tr.wikivoyage.org/wiki/L%C3%BCbnan;https://id.wikivoyage.org/wiki/Libanon;https://vi.wikivoyage.org/wiki/Li_B%C4%83ng;;;https://cs.wikivoyage.org/wiki/Libanon;;;https://fi.wikivoyage.org/wiki/Libanon;;https://uk.wikivoyage.org/wiki/%D0%9B%D1%96%D0%B2%D0%B0%D0%BD;https://fa.wikivoyage.org/wiki/%D9%84%D8%A8%D9%86%D8%A7%D9%86;https://bn.wikivoyage.org/wiki/%E0%A6%B2%E0%A7%87%E0%A6%AC%E0%A6%BE%E0%A6%A8%E0%A6%A8;https://hi.wikivoyage.org/wiki/%E0%A4%B2%E0%A5%87%E0%A4%AC%E0%A4%A8%E0%A4%BE%E0%A4%A8
Lesotho;Q1013;;https://es.wikivoyage.org/wiki/Lesoto;https://fr.wikivoyage.org/wiki/Lesotho;https://de.wikivoyage.org/wiki/Lesotho;https://it.wikivoyage.org/wiki/Lesotho;https://en.wikivoyage.org/wiki/Lesotho;https://pt.wikivoyage.org/wiki/Lesoto;https://nl.wikivoyage.org/wiki/Lesotho;https://ru.wikivoyage.org/wiki/%D0%9B%D0%B5%D1%81%D0%BE%D1%82%D0%BE;https://ja.wikivoyage.org/wiki/%E3%83%AC%E3%82%BD%E3%83%88;https://zh.wikivoyage.org/wiki/%E8%8E%B1%E7%B4%A2%E6%89%98;;https://pl.wikivoyage.org/wiki/Lesotho;https://sv.wikivoyage.org/wiki/Lesotho;https://he.wikivoyage.org/wiki/%D7%9C%D7%A1%D7%95%D7%98%D7%95;https://el.wikivoyage.org/wiki/%CE%9B%CE%B5%CF%83%CF%8C%CF%84%CE%BF;https://ro.wikivoyage.org/wiki/Lesotho;;https://id.wikivoyage.org/wiki/Lesotho;https://vi.wikivoyage.org/wiki/Lesotho;;;https://cs.wikivoyage.org/wiki/Lesotho;;;https://fi.wikivoyage.org/wiki/Lesotho;;https://uk.wikivoyage.org/wiki/%D0%9B%D0%B5%D1%81%D0%BE%D1%82%D0%BE;https://fa.wikivoyage.org/wiki/%D9%84%D8%B3%D9%88%D8%AA%D9%88;https://bn.wikivoyage.org/wiki/%E0%A6%B2%E0%A7%87%E0%A6%B8%E0%A7%87%E0%A6%A5%E0%A7%8B;
Liberia;Q1014;;https://es.wikivoyage.org/wiki/Liberia;https://fr.wikivoyage.org/wiki/Liberia;https://de.wikivoyage.org/wiki/Liberia;https://it.wikivoyage.org/wiki/Liberia;https://en.wikivoyage.org/wiki/Liberia;https://pt.wikivoyage.org/wiki/Lib%C3%A9ria;https://nl.wikivoyage.org/wiki/Liberia;https://ru.wikivoyage.org/wiki/%D0%9B%D0%B8%D0%B1%D0%B5%D1%80%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%83%AA%E3%83%99%E3%83%AA%E3%82%A2;https://zh.wikivoyage.org/wiki/%E5%88%A9%E6%AF%94%E9%87%8C%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Liberia;https://sv.wikivoyage.org/wiki/Liberia;https://he.wikivoyage.org/wiki/%D7%9C%D7%99%D7%91%D7%A8%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%9B%CE%B9%CE%B2%CE%B5%CF%81%CE%AF%CE%B1;;;https://id.wikivoyage.org/wiki/Liberia;https://vi.wikivoyage.org/wiki/Liberia;;;https://cs.wikivoyage.org/wiki/Lib%C3%A9rie;;;https://fi.wikivoyage.org/wiki/Liberia;;https://uk.wikivoyage.org/wiki/%D0%9B%D1%96%D0%B1%D0%B5%D1%80%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D9%84%DB%8C%D8%A8%D8%B1%DB%8C%D8%A7;https://bn.wikivoyage.org/wiki/%E0%A6%B2%E0%A6%BE%E0%A6%87%E0%A6%AC%E0%A7%87%E0%A6%B0%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Libya;Q1016;;https://es.wikivoyage.org/wiki/Libia;https://fr.wikivoyage.org/wiki/Libye;https://de.wikivoyage.org/wiki/Libyen;https://it.wikivoyage.org/wiki/Libia;https://en.wikivoyage.org/wiki/Libya;https://pt.wikivoyage.org/wiki/L%C3%ADbia;https://nl.wikivoyage.org/wiki/Libi%C3%AB;https://ru.wikivoyage.org/wiki/%D0%9B%D0%B8%D0%B2%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%83%AA%E3%83%93%E3%82%A2;https://zh.wikivoyage.org/wiki/%E5%88%A9%E6%AF%94%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Libia;https://sv.wikivoyage.org/wiki/Libyen;https://he.wikivoyage.org/wiki/%D7%9C%D7%95%D7%91;https://el.wikivoyage.org/wiki/%CE%9B%CE%B9%CE%B2%CF%8D%CE%B7;https://ro.wikivoyage.org/wiki/Libia;;https://id.wikivoyage.org/wiki/Libya;https://vi.wikivoyage.org/wiki/Libya;;;https://cs.wikivoyage.org/wiki/Libye;;;https://fi.wikivoyage.org/wiki/Libya;;https://uk.wikivoyage.org/wiki/%D0%9B%D1%96%D0%B2%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D9%84%DB%8C%D8%A8%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%B2%E0%A6%BF%E0%A6%AC%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;https://hi.wikivoyage.org/wiki/%E0%A4%B2%E0%A5%80%E0%A4%AC%E0%A4%BF%E0%A4%AF%E0%A4%BE
Liechtenstein;Q347;;https://es.wikivoyage.org/wiki/Liechtenstein;https://fr.wikivoyage.org/wiki/Liechtenstein;https://de.wikivoyage.org/wiki/Liechtenstein;https://it.wikivoyage.org/wiki/Liechtenstein;https://en.wikivoyage.org/wiki/Liechtenstein;https://pt.wikivoyage.org/wiki/Liechtenstein;https://nl.wikivoyage.org/wiki/Liechtenstein;https://ru.wikivoyage.org/wiki/%D0%9B%D0%B8%D1%85%D1%82%D0%B5%D0%BD%D1%88%D1%82%D0%B5%D0%B9%D0%BD;https://ja.wikivoyage.org/wiki/%E3%83%AA%E3%83%92%E3%83%86%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%BF%E3%82%A4%E3%83%B3;https://zh.wikivoyage.org/wiki/%E5%88%97%E6%94%AF%E6%95%A6%E5%A3%AB%E7%99%BB;;https://pl.wikivoyage.org/wiki/Liechtenstein;https://sv.wikivoyage.org/wiki/Liechtenstein;https://he.wikivoyage.org/wiki/%D7%9C%D7%99%D7%9B%D7%98%D7%A0%D7%A9%D7%98%D7%99%D7%99%D7%9F;https://el.wikivoyage.org/wiki/%CE%9B%CE%B9%CF%87%CF%84%CE%B5%CE%BD%CF%83%CF%84%CE%AC%CE%B9%CE%BD;https://ro.wikivoyage.org/wiki/Liechtenstein;https://tr.wikivoyage.org/wiki/Lihten%C5%9Ftayn;;https://vi.wikivoyage.org/wiki/Liechtenstein;;;https://cs.wikivoyage.org/wiki/Lichten%C5%A1tejnsko;;;https://fi.wikivoyage.org/wiki/Liechtenstein;;https://uk.wikivoyage.org/wiki/%D0%9B%D1%96%D1%85%D1%82%D0%B5%D0%BD%D1%88%D1%82%D0%B5%D0%B9%D0%BD;https://fa.wikivoyage.org/wiki/%D9%84%DB%8C%D8%AE%D8%AA%D9%86%D8%B4%D8%AA%D8%A7%DB%8C%D9%86;https://bn.wikivoyage.org/wiki/%E0%A6%B2%E0%A6%BF%E0%A6%B6%E0%A6%9F%E0%A7%87%E0%A6%A8%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%87%E0%A6%A8;
Lithuania;Q37;;https://es.wikivoyage.org/wiki/Lituania;https://fr.wikivoyage.org/wiki/Lituanie;https://de.wikivoyage.org/wiki/Litauen;https://it.wikivoyage.org/wiki/Lituania;https://en.wikivoyage.org/wiki/Lithuania;https://pt.wikivoyage.org/wiki/Litu%C3%A2nia;https://nl.wikivoyage.org/wiki/Litouwen;https://ru.wikivoyage.org/wiki/%D0%9B%D0%B8%D1%82%D0%B2%D0%B0;https://ja.wikivoyage.org/wiki/%E3%83%AA%E3%83%88%E3%82%A2%E3%83%8B%E3%82%A2;https://zh.wikivoyage.org/wiki/%E7%AB%8B%E9%99%B6%E5%AE%9B;;https://pl.wikivoyage.org/wiki/Litwa;https://sv.wikivoyage.org/wiki/Litauen;https://he.wikivoyage.org/wiki/%D7%9C%D7%99%D7%98%D7%90;https://el.wikivoyage.org/wiki/%CE%9B%CE%B9%CE%B8%CE%BF%CF%85%CE%B1%CE%BD%CE%AF%CE%B1;https://ro.wikivoyage.org/wiki/Lituania;https://tr.wikivoyage.org/wiki/Litvanya;https://id.wikivoyage.org/wiki/Lituania;https://vi.wikivoyage.org/wiki/Litva;;;https://cs.wikivoyage.org/wiki/Litva;;;https://fi.wikivoyage.org/wiki/Liettua;;https://uk.wikivoyage.org/wiki/%D0%9B%D0%B8%D1%82%D0%B2%D0%B0;https://fa.wikivoyage.org/wiki/%D9%84%DB%8C%D8%AA%D9%88%D8%A7%D9%86%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%B2%E0%A6%BF%E0%A6%A5%E0%A7%81%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Luxembourg;Q32;;https://es.wikivoyage.org/wiki/Luxemburgo;https://fr.wikivoyage.org/wiki/Luxembourg;https://de.wikivoyage.org/wiki/Luxemburg;https://it.wikivoyage.org/wiki/Lussemburgo;https://en.wikivoyage.org/wiki/Luxembourg;https://pt.wikivoyage.org/wiki/Luxemburgo;https://nl.wikivoyage.org/wiki/Luxemburg_%28land%29;https://ru.wikivoyage.org/wiki/%D0%9B%D1%8E%D0%BA%D1%81%D0%B5%D0%BC%D0%B1%D1%83%D1%80%D0%B3;https://ja.wikivoyage.org/wiki/%E3%83%AB%E3%82%AF%E3%82%BB%E3%83%B3%E3%83%96%E3%83%AB%E3%82%AF;https://zh.wikivoyage.org/wiki/%E5%8D%A2%E6%A3%AE%E5%A0%A1;;https://pl.wikivoyage.org/wiki/Luksemburg;https://sv.wikivoyage.org/wiki/Luxemburg;https://he.wikivoyage.org/wiki/%D7%9C%D7%95%D7%A7%D7%A1%D7%9E%D7%91%D7%95%D7%A8%D7%92;https://el.wikivoyage.org/wiki/%CE%9B%CE%BF%CF%85%CE%BE%CE%B5%CE%BC%CE%B2%CE%BF%CF%8D%CF%81%CE%B3%CE%BF;https://ro.wikivoyage.org/wiki/Luxemburg;;https://id.wikivoyage.org/wiki/Luksemburg;https://vi.wikivoyage.org/wiki/Luxembourg;;;https://cs.wikivoyage.org/wiki/Lucembursko;;;https://fi.wikivoyage.org/wiki/Luxemburg;;https://uk.wikivoyage.org/wiki/%D0%9B%D1%8E%D0%BA%D1%81%D0%B5%D0%BC%D0%B1%D1%83%D1%80%D0%B3;https://fa.wikivoyage.org/wiki/%D9%84%D9%88%DA%A9%D8%B2%D8%A7%D9%85%D8%A8%D9%88%D8%B1%DA%AF;https://bn.wikivoyage.org/wiki/%E0%A6%B2%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%97;
Madagascar;Q1019;;https://es.wikivoyage.org/wiki/Madagascar;https://fr.wikivoyage.org/wiki/Madagascar;https://de.wikivoyage.org/wiki/Madagaskar;https://it.wikivoyage.org/wiki/Madagascar;https://en.wikivoyage.org/wiki/Madagascar;https://pt.wikivoyage.org/wiki/Madag%C3%A1scar;https://nl.wikivoyage.org/wiki/Madagaskar;https://ru.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%B4%D0%B0%D0%B3%D0%B0%D1%81%D0%BA%D0%B0%D1%80;https://ja.wikivoyage.org/wiki/%E3%83%9E%E3%83%80%E3%82%AC%E3%82%B9%E3%82%AB%E3%83%AB;https://zh.wikivoyage.org/wiki/%E9%A9%AC%E8%BE%BE%E5%8A%A0%E6%96%AF%E5%8A%A0;;https://pl.wikivoyage.org/wiki/Madagaskar;https://sv.wikivoyage.org/wiki/Madagaskar;https://he.wikivoyage.org/wiki/%D7%9E%D7%93%D7%92%D7%A1%D7%A7%D7%A8;https://el.wikivoyage.org/wiki/%CE%9C%CE%B1%CE%B4%CE%B1%CE%B3%CE%B1%CF%83%CE%BA%CE%AC%CF%81%CE%B7;https://ro.wikivoyage.org/wiki/Madagascar;;https://id.wikivoyage.org/wiki/Madagaskar;https://vi.wikivoyage.org/wiki/Madagascar;;;https://cs.wikivoyage.org/wiki/Madagaskar;;;https://fi.wikivoyage.org/wiki/Madagaskar;;https://uk.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%B4%D0%B0%D0%B3%D0%B0%D1%81%D0%BA%D0%B0%D1%80;https://fa.wikivoyage.org/wiki/%D9%85%D8%A7%D8%AF%D8%A7%DA%AF%D8%A7%D8%B3%DA%A9%D8%A7%D8%B1;https://bn.wikivoyage.org/wiki/%E0%A6%AE%E0%A6%BE%E0%A6%A6%E0%A6%BE%E0%A6%97%E0%A6%BE%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A6%BE%E0%A6%B0;
Malawi;Q1020;;https://es.wikivoyage.org/wiki/Malaui;https://fr.wikivoyage.org/wiki/Malawi;https://de.wikivoyage.org/wiki/Malawi;https://it.wikivoyage.org/wiki/Malawi;https://en.wikivoyage.org/wiki/Malawi;https://pt.wikivoyage.org/wiki/Mal%C3%A1ui;https://nl.wikivoyage.org/wiki/Malawi;https://ru.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D0%B2%D0%B8;https://ja.wikivoyage.org/wiki/%E3%83%9E%E3%83%A9%E3%82%A6%E3%82%A4;https://zh.wikivoyage.org/wiki/%E9%A9%AC%E6%8B%89%E7%BB%B4;;https://pl.wikivoyage.org/wiki/Malawi;https://sv.wikivoyage.org/wiki/Malawi;https://he.wikivoyage.org/wiki/%D7%9E%D7%9C%D7%90%D7%95%D7%95%D7%99;https://el.wikivoyage.org/wiki/%CE%9C%CE%B1%CE%BB%CE%AC%CE%BF%CF%85%CE%B9;https://ro.wikivoyage.org/wiki/Malawi;;https://id.wikivoyage.org/wiki/Malawi;https://vi.wikivoyage.org/wiki/Malawi;;;https://cs.wikivoyage.org/wiki/Malawi;;;https://fi.wikivoyage.org/wiki/Malawi;;https://uk.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D0%B2%D1%96;https://fa.wikivoyage.org/wiki/%D9%85%D8%A7%D9%84%D8%A7%D9%88%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%89%E0%A6%87;
Malaysia;Q833;;https://es.wikivoyage.org/wiki/Malasia;https://fr.wikivoyage.org/wiki/Malaisie;https://de.wikivoyage.org/wiki/Malaysia;https://it.wikivoyage.org/wiki/Malesia;https://en.wikivoyage.org/wiki/Malaysia;https://pt.wikivoyage.org/wiki/Mal%C3%A1sia;https://nl.wikivoyage.org/wiki/Maleisi%C3%AB;https://ru.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D0%B9%D0%B7%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%83%9E%E3%83%AC%E3%83%BC%E3%82%B7%E3%82%A2;https://zh.wikivoyage.org/wiki/%E9%A9%AC%E6%9D%A5%E8%A5%BF%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Malezja;https://sv.wikivoyage.org/wiki/Malaysia;https://he.wikivoyage.org/wiki/%D7%9E%D7%9C%D7%96%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%9C%CE%B1%CE%BB%CE%B1%CE%B9%CF%83%CE%AF%CE%B1;https://ro.wikivoyage.org/wiki/Malaezia;https://tr.wikivoyage.org/wiki/Malezya;https://id.wikivoyage.org/wiki/Malaysia;https://vi.wikivoyage.org/wiki/Malaysia;;;https://cs.wikivoyage.org/wiki/Malajsie;;;https://fi.wikivoyage.org/wiki/Malesia;;https://uk.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D0%B9%D0%B7%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D9%85%D8%A7%D9%84%D8%B2%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B6%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Maldives;Q826;;https://es.wikivoyage.org/wiki/Maldivas;https://fr.wikivoyage.org/wiki/Maldives;https://de.wikivoyage.org/wiki/Malediven;https://it.wikivoyage.org/wiki/Maldive;https://en.wikivoyage.org/wiki/Maldives;https://pt.wikivoyage.org/wiki/Maldivas;https://nl.wikivoyage.org/wiki/Maldiven;https://ru.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8C%D0%B4%D0%B8%D0%B2%D1%8B;https://ja.wikivoyage.org/wiki/%E3%83%A2%E3%83%AB%E3%83%87%E3%82%A3%E3%83%96;https://zh.wikivoyage.org/wiki/%E9%A6%AC%E7%88%BE%E5%9C%B0%E5%A4%AB;;https://pl.wikivoyage.org/wiki/Malediwy;https://sv.wikivoyage.org/wiki/Maldiverna;https://he.wikivoyage.org/wiki/%D7%94%D7%90%D7%99%D7%99%D7%9D_%D7%94%D7%9E%D7%9C%D7%93%D7%99%D7%91%D7%99%D7%99%D7%9D;;;https://tr.wikivoyage.org/wiki/Maldivler;https://id.wikivoyage.org/wiki/Maladewa;https://vi.wikivoyage.org/wiki/Maldives;;;https://cs.wikivoyage.org/wiki/Maledivy;;;https://fi.wikivoyage.org/wiki/Malediivit;;https://uk.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8C%D0%B4%D1%96%D0%B2%D0%B8;https://fa.wikivoyage.org/wiki/%D9%85%D8%A7%D9%84%D8%AF%DB%8C%D9%88;;https://hi.wikivoyage.org/wiki/%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A4%A6%E0%A5%80%E0%A4%B5
Mali;Q912;;https://es.wikivoyage.org/wiki/Mal%C3%AD;https://fr.wikivoyage.org/wiki/Mali;https://de.wikivoyage.org/wiki/Mali;https://it.wikivoyage.org/wiki/Mali;https://en.wikivoyage.org/wiki/Mali;https://pt.wikivoyage.org/wiki/Mali;https://nl.wikivoyage.org/wiki/Mali;https://ru.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B8;https://ja.wikivoyage.org/wiki/%E3%83%9E%E3%83%AA;https://zh.wikivoyage.org/wiki/%E9%A9%AC%E9%87%8C;;https://pl.wikivoyage.org/wiki/Mali;https://sv.wikivoyage.org/wiki/Mali;https://he.wikivoyage.org/wiki/%D7%9E%D7%90%D7%9C%D7%99;https://el.wikivoyage.org/wiki/%CE%9C%CE%AC%CE%BB%CE%B9;;;https://id.wikivoyage.org/wiki/Mali;https://vi.wikivoyage.org/wiki/Mali;;;https://cs.wikivoyage.org/wiki/Mali;;;https://fi.wikivoyage.org/wiki/Mali;;https://uk.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D1%96;https://fa.wikivoyage.org/wiki/%D9%85%D8%A7%D9%84%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%BF;https://hi.wikivoyage.org/wiki/%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A5%80
Malta;Q233;;https://es.wikivoyage.org/wiki/Malta;https://fr.wikivoyage.org/wiki/Malte;https://de.wikivoyage.org/wiki/Malta;https://it.wikivoyage.org/wiki/Malta;https://en.wikivoyage.org/wiki/Malta;https://pt.wikivoyage.org/wiki/Malta;https://nl.wikivoyage.org/wiki/Malta;https://ru.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8C%D1%82%D0%B0;https://ja.wikivoyage.org/wiki/%E3%83%9E%E3%83%AB%E3%82%BF;https://zh.wikivoyage.org/wiki/%E9%A6%AC%E7%88%BE%E4%BB%96;;https://pl.wikivoyage.org/wiki/Malta;https://sv.wikivoyage.org/wiki/Malta;https://he.wikivoyage.org/wiki/%D7%9E%D7%9C%D7%98%D7%94;https://el.wikivoyage.org/wiki/%CE%9C%CE%AC%CE%BB%CF%84%CE%B1;https://ro.wikivoyage.org/wiki/Malta;;https://id.wikivoyage.org/wiki/Malta;https://vi.wikivoyage.org/wiki/Malta;;;https://cs.wikivoyage.org/wiki/Malta;;;https://fi.wikivoyage.org/wiki/Malta;;https://uk.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8C%D1%82%D0%B0;https://fa.wikivoyage.org/wiki/%D9%85%D8%A7%D9%84%D8%AA;https://bn.wikivoyage.org/wiki/%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A7%8D%E0%A6%9F%E0%A6%BE;
Marshall Islands;Q709;;https://es.wikivoyage.org/wiki/Islas_Marshall;https://fr.wikivoyage.org/wiki/%C3%8Eles_Marshall;https://de.wikivoyage.org/wiki/Marshallinseln;https://it.wikivoyage.org/wiki/Isole_Marshall;https://en.wikivoyage.org/wiki/Marshall_Islands;https://pt.wikivoyage.org/wiki/Ilhas_Marshall;https://nl.wikivoyage.org/wiki/Marshalleilanden;https://ru.wikivoyage.org/wiki/%D0%9C%D0%B0%D1%80%D1%88%D0%B0%D0%BB%D0%BB%D0%BE%D0%B2%D1%8B_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B0;https://ja.wikivoyage.org/wiki/%E3%83%9E%E3%83%BC%E3%82%B7%E3%83%A3%E3%83%AB%E8%AB%B8%E5%B3%B6;https://zh.wikivoyage.org/wiki/%E9%A9%AC%E7%BB%8D%E5%B0%94%E7%BE%A4%E5%B2%9B;;https://pl.wikivoyage.org/wiki/Wyspy_Marshalla;https://sv.wikivoyage.org/wiki/Marshall%C3%B6arna;https://he.wikivoyage.org/wiki/%D7%90%D7%99%D7%99_%D7%9E%D7%A8%D7%A9%D7%9C;;;https://tr.wikivoyage.org/wiki/Marshall_Adalar%C4%B1;;https://vi.wikivoyage.org/wiki/Qu%E1%BA%A7n_%C4%91%E1%BA%A3o_Marshall;;;https://cs.wikivoyage.org/wiki/Marshallovy_ostrovy;;;https://fi.wikivoyage.org/wiki/Marshallinsaaret;;https://uk.wikivoyage.org/wiki/%D0%9C%D0%B0%D1%80%D1%88%D0%B0%D0%BB%D0%BB%D0%BE%D0%B2%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8;https://fa.wikivoyage.org/wiki/%D8%AC%D8%B2%D8%A7%DB%8C%D8%B1_%D9%85%D8%A7%D8%B1%D8%B4%D8%A7%D9%84;https://bn.wikivoyage.org/wiki/%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B6%E0%A6%BE%E0%A6%B2_%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A7%80%E0%A6%AA%E0%A6%AA%E0%A7%81%E0%A6%9E%E0%A7%8D%E0%A6%9C;
Mauritania;Q1025;;https://es.wikivoyage.org/wiki/Mauritania;https://fr.wikivoyage.org/wiki/Mauritanie;https://de.wikivoyage.org/wiki/Mauretanien;https://it.wikivoyage.org/wiki/Mauritania;https://en.wikivoyage.org/wiki/Mauritania;https://pt.wikivoyage.org/wiki/Maurit%C3%A2nia;https://nl.wikivoyage.org/wiki/Mauritani%C3%AB;https://ru.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%B2%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F;https://ja.wikivoyage.org/wiki/%E3%83%A2%E3%83%BC%E3%83%AA%E3%82%BF%E3%83%8B%E3%82%A2;https://zh.wikivoyage.org/wiki/%E6%AF%9B%E9%87%8C%E5%A1%94%E5%B0%BC%E4%BA%9A;;https://pl.wikivoyage.org/wiki/Mauretania;https://sv.wikivoyage.org/wiki/Mauretanien;https://he.wikivoyage.org/wiki/%D7%9E%D7%90%D7%95%D7%A8%D7%99%D7%98%D7%A0%D7%99%D7%94;https://el.wikivoyage.org/wiki/%CE%9C%CE%B1%CF%85%CF%81%CE%B9%CF%84%CE%B1%CE%BD%CE%AF%CE%B1;;;https://id.wikivoyage.org/wiki/Mauritania;https://vi.wikivoyage.org/wiki/Mauritanie;;;https://cs.wikivoyage.org/wiki/Maurit%C3%A1nie;;;https://fi.wikivoyage.org/wiki/Mauritania;;https://uk.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%B2%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D1%96%D1%8F;https://fa.wikivoyage.org/wiki/%D9%85%D9%88%D8%B1%DB%8C%D8%AA%D8%A7%D9%86%DB%8C;https://bn.wikivoyage.org/wiki/%E0%A6%AE%E0%A7%8C%E0%A6%B0%E0%A6%BF%E0%A6%A4%E0%A6%BE%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE;
Mauritius;Q1027;;https://es.wikivoyage.org/wiki/Mauricio;https://fr.wikivoyage.org/wiki/Maurice;https://de.wikivoyage.org/wiki/Mauritius;https://it.wikivoyage.org/wiki/Mauritius;https://en.wikivoyage.org/wiki/Mauritius;https://pt.wikivoyage.org/wiki/Maur%C3%ADcio;https://nl.wikivoyage.org/wiki/Mauritius;https://ru.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%B2%D1%80%D0%B8%D0%BA%D0%B8%D0%B9;https://ja.wikivoyage.org/wiki/%E3%83%A2%E3%83%BC%E3%83%AA%E3%82%B7%E3%83%A3%E3%82%B9;https://zh.wikivoyage.org/wiki/%E6%AF%9B%E9%87%8C%E6%B1%82%E6%96%AF;;https://pl.wikivoyage.org/wiki/Mauritius;https://sv.wikivoyage.org/wiki/Mauritius;https://he.wikivoyage.org/wiki/%D7%9E%D7%90%D7%95%D7%A8%D7%99%D7%A6%D7%99%D7%95%D7%A1;https://el.wikivoyage.org/wiki/%CE%9C%CE%B1%CF%85%CF%81%CE%AF%CE%BA%CE%B9%CE%BF%CF%82;;;https://id.wikivoyage.org/wiki/Mauritius;https://vi.wikivoyage.org/wiki/Mauritius;;;https://cs.wikivoyage.org/wiki/Mauricius;;;https://fi.wikivoyage.org/wiki/Mauritius;;https://uk.wikivoyage.org/wiki/%D0%9C%D0%B0%D0%B2%D1%80%D0%B8%D0%BA%D1%96%D0%B9;https://fa.wikivoyage.org/wiki/%D9%85%D9%88%D8%B1%DB%8C%D8%B3;https://bn.wikivoyage.org/wiki/%E0%A6%AE%E0%A6%B0%E0%A6%BF%E0%A6%B6%E0%A6%BE%E0%A6%B8;
